100302	0.584014	0.661879	0.655699	0.565794	0.632379	0.573699	0.574012	0.628911	0.645158	0.661377	0.728829	1.000000	0.699762	0.653729	0.714802	0.677546	0.656465	0.659013	0.664307	0.697451	0.641752	0.621520	0.633736	0.570883	0.651139	0.659342	0.696877	0.650211	0.667202	0.631323	0.646503	0.636743	0.643004	0.712062	0.650409	0.635679	0.640725	0.629719	0.634432	0.572743	0.622688	0.593326	0.641226	0.673224	0.623174	0.649772	0.664521	0.642358	0.663109	0.660746	0.691007	0.624305	0.642920	0.702012	0.650378	0.688602	0.561435	0.641822	0.632087	0.639577	0.637469	0.672522	0.629074	0.600284	0.619852	0.575640	0.622254	0.597197	0.565435	0.638627	0.652309	0.642671	0.631282	0.667016	0.654608	0.657254	0.624051	0.651430	0.644422	0.644729	0.648838	0.573602
100303	0.577335	0.659402	0.656655	0.559293	0.632319	0.563318	0.567307	0.635478	0.659710	0.661938	0.703649	0.699762	1.000000	0.665202	0.705872	0.689823	0.676972	0.662279	0.666649	0.696004	0.646235	0.617829	0.629817	0.566242	0.657008	0.658819	0.688047	0.667081	0.661144	0.634952	0.655176	0.656427	0.654905	0.688253	0.661656	0.648645	0.647379	0.633623	0.643532	0.570793	0.623918	0.588777	0.644965	0.685929	0.628136	0.646090	0.674613	0.648981	0.653824	0.653856	0.692980	0.622328	0.656344	0.717382	0.659546	0.734536	0.561985	0.643720	0.641915	0.638518	0.653744	0.708568	0.624829	0.592263	0.617372	0.571437	0.618566	0.596146	0.560069	0.649158	0.653172	0.645316	0.635652	0.675767	0.652965	0.668985	0.630433	0.642073	0.656318	0.643916	0.663308	0.570343
100304	0.582589	0.665554	0.676634	0.571540	0.642614	0.574771	0.577239	0.623224	0.672332	0.667665	0.675556	0.653729	0.665202	1.000000	0.664634	0.650563	0.681278	0.681513	0.680671	0.667514	0.661711	0.631253	0.659967	0.575774	0.690113	0.681565	0.678535	0.673579	0.675356	0.635104	0.638483	0.629313	0.631381	0.683650	0.664045	0.627166	0.630995	0.638015	0.634208	0.580429	0.628011	0.606037	0.644846	0.651492	0.622395	0.651110	0.677705	0.674156	0.654550	0.675830	0.666872	0.628246	0.670870	0.666033	0.672744	0.652572	0.564199	0.662438	0.622598	0.657023	0.652798	0.643591	0.627978	0.608438	0.629129	0.585533	0.635958	0.602910	0.572425	0.626521	0.677209	0.673255	0.659393	0.676774	0.665129	0.671444	0.623840	0.654983	0.662229	0.661226	0.658592	0.585173
100305	0.583072	0.668580	0.648317	0.563423	0.631307	0.563244	0.563826	0.620595	0.644077	0.661101	0.722891	0.714802	0.705872	0.664634	1.000000	0.686462	0.659824	0.653919	0.664750	0.739443	0.648944	0.616309	0.624642	0.561927	0.641493	0.648258	0.686718	0.650476	0.653826	0.626923	0.641506	0.638559	0.637863	0.708214	0.667431	0.639464	0.632448	0.632888	0.628887	0.576322	0.622148	0.590893	0.651930	0.683723	0.624117	0.654762	0.678181	0.647964	0.659746	0.652238	0.706900	0.625156	0.642886	0.703898	0.649198	0.694526	0.561615	0.643555	0.630154	0.647534	0.626634	0.667192	0.631329	0.599665	0.621078	0.571072	0.613624	0.588213	0.559498	0.634433	0.642371	0.654569	0.629366	0.666911	0.643134	0.670798	0.620019	0.640327	0.647426	0.632886	0.648329	0.576758
100306	0.577270	0.652985	0.643648	0.558850	0.632696	0.566225	0.569030	0.639265	0.649809	0.649972	0.684890	0.677546	0.689823	0.650563	0.686462	1.000000	0.644940	0.649401	0.659899	0.688987	0.655342	0.606993	0.625119	0.567822	0.635970	0.642921	0.667010	0.661411	0.641019	0.637711	0.657399	0.652188	0.651765	0.669439	0.643077	0.648456	0.649351	0.638006	0.641997	0.568402	0.630920	0.592508	0.639785	0.691315	0.623206	0.642671	0.647596	0.643357	0.648440	0.643381	0.690125	0.605693	0.652146	0.678598	0.653119	0.688022	0.563150	0.629788	0.659870	0.625007	0.627518	0.673132	0.623826	0.596295	0.606901	0.570068	0.604984	0.583795	0.557891	0.649196	0.639967	0.634788	0.622874	0.651821	0.642007	0.655738	0.645456	0.636292	0.634898	0.620558	0.644578	0.574891
100307	0.583621	0.678264	0.684119	0.568458	0.653746	0.574739	0.573835	0.630704	0.673146	0.703690	0.658866	0.656465	0.676972	0.681278	0.659824	0.644940	1.000000	0.682760	0.692331	0.666898	0.672341	0.639041	0.662568	0.572934	0.680560	0.667728	0.663487	0.682397	0.716447	0.630607	0.632308	0.627503	0.635010	0.664004	0.663067	0.631220	0.636641	0.636976	0.635221	0.572949	0.632287	0.606942	0.650239	0.663675	0.634575	0.669056	0.691553	0.669843	0.669267	0.688651	0.651352	0.637132	0.671012	0.662657	0.676297	0.672752	0.571570	0.673835	0.627913	0.652243	0.661729	0.651957	0.634097	0.601657	0.629846	0.586416	0.636935	0.608184	0.569821	0.631177	0.677852	0.662614	0.658195	0.700256	0.665735	0.676192	0.624011	0.659339	0.659752	0.665327	0.702813	0.580707
100309	0.588389	0.679619	0.683449	0.571073	0.653930	0.576811	0.579350	0.632639	0.677428	0.677330	0.663005	0.659013	0.662279	0.681513	0.653919	0.649401	0.682760	1.000000	0.689558	0.665504	0.669706	0.631859	0.666447	0.578311	0.674957	0.665670	0.674578	0.673225	0.678127	0.641469	0.641094	0.631698	0.636564	0.668311	0.659258	0.632119	0.633085	0.644059	0.634707	0.574237	0.638294	0.605429	0.653933	0.656212	0.631920	0.664262	0.679691	0.707667	0.657472	0.697107	0.661782	0.626400	0.674305	0.660702	0.686498	0.670360	0.564219	0.660284	0.627095	0.641023	0.653389	0.652321	0.638221	0.609851	0.632042	0.589838	0.636234	0.603114	0.571986	0.627088	0.698190	0.660559	0.645503	0.671821	0.685620	0.679229	0.626993	0.656916	0.664103	0.659267	0.666784	0.577991
100310	0.593750	0.663867	0.678544	0.573676	0.649183	0.579122	0.575350	0.635302	0.700838	0.677477	0.664809	0.664307	0.666649	0.680671	0.664750	0.659899	0.692331	0.689558	1.000000	0.671997	0.685959	0.633883	0.657121	0.579881	0.678140	0.667781	0.665710	0.714845	0.688968	0.643165	0.645908	0.641170	0.639821	0.668718	0.671197	0.633132	0.637634	0.651946	0.639054	0.578245	0.645439	0.612054	0.652463	0.643517	0.638730	0.669334	0.702249	0.685920	0.670936	0.686223	0.685642	0.630762	0.687867	0.656767	0.701999	0.660291	0.568683	0.676048	0.634428	0.644938	0.647312	0.656859	0.643129	0.606470	0.626947	0.582251	0.626875	0.605101	0.571479	0.634827	0.675798	0.669770	0.653389	0.690266	0.665233	0.699402	0.632809	0.662085	0.658932	0.665310	0.671732	0.585091
100312	0.578321	0.667912	0.645200	0.559691	0.637151	0.567210	0.568451	0.630855	0.649774	0.670717	0.709173	0.697451	0.696004	0.667514	0.739443	0.688987	0.666898	0.665504	0.671997	1.000000	0.649891	0.625581	0.628957	0.565572	0.649719	0.650462	0.687063	0.658495	0.649737	0.633594	0.648912	0.642556	0.646937	0.694252	0.655696	0.641597	0.642888	0.632739	0.640627	0.574263	0.629630	0.594719	0.648450	0.683900	0.629092	0.656841	0.670808	0.649639	0.661523	0.657212	0.706061	0.624489	0.649918	0.712307	0.664298	0.696268	0.563680	0.639927	0.637972	0.649172	0.630041	0.666445	0.636191	0.601865	0.620885	0.573059	0.618229	0.591702	0.560961	0.645883	0.653347	0.650175	0.635146	0.676405	0.654158	0.678867	0.625686	0.641816	0.648732	0.638064	0.653156	0.579546
100313	0.589425	0.653811	0.653663	0.566193	0.634866	0.579265	0.576976	0.633386	0.674047	0.661164	0.654787	0.641752	0.646235	0.661711	0.648944	0.655342	0.672341	0.669706	0.685959	0.649891	1.000000	0.620598	0.653140	0.573784	0.663938	0.658414	0.658585	0.677269	0.691415	0.647904	0.650133	0.643470	0.639777	0.658580	0.649945	0.639195	0.640780	0.660600	0.641033	0.572227	0.635406	0.605883	0.633939	0.624899	0.624628	0.645559	0.667646	0.673850	0.652484	0.692800	0.648293	0.608324	0.688174	0.660922	0.681359	0.647459	0.562897	0.662895	0.638328	0.627579	0.632523	0.638611	0.628157	0.600133	0.608700	0.581140	0.613601	0.588308	0.567626	0.634058	0.680168	0.645510	0.636377	0.666460	0.669832	0.656685	0.639784	0.677968	0.654822	0.648747	0.646311	0.580256
100320	0.583311	0.623243	0.634286	0.577136	0.601458	0.579050	0.579567	0.600807	0.631385	0.625830	0.628085	0.621520	0.617829	0.631253	0.616309	0.606993	0.639041	0.631859	0.633883	0.625581	0.620598	1.000000	0.628816	0.578949	0.629283	0.622894	0.625896	0.629349	0.624272	0.611048	0.605455	0.603149	0.604618	0.633617	0.656632	0.610457	0.607751	0.608876	0.607717	0.576380	0.615532	0.597940	0.610866	0.602910	0.601412	0.626263	0.633911	0.633628	0.629455	0.635004	0.617616	0.604164	0.628987	0.620325	0.630693	0.626965	0.567394	0.636788	0.596406	0.611643	0.642571	0.617870	0.603818	0.588579	0.718485	0.580815	0.707696	0.637538	0.576632	0.599464	0.627563	0.620885	0.625980	0.640863	0.622062	0.629502	0.591302	0.620019	0.621860	0.628518	0.638392	0.577128
100331	0.582839	0.653615	0.666012	0.568452	0.618987	0.579840	0.578248	0.634067	0.650918	0.653514	0.638381	0.633736	0.629817	0.659967	0.624642	0.625119	0.662568	0.666447	0.657121	0.628957	0.653140	0.628816	1.000000	0.573905	0.675162	0.652618	0.658452	0.649405	0.657892	0.641665	0.636865	0.627696	0.631591	0.644660	0.630255	0.625687	0.634909	0.645996	0.637590	0.571764	0.619575	0.603342	0.627869	0.628869	0.619268	0.631480	0.650873	0.666355	0.625848	0.657664	0.628460	0.605412	0.655727	0.636895	0.649984	0.642484	0.567080	0.651442	0.630932	0.637999	0.685210	0.633925	0.605115	0.600547	0.620076	0.596665	0.621379	0.599958	0.576463	0.630543	0.670697	0.646184	0.745774	0.642313	0.661163	0.641155	0.623107	0.645210	0.643209	0.707595	0.633371	0.581521
100335	0.575151	0.587434	0.575154	0.665431	0.592868	0.700775	0.653617	0.566551	0.567358	0.587570	0.566534	0.570883	0.566242	0.575774	0.561927	0.567822	0.572934	0.578311	0.579881	0.565572	0.573784	0.578949	0.573905	1.000000	0.577538	0.578634	0.575439	0.568058	0.580334	0.570571	0.565572	0.561897	0.563961	0.574616	0.567657	0.566802	0.564376	0.569606	0.569322	0.557480	0.567205	0.579179	0.569708	0.565385	0.573368	0.569894	0.570531	0.576273	0.581497	0.576305	0.566712	0.605621	0.569335	0.565977	0.574642	0.566895	0.556131	0.581802	0.563153	0.568073	0.585219	0.569842	0.609655	0.606688	0.587465	0.641309	0.581273	0.626956	0.670277	0.561932	0.582296	0.592916	0.577851	0.586651	0.575218	0.575548	0.564354	0.578762	0.567610	0.583612	0.582642	0.580561
100395	0.583609	0.661414	0.667162	0.570616	0.632200	0.578610	0.581872	0.628225	0.678479	0.670301	0.647364	0.651139	0.657008	0.690113	0.641493	0.635970	0.680560	0.674957	0.678140	0.649719	0.663938	0.629283	0.675162	0.577538	1.000000	0.679006	0.658033	0.686419	0.673524	0.636214	0.629628	0.632381	0.634100	0.652466	0.655305	0.631048	0.635912	0.633179	0.638269	0.574617	0.630027	0.609272	0.638022	0.639678	0.629286	0.643721	0.668895	0.674396	0.652564	0.679537	0.656935	0.620775	0.671333	0.650606	0.680186	0.656362	0.569602	0.664818	0.622529	0.640851	0.662263	0.646535	0.624573	0.606368	0.633442	0.599013	0.634817	0.602261	0.570141	0.629931	0.680355	0.657833	0.669949	0.673317	0.667899	0.671639	0.621587	0.664484	0.670036	0.680509	0.662882	0.582727
100516	0.585828	0.657157	0.678220	0.573974	0.641098	0.578893	0.581675	0.636226	0.656820	0.675295	0.653745	0.659342	0.658819	0.681565	0.648258	0.642921	0.667728	0.665670	0.667781	0.650462	0.658414	0.622894	0.652618	0.578634	0.679006	1.000000	0.670226	0.660308	0.656438	0.648983	0.656290	0.638039	0.641642	0.663607	0.644834	0.639530	0.646104	0.652700	0.644604	0.577177	0.625981	0.599912	0.646210	0.642578	0.629680	0.644261	0.661754	0.669425	0.649861	0.670240	0.649790	0.627152	0.653629	0.655154	0.667275	0.658310	0.566425	0.653438	0.636848	0.650232	0.663834	0.656632	0.639993	0.608096	0.628209	0.582666	0.626237	0.599489	0.578729	0.635648	0.715903	0.659468	0.664591	0.675391	0.702765	0.667979	0.644302	0.661521	0.670019	0.669874	0.653044	0.588161
100563	0.584450	0.678377	0.664030	0.567955	0.647144	0.579468	0.576024	0.632157	0.644508	0.675223	0.712726	0.696877	0.688047	0.678535	0.686718	0.667010	0.663487	0.674578	0.665710	0.687063	0.658585	0.625896	0.658452	0.575439	0.658033	0.670226	1.000000	0.644245	0.676177	0.641998	0.651630	0.640375	0.638993	0.725995	0.656694	0.638349	0.640157	0.642890	0.637148	0.578214	0.628195	0.595895	0.651571	0.671529	0.629741	0.647628	0.665197	0.658930	0.663630	0.666787	0.676017	0.629523	0.650183	0.696199	0.650638	0.688861	0.570156	0.652783	0.640298	0.671263	0.654675	0.671014	0.633846	0.607139	0.628299	0.579717	0.627703	0.600663	0.566889	0.634490	0.672356	0.659217	0.661566	0.674609	0.672893	0.667047	0.637034	0.659664	0.660628	0.663744	0.670839	0.583084
100645	0.580499	0.650878	0.670469	0.564362	0.642925	0.572301	0.572645	0.644137	0.910488	0.668896	0.653827	0.650211	0.667081	0.673579	0.650476	0.661411	0.682397	0.673225	0.714845	0.658495	0.677269	0.629349	0.649405	0.568058	0.686419	0.660308	0.644245	1.000000	0.668671	0.639080	0.644583	0.642705	0.646165	0.658729	0.661225	0.647428	0.645937	0.644381	0.648612	0.564912	0.632557	0.609791	0.641337	0.638782	0.637488	0.647769	0.691645	0.676551	0.650471	0.674791	0.769876	0.617101	0.689169	0.648651	0.707716	0.655331	0.558842	0.653259	0.635915	0.632896	0.640170	0.648903	0.624036	0.593749	0.626613	0.578009	0.624033	0.594973	0.565365	0.645273	0.657782	0.654809	0.647148	0.670317	0.647474	0.692295	0.633611	0.654953	0.661815	0.649301	0.660331	0.575250
100673	0.589730	0.701114	0.676677	0.571473	0.659111	0.577626	0.578507	0.621188	0.660852	0.710430	0.666281	0.667202	0.661144	0.675356	0.653826	0.641019	0.716447	0.678127	0.688968	0.649737	0.691415	0.624272	0.657892	0.580334	0.673524	0.656438	0.676177	0.668671	1.000000	0.633636	0.623585	0.611974	0.620695	0.669945	0.654794	0.615386	0.619401	0.632632	0.623331	0.582457	0.634186	0.607960	0.646813	0.664318	0.624915	0.662511	0.686369	0.663178	0.676674	0.676669	0.654691	0.625812	0.659138	0.653897	0.675069	0.650182	0.562920	0.689674	0.617422	0.651808	0.647419	0.638872	0.646158	0.609116	0.619989	0.578827	0.627120	0.604442	0.573026	0.616238	0.698429	0.661994	0.650655	0.686171	0.686236	0.669608	0.617906	0.678752	0.649363	0.657981	0.682494	0.589144
100677	0.584716	0.641359	0.637226	0.563178	0.617622	0.567936	0.574706	0.713224	0.656396	0.645442	0.638034	0.631323	0.634952	0.635104	0.626923	0.637711	0.630607	0.641469	0.643165	0.633594	0.647904	0.611048	0.641665	0.570571	0.636214	0.648983	0.641998	0.639080	0.633636	1.000000	0.682872	0.674110	0.755209	0.643407	0.632775	0.682542	0.754429	0.703255	0.799073	0.576956	0.640267	0.591128	0.702202	0.618042	0.640350	0.631355	0.645200	0.651891	0.627882	0.655696	0.638579	0.608733	0.666392	0.640530	0.649045	0.641887	0.567528	0.622374	0.731303	0.632882	0.629089	0.638480	0.621520	0.592981	0.613244	0.571825	0.614453	0.593155	0.562834	0.773578	0.635240	0.629625	0.639979	0.643364	0.627892	0.635673	0.753224	0.628069	0.630118	0.638173	0.636329	0.580594
100683	0.584251	0.630787	0.640378	0.559339	0.619386	0.564341	0.565641	0.691341	0.667203	0.633622	0.649129	0.646503	0.655176	0.638483	0.641506	0.657399	0.632308	0.641094	0.645908	0.648912	0.650133	0.605455	0.636865	0.565572	0.629628	0.656290	0.651630	0.644583	0.623585	0.682872	1.000000	0.774381	0.730047	0.647151	0.627350	0.729821	0.724971	0.701742	0.713873	0.557641	0.636220	0.592446	0.627526	0.639198	0.631668	0.622361	0.643222	0.661276	0.629208	0.645456	0.648997	0.600992	0.659120	0.656874	0.646550	0.658884	0.555190	0.619991	0.690376	0.622467	0.631065	0.652047	0.609066	0.593962	0.602216	0.571377	0.612979	0.583811	0.562694	0.732866	0.631532	0.618470	0.628558	0.636116	0.628857	0.639855	0.699471	0.627927	0.622192	0.646286	0.633808	0.577396
100685	0.580439	0.623014	0.632459	0.554816	0.609982	0.563167	0.562558	0.687862	0.665039	0.623681	0.643312	0.636743	0.656427	0.629313	0.638559	0.652188	0.627503	0.631698	0.641170	0.642556	0.643470	0.603149	0.627696	0.561897	0.632381	0.638039	0.640375	0.642705	0.611974	0.674110	0.774381	1.000000	0.736302	0.641218	0.627646	0.736805	0.733584	0.696068	0.721431	0.556993	0.641912	0.585396	0.620461	0.632893	0.629215	0.619368	0.637410	0.645901	0.623002	0.643520	0.641043	0.595192	0.657202	0.647072	0.648501	0.657135	0.556544	0.608861	0.674500	0.615570	0.628224	0.655610	0.600444	0.581654	0.610995	0.567617	0.610682	0.580850	0.555551	0.727970	0.623371	0.612090	0.620293	0.629117	0.620973	0.640826	0.687015	0.621735	0.624307	0.628018	0.632334	0.568832
100691	0.574529	0.624899	0.640154	0.555535	0.616029	0.564366	0.562046	0.723279	0.662755	0.632501	0.648424	0.643004	0.654905	0.631381	0.637863	0.651765	0.635010	0.636564	0.639821	0.646937	0.639777	0.604618	0.631591	0.563961	0.634100	0.641642	0.638993	0.646165	0.620695	0.755209	0.730047	0.736302	1.000000	0.646326	0.636615	0.760960	0.812702	0.689516	0.810200	0.558313	0.628916	0.588148	0.622937	0.632063	0.634882	0.626860	0.639209	0.649859	0.620439	0.642948	0.639482	0.605936	0.657262	0.657490	0.647046	0.659542	0.549331	0.609104	0.750424	0.625596	0.630660	0.648964	0.604634	0.588464	0.610942	0.569543	0.610576	0.585795	0.560124	0.801943	0.627660	0.616828	0.623701	0.638481	0.624789	0.640623	0.798077	0.625233	0.628331	0.627918	0.634272	0.569583
