block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir
3_346,4,3,5.663538737627115,3.97000000000001e-06,0.0010529718290318,Chr3,3318458.0,0,4,3318458,1,-0.33808666,down-in-warm
5_1074,4,2,5.493361273695893,0.00059203,0.0015580424797765,Chr5,15282240.5,2,2,15282224,34,0.0027267635,up-in-warm
5_736,12,5,5.845726465083832,7.469708281709199e-08,0.0016019163344029,Chr5,8713312.0,6,6,8714028,1,-0.015026595,down-in-warm
4_2826,19,9,6.151513618989766,8.439591779845457e-14,0.0016183707825075,Chr4,16629159.0,15,4,16592150,683,0.20484088,up-in-warm
1_3836,24,5,6.269721449278972,3.626850557136325e-06,0.0019901012002708,Chr1,23277432.0,9,15,23277432,1,-0.118098445,down-in-warm
5_1965,15,5,5.870375141549824,2.762180740947366e-07,0.0020277219898726,Chr5,17868461.0,7,8,17867208,761,-0.01761142,down-in-warm
3_1930,22,6,6.103941741776199,6.502481877192564e-08,0.0023495859845995,Chr3,16401736.0,10,12,16401736,1,-0.06850553,down-in-warm
1_4301,4,3,5.28670004999382,3.97000000000001e-06,0.0024636204778765,Chr1,24558703.0,1,3,24558433,910,-0.2764294,down-in-warm
1_2892,38,10,6.726177751898834,3.661674995075782e-12,0.0025466939042012,Chr1,21185432.0,22,16,21185432,1,-0.032615338,down-in-warm
3_1351,61,13,7.580220620285866,4.1982123927540315e-14,0.0026668586203559,Chr3,10762557.0,35,26,10762570,2468,-0.02375068,down-in-warm
1_3910,28,8,6.2828227441291045,2.6003167883468493e-10,0.0027294079641201,Chr1,23486228.0,16,12,23486228,1,-0.020457383,down-in-warm
1_4665,66,12,7.718370651974322,2.9858111282514192e-12,0.0028736237091314,Chr1,26150160.5,38,28,26150991,74,0.016323917,up-in-warm
1_694,7,5,5.345435090032293,2.0651500000000087e-09,0.002904439026087,Chr1,5926720.0,6,1,5926692,62,0.1791192,up-in-warm
1_42,36,6,6.546505217164718,1.5055115859164043e-06,0.0030874471054869,Chr1,214011.0,19,17,214011,1,0.020773806,up-in-warm
4_2663,10,4,5.433122884119444,2.001276156940847e-06,0.0031969354409353,Chr4,13674833.0,3,7,13674833,1,-0.1518292,down-in-warm
4_1637,10,4,5.416556094985593,2.001276156940847e-06,0.0033084681918863,Chr4,9382416.0,5,5,9373575,77,0.0052102827,up-in-warm
5_622,13,5,5.546263153001436,1.2037294519127428e-07,0.0033219124601664,Chr5,7865302.0,8,5,7864806,421,0.03527888,up-in-warm
3_2891,9,2,5.36605996094566,0.0034357300178462,0.0033518137023251,Chr3,18933645.0,6,3,18933016,1,0.03435261,up-in-warm
3_683,41,7,6.679360570007964,1.668663812877784e-07,0.0034943700244679,Chr3,7502340.0,21,20,7502340,1,-0.041012883,down-in-warm
3_1044,8,3,5.270972064556425,5.393332119790015e-05,0.0037223076059128,Chr3,9303822.0,4,4,9303799,47,0.0024757497,up-in-warm
4_2752,11,3,5.394744844589163,0.000155372629155,0.0037856435668084,Chr4,15243239.0,4,7,15243239,1,-0.078676894,down-in-warm
1_2936,12,4,5.417405382870844,4.642283320235311e-06,0.0039498712862218,Chr1,21365929.0,8,4,21365461,1,0.062480573,up-in-warm
4_2781,22,6,5.83564008239469,6.502481877192564e-08,0.0040214501200191,Chr4,15468585.5,14,8,15466240,85,0.035636265,up-in-warm
3_1941,9,2,5.276545342707528,0.0034357300178462,0.004027359091328,Chr3,16443556.0,4,5,16443882,1,-0.11688924,down-in-warm
1_1761,27,8,6.037983911420907,1.8739908905523757e-10,0.00406272135437,Chr1,11348697.0,15,12,11348697,1,0.0050999885,up-in-warm
1_4390,23,7,5.86942233918542,2.130298283970376e-09,0.0040849356431861,Chr1,24875582.0,4,19,24875582,1,-0.1091456,down-in-warm
1_2451,11,5,5.352115371649335,4.39389263361612e-08,0.0041264915275215,Chr1,17899956.0,6,5,17906897,55,-0.014410154,down-in-warm
1_2000,41,8,6.57574410905685,7.120231064356995e-09,0.0042345192892798,Chr1,12283694.0,26,15,12283298,796,0.08197634,up-in-warm
1_4136,9,4,5.241534203665019,1.2104328314440042e-06,0.004323138925131,Chr1,24105378.0,4,5,24105300,1,-0.039711732,down-in-warm
4_1785,2,2,4.89956845445333,0.0001,0.0046090267360825,Chr4,9727175.5,2,0,9727143,2,0.17312047,up-in-warm
2_1198,8,4,5.159349083188926,6.778784035000024e-07,0.0046695278066487,Chr2,10873481.0,1,7,10873481,1,-0.11123373,down-in-warm
3_2582,12,1,5.325537055684551,0.1136151282838708,0.0047450023685365,Chr3,17579890.0,3,9,17579909,883,-0.049087938,down-in-warm
1_3507,5,2,5.002294372278232,0.0009801496,0.0049085349796592,Chr1,22592596.0,4,1,22592596,707,0.08602248,up-in-warm
2_996,23,6,5.686682179669258,8.722288482649805e-08,0.0057851751347535,Chr2,9919972.0,13,10,9919972,1,0.14222778,up-in-warm
1_1064,55,9,6.924725404893064,4.1987311992265485e-09,0.0057881037923227,Chr1,7952917.0,23,32,7963377,200,-0.011701165,down-in-warm
5_503,8,3,5.050294368939806,5.393332119790015e-05,0.005796945381009,Chr5,6067855.0,4,4,6067855,1,-0.055627484,down-in-warm
4_502,10,2,5.136861767523052,0.0042662002428314,0.0057987850674003,Chr4,5801622.0,1,9,5801622,1,-0.16839911,down-in-warm
4_2519,127,27,9.11756311978683,1.1256755070951454e-27,0.0058787550614418,Chr4,12157244.0,50,77,12159355,1124,-0.007916757,down-in-warm
5_2465,34,8,6.119578477192524,1.4399571491143662e-09,0.0058988038681079,Chr5,21785348.0,22,12,21785348,1,0.011221687,up-in-warm
1_2393,30,9,5.959175151725274,1.1835224669846332e-11,0.0059136251018027,Chr1,17360325.0,12,18,17360325,5849,-0.100317314,down-in-warm
1_236,13,5,5.233127168537666,1.2037294519127428e-07,0.0061741840827694,Chr1,2297392.0,3,10,2297392,1,-0.099652,down-in-warm
1_1881,1,1,4.709664717640076,0.01,0.0061821510781882,Chr1,11546066.0,0,1,11546066,1,-0.36356795,down-in-warm
5_1957,16,4,5.35823777525575,1.653063641103466e-05,0.0061987844881777,Chr5,17811388.0,10,6,17809677,1,-0.025513258,down-in-warm
1_1037,22,7,5.587257743236421,1.4950000972233536e-09,0.0064470219533758,Chr1,7852153.0,8,14,7852153,1,-0.015697204,down-in-warm
2_1218,36,13,6.1411633615708485,1.8647648102210418e-17,0.0065303259253592,Chr2,10947844.0,22,14,10945509,440,0.09136029,up-in-warm
2_827,6,3,4.889524351363351,1.955359000000005e-05,0.0066925018233322,Chr2,7565687.0,2,4,7555089,61,-0.012170568,down-in-warm
5_1139,2,2,4.709948151003134,0.0001,0.0067454370919829,Chr5,15382483.0,2,0,15382471,1,0.3036955,up-in-warm
5_1140,2,2,4.709948151003134,0.0001,0.0067454370919829,Chr5,15383088.0,2,0,15382967,1,0.3036955,up-in-warm
1_4186,10,3,5.057790582747956,0.0001138491179057,0.0067545989493683,Chr1,24348425.0,7,3,24347978,581,-0.0050160615,down-in-warm
1_2697,7,4,4.920281243878658,3.416698000000012e-07,0.0068593256483469,Chr1,19426042.0,7,0,19426301,1,0.37738553,up-in-warm
5_163,4,2,4.787729241856549,0.00059203,0.0068820921233483,Chr5,984662.0,1,3,984662,1,-0.08344618,down-in-warm
3_3010,54,11,6.782081030191111,6.445853509165136e-12,0.0069333919062517,Chr3,19713789.0,32,22,19713789,1,-0.007235664,down-in-warm
1_1752,67,15,7.234171085684231,2.1197730657993795e-16,0.0069797663392298,Chr1,11335775.0,36,31,11335775,1,-0.014394688,down-in-warm
1_570,14,6,5.1983094163700985,2.803275440129146e-09,0.0071472980635154,Chr1,4842191.0,6,8,4842191,1,0.026316388,up-in-warm
5_2002,6,2,4.85413894043756,0.001460447605,0.0071662651818159,Chr5,17986590.5,4,2,17986660,227,0.06331584,up-in-warm
4_1770,6,3,4.853790388588739,1.955359000000005e-05,0.0071710753381066,Chr4,9668905.0,5,1,9668795,64,0.066970624,up-in-warm
1_3632,94,26,8.055790321127535,5.6320777685118485e-30,0.0074442362291273,Chr1,22778334.0,44,50,22776342,2732,0.011663714,up-in-warm
3_621,6,2,4.817037472349827,0.001460447605,0.007694538615532,Chr3,6776661.0,2,4,6776661,1,-0.058970332,down-in-warm
3_56,59,13,6.895517549232153,2.6363733529845092e-14,0.0077192188632794,Chr3,1083419.0,34,25,1107294,1,0.023727063,up-in-warm
1_214,3,3,4.684617334922363,1.0000000000000027e-06,0.0077200603231599,Chr1,1598199.0,0,3,1598199,331,-0.32314718,down-in-warm
1_2192,148,36,9.414434715582011,1.1647562832951231e-38,0.0077265181606385,Chr1,16559724.0,85,63,16565746,67,-0.011604135,down-in-warm
1_4289,10,5,4.980374620215464,2.4167843198740106e-08,0.0078226628963166,Chr1,24533330.0,9,1,24533330,1097,0.023692597,up-in-warm
1_4911,17,3,5.261771222730496,0.0006121919068227,0.008021353121454,Chr1,26926294.0,8,9,26926294,2,0.0311533,up-in-warm
1_2789,21,6,5.423850497648955,4.7698504587915924e-08,0.0080645680325961,Chr1,19768399.0,12,9,19769025,549,0.05652432,up-in-warm
1_4251,4,3,4.692988462175203,3.97000000000001e-06,0.0082602429455415,Chr1,24467923.0,2,2,24467353,1,0.05370081,up-in-warm
3_589,91,19,7.874798807548434,9.134192912508842e-20,0.0085475579015767,Chr3,6379685.0,49,42,6342391,984,0.044936273,up-in-warm
2_479,24,2,5.49403744206658,0.0238544311183037,0.0088467847490711,Chr2,1360809.5,11,13,1360109,1,0.008519524,up-in-warm
3_3264,3,2,4.611151673410387,0.000298,0.0088840695406068,Chr3,22418250.0,0,3,22418250,1,-0.43188825,down-in-warm
1_3852,15,3,5.1178319873510745,0.0004158027018755,0.0089611121437364,Chr1,23306420.0,7,8,23306420,1,-0.016148312,down-in-warm
1_143,11,5,4.945296357210551,4.39389263361612e-08,0.0090369226657742,Chr1,613963.0,7,4,616954,1,0.12049666,up-in-warm
1_255,5,3,4.686076847906603,9.850600000000027e-06,0.0090840840767201,Chr1,2485632.0,0,5,2485632,1,-0.35037345,down-in-warm
1_5031,22,5,5.3794694509186165,2.2848314242291675e-06,0.0093908424045351,Chr1,28378412.0,12,10,28378412,1,-0.0117947515,down-in-warm
1_4700,19,4,5.248425439979501,3.437030184053091e-05,0.0095388061229756,Chr1,26280986.0,11,8,26279753,1,0.008682153,up-in-warm
5_2346,19,6,5.245862048511577,2.4262383546679593e-08,0.0095824717664867,Chr5,20263428.0,14,5,20263706,623,0.12450079,up-in-warm
2_865,3,3,4.565565056653341,1.0000000000000027e-06,0.0096813100685294,Chr2,7962064.0,3,0,7961975,1,0.6215165,up-in-warm
4_2014,5,2,4.642883362869836,0.0009801496,0.0098472557043828,Chr4,10189235.0,2,3,10189235,290,0.1624035,up-in-warm
5_1724,12,4,4.939242482180157,4.642283320235311e-06,0.0098688227770183,Chr5,17348766.0,2,10,17348700,2,-0.07601009,down-in-warm
5_1837,8,2,4.766348490141454,0.0026900777395207,0.0099377898601923,Chr5,17545523.0,5,3,17545972,56,-0.0016923491,down-in-warm
5_386,11,2,4.877777521397968,0.005179717490315,0.0102231429264126,Chr5,3483257.0,8,3,3483257,1,0.09678019,up-in-warm
5_850,92,12,7.783208922436846,1.7307399173119728e-10,0.0102442972994112,Chr5,9978000.0,47,45,9977999,1,0.011203149,up-in-warm
2_1687,34,5,5.80010432304791,2.184798788405562e-05,0.0103052062999586,Chr2,16348393.0,22,12,16347105,1,0.07484301,up-in-warm
4_1650,23,4,5.358376174785251,7.60525098813713e-05,0.0104600048565928,Chr4,9391077.0,6,17,9390979,73,-0.05388963,down-in-warm
1_4673,22,2,5.316493894556024,0.0202292794522771,0.0104895283307505,Chr1,26155819.0,13,9,26155819,1279,0.012647263,up-in-warm
4_2584,34,13,5.779361395588455,7.629545703675522e-18,0.0106715506733154,Chr4,12885448.0,24,10,12935509,144,0.22626159,up-in-warm
1_4183,28,9,5.540954201524554,5.817614606619112e-12,0.0107590015157903,Chr1,24340496.0,16,12,24340496,1,0.008675864,up-in-warm
1_4848,10,5,4.795304641492157,2.4167843198740106e-08,0.0109974370766353,Chr1,26602823.0,5,5,26602823,1,-0.002633045,down-in-warm
1_2880,13,4,4.914450380459875,6.652021264699332e-06,0.0111237465591201,Chr1,21115482.0,6,7,21115082,1,-0.014141366,down-in-warm
5_1172,1,1,4.400188508068517,0.01,0.0112086097113071,Chr5,15424398.0,0,1,15424398,1,-0.5150218,down-in-warm
5_1004,7,4,4.657317978089106,3.416698000000012e-07,0.0112208348777728,Chr5,14936319.0,2,5,14936127,1,-0.14293814,down-in-warm
5_628,8,2,4.69866085266058,0.0026900777395207,0.0112427437294966,Chr5,7991071.0,5,3,7991071,1,0.0889052,up-in-warm
5_510,26,5,5.426534599485847,5.520264222327041e-06,0.0114299992658072,Chr5,6156699.5,16,10,6159236,1,0.055455428,up-in-warm
1_3914,1,1,4.383739901122599,0.01,0.011554795092755,Chr1,23502416.0,0,1,23502416,1,-0.35726145,down-in-warm
1_3738,16,4,4.999748171588277,1.653063641103466e-05,0.0119086703701272,Chr1,23005065.0,3,13,23005065,1,-0.2670563,down-in-warm
1_2174,4,3,4.494155046992516,3.97000000000001e-06,0.0119610153446895,Chr1,16156443.0,2,2,16156771,105,0.19938208,up-in-warm
3_2825,2,2,4.406155208867531,0.0001,0.0120055807784346,Chr3,18801518.5,0,2,18801469,1,-0.38888946,down-in-warm
1_1992,206,37,10.040086966189056,1.8255463059227407e-34,0.0121966537703291,Chr1,12163175.0,99,107,12163175,1882,-0.01587261,down-in-warm
1_469,69,23,6.941604724093118,7.725775382256638e-29,0.012266280977109,Chr1,3906839.0,30,39,3910388,171,-0.045887332,down-in-warm
2_1268,70,17,6.964840489133979,4.766084247554018e-19,0.0124454320733859,Chr2,11595646.5,44,26,11594882,1,0.09358421,up-in-warm
5_2318,4,3,4.456476889199216,3.97000000000001e-06,0.0128051221540825,Chr5,20215977.0,2,2,20215977,1,-0.065454036,down-in-warm
5_852,101,17,7.887678335923306,3.606880306941558e-16,0.0128105088109133,Chr5,9995664.0,49,52,9995664,1,-0.034059364,down-in-warm
1_2092,67,13,6.839662991036347,1.5340903499490126e-13,0.0129468716139499,Chr1,13047994.0,31,36,13047994,2032,-0.015100595,down-in-warm
1_1289,2,2,4.363393994393515,0.0001,0.0129774450238536,Chr1,9047491.5,0,2,9047654,1,-0.18582769,down-in-warm
1_2625,7,2,4.568333043146798,0.00203104163494,0.0131650203912069,Chr1,19047844.0,5,2,19045447,2138,0.18919604,up-in-warm
3_2034,9,4,4.652051912822771,1.2104328314440042e-06,0.0131736989863231,Chr3,16620151.0,6,3,16620151,1,0.0668869,up-in-warm
3_3167,5,1,4.480911603353271,0.0490099501,0.0132293385385595,Chr3,21510029.0,1,4,21502714,160,-0.24879172,down-in-warm
1_3945,6,2,4.5195058855537935,0.001460447605,0.0133196262631969,Chr1,23688440.0,4,2,23688440,1,0.16178124,up-in-warm
3_1936,4,2,4.41292294502719,0.00059203,0.0138446307972496,Chr3,16412346.0,1,3,16412346,1026,-0.12328825,down-in-warm
3_554,53,15,6.3138581474274,4.37084571267296e-18,0.0139170015401144,Chr3,5889520.0,28,25,5896185,1,0.05568522,up-in-warm
1_79,2,1,4.319408512251993,0.0199,0.0140473764405765,Chr1,473420.0,1,1,473420,1,-0.12456897,down-in-warm
3_2941,11,3,4.674638687895699,0.000155372629155,0.0146464979658886,Chr3,19053286.0,5,6,19054499,1,0.008809518,up-in-warm
1_3709,7,3,4.505564111593781,3.396253015000008e-05,0.0147056924722797,Chr1,22959909.0,4,3,22959909,1,-0.004077691,down-in-warm
5_1137,2,2,4.291861974907891,0.0001,0.0147554614668045,Chr5,15377767.5,2,0,15376649,1,0.07885007,up-in-warm
2_522,4,2,4.372648947452097,0.00059203,0.0148698196559251,Chr2,1992851.0,3,1,1992851,1,0.19153482,up-in-warm
4_1258,17,4,4.91032114855488,2.1444754139828896e-05,0.0148956248626779,Chr4,8446351.0,6,11,8446580,1,-0.062488407,down-in-warm
1_1521,1,1,4.237549420263789,0.01,0.0150613194932466,Chr1,10127572.0,0,1,10127572,70,-0.3996442,down-in-warm
1_2579,5,2,4.407176756121677,0.0009801496,0.0150753326896427,Chr1,18893547.0,3,2,18893547,1,0.04990206,up-in-warm
4_2080,2,2,4.279690797058418,0.0001,0.0150779728449336,Chr4,10326291.0,0,2,10326306,64,-0.22790498,down-in-warm
1_240,51,11,6.175840593341676,3.296662443157347e-12,0.015437014376046,Chr1,2322071.0,17,34,2326953,1,-0.07521125,down-in-warm
4_1478,7,1,4.475357499813374,0.06793465209301,0.0155008143229082,Chr4,9053415.0,4,3,9052991,180,-0.0792333,down-in-warm
5_1657,13,2,4.714382578354472,0.0072489436779352,0.0157553411480562,Chr5,17202806.0,11,2,17202806,1,0.19364978,up-in-warm
1_2539,5,3,4.380146348308802,9.850600000000027e-06,0.0158054388236326,Chr1,18755226.0,1,4,18754801,1,-0.25070065,down-in-warm
2_968,8,4,4.504902894019003,6.778784035000024e-07,0.0158328575833757,Chr2,9540355.5,5,3,9540086,1,0.030973058,up-in-warm
1_4566,111,22,8.002761443091241,4.0419541813560893e-22,0.0158780293815988,Chr1,25596261.0,65,46,25609170,1,0.0034830715,up-in-warm
5_77,14,2,4.748698986980563,0.0084012440111661,0.0159312252741263,Chr5,525454.5,7,7,525441,1,-0.012644963,down-in-warm
4_2135,1,1,4.187521268623839,0.01,0.016455109011514,Chr4,10594821.0,0,1,10594821,111,-0.56415546,down-in-warm
3_1952,36,9,5.584904910568336,7.377452605756882e-11,0.0165662405046891,Chr3,16458046.0,18,18,16457469,1,-0.027271401,down-in-warm
2_887,2,2,4.224744933230816,0.0001,0.0166103961422495,Chr2,8128292.5,2,0,8134531,1,0.21843763,up-in-warm
1_3675,3,2,4.248153585183655,0.000298,0.0171688279431674,Chr1,22901940.0,1,2,22901940,5,-0.28027067,down-in-warm
5_2925,12,2,4.621638378467494,0.0061745377728247,0.0171975273825997,Chr5,24422668.0,9,3,24422668,1,0.11112368,up-in-warm
5_1078,104,17,7.747945866752692,6.023303310433803e-16,0.0173852294050186,Chr5,15285932.0,49,55,15285932,5264,-0.03987449,down-in-warm
1_1626,3,2,4.240394473094497,0.000298,0.0174012997473994,Chr1,10964778.0,2,1,10964812,278,0.063533075,up-in-warm
4_1172,2,1,4.195284699306079,0.0199,0.0174855965723896,Chr4,8140307.5,0,2,8140310,1,-0.17446443,down-in-warm
2_1416,1,1,4.139191982993228,0.01,0.017904995659196,Chr2,13098349.0,0,1,13098349,332,-0.5267654,down-in-warm
4_1289,9,4,4.471654700320778,1.2104328314440042e-06,0.017987499771605,Chr4,8503896.0,4,5,8503896,1,0.05694945,up-in-warm
3_1074,6,1,4.3447436395919325,0.058519850599,0.0180600730765627,Chr3,9549969.0,3,3,9549757,91,0.038715705,up-in-warm
2_948,311,66,10.098395725330068,3.17835175568315e-65,0.0190617801890852,Chr2,9339754.0,186,125,9339754,1,0.019397207,up-in-warm
1_3484,10,3,4.47535332371868,0.0001138491179057,0.019154286073264,Chr1,22575694.0,7,3,22575797,57,0.06589456,up-in-warm
5_1089,15,5,4.666743849707466,2.762180740947366e-07,0.0195298011809199,Chr5,15307312.0,7,8,15307201,37,-0.010460476,down-in-warm
1_736,22,4,4.938796780987227,6.332951307430326e-05,0.0197176727426456,Chr1,6883725.0,14,8,6885439,1,0.061559025,up-in-warm
4_1250,1,1,4.081393248840342,0.01,0.019780731728291,Chr4,8430667.0,0,1,8430667,157,-0.46316183,down-in-warm
1_2566,10,2,4.451677696898024,0.0042662002428314,0.0199231712486014,Chr1,18827468.5,6,4,18821985,1,0.08680014,up-in-warm
1_2265,9,1,4.407533221033457,0.0864827525163591,0.0200270537452184,Chr1,16874531.0,3,6,16874440,235,-0.34812912,down-in-warm
4_1404,1,1,4.0727794822454655,0.01,0.0200740775736607,Chr4,8916739.0,0,1,8916739,60,-0.39863575,down-in-warm
2_1348,3,2,4.147332325407374,0.000298,0.0204055145827851,Chr2,12437257.0,2,1,12437257,1,0.0095585985,up-in-warm
3_1328,9,3,4.393699174666431,8.029476538112821e-05,0.0204919226840848,Chr3,10713087.0,4,5,10713086,2,0.049623206,up-in-warm
3_1475,47,8,5.841259488236892,2.221583970880562e-08,0.0206377229877969,Chr3,11792302.0,23,24,11792302,9,0.027596928,up-in-warm
1_2093,8,2,4.34411449112989,0.0026900777395207,0.0207822502130138,Chr1,13049628.0,5,3,13049628,111,0.049676325,up-in-warm
1_2181,431,82,8.510561666953334,1.8440844325606418e-76,0.0208054568251869,Chr1,16294224.0,223,208,16281463,1,0.009103084,up-in-warm
1_1286,10,2,4.424121436971369,0.0042662002428314,0.0208509091310941,Chr1,9032024.5,8,2,9032087,119,0.11838685,up-in-warm
1_3520,15,5,4.625862872736156,2.762180740947366e-07,0.0208732570262339,Chr1,22599582.0,6,9,22599582,15,-0.088690795,down-in-warm
1_1236,2,2,4.082459244057412,0.0001,0.0212104874587321,Chr1,8930406.0,1,1,8933229,369,-0.050820902,down-in-warm
1_3269,5,2,4.20728405398691,0.0009801496,0.0212284411732349,Chr1,22184593.0,2,3,22184363,1,0.0448257,up-in-warm
4_2811,82,14,6.960132328725907,1.163147637335263e-13,0.0214733811631437,Chr4,16256994.0,35,47,16277740,1,-0.031305697,down-in-warm
1_4716,3,2,4.114080944612567,0.000298,0.0215805556240171,Chr1,26308156.0,1,2,26308343,141,0.055553436,up-in-warm
4_1902,11,3,4.4368558743714575,0.000155372629155,0.0218289964444712,Chr4,9954083.0,8,3,9954083,4688,0.087358385,up-in-warm
1_1704,2,2,4.058953780064124,0.0001,0.0220657174897207,Chr1,11172675.5,1,1,11172814,55,-0.08594732,down-in-warm
1_4570,2,1,4.056097394746747,0.0199,0.0221716017954427,Chr1,25657252.0,1,1,25657252,1,-0.008795187,down-in-warm
1_4457,36,10,5.395506592507125,2.005082444828858e-12,0.0221761087893678,Chr1,24998771.0,19,17,24998798,5276,0.00788531,up-in-warm
2_333,15,4,4.58211378136241,1.249758524472626e-05,0.0223968109111606,Chr2,979842.0,3,12,981601,58,-0.24853773,down-in-warm
1_4769,13,4,4.500789295468086,6.652021264699332e-06,0.0224362842235277,Chr1,26408644.0,6,7,26408644,1,-0.06109008,down-in-warm
1_2433,300,66,9.973637115754192,2.447354738296017e-66,0.0226169421543159,Chr1,17598404.0,174,126,17643773,1,0.015105645,up-in-warm
1_2166,28,8,5.081081343179058,2.6003167883468493e-10,0.0226794785170564,Chr1,16138245.0,12,16,16138246,465,-0.04300898,down-in-warm
1_5079,10,5,4.372471106034128,2.4167843198740106e-08,0.0226884822371548,Chr1,28913513.5,5,5,28919546,1,-0.065415815,down-in-warm
5_2169,20,4,4.771414672517765,4.262092764244029e-05,0.0227056877492685,Chr5,18893891.0,10,10,18899794,3,0.03264097,up-in-warm
4_548,24,5,4.926547061047959,3.626850557136325e-06,0.0227234834500273,Chr4,6140148.5,12,12,6133897,72,0.013793048,up-in-warm
4_1186,79,15,6.818539200647698,2.9527675543030403e-15,0.0229936638905967,Chr4,8157477.0,39,40,8157477,510,-0.007662162,down-in-warm
2_655,2,2,4.030292281689061,0.0001,0.0231477586584396,Chr2,5772966.0,2,0,5772935,1,0.7109527,up-in-warm
3_2980,39,6,5.4766042741514855,2.457859950345624e-06,0.0231512601717535,Chr3,19359346.0,15,24,19302405,1144,-0.050099544,down-in-warm
5_2479,148,21,8.563058034768106,4.920393203348115e-18,0.0232247551002704,Chr5,21928980.0,77,71,21921682,1,-0.00011679394,down-in-warm
1_2142,12,2,4.4384063241774925,0.0061745377728247,0.0232481830935462,Chr1,15646608.0,3,9,15643489,190,-0.19306596,down-in-warm
3_1497,4,2,4.101140490206046,0.00059203,0.0236297429491921,Chr3,11919983.0,4,0,11920047,214,0.20086418,up-in-warm
1_4740,3,1,4.05213612730061,0.029701,0.0239222729035059,Chr1,26333626.0,2,1,26333626,1,-0.108979516,down-in-warm
1_3859,10,3,4.3392704316295765,0.0001138491179057,0.0239403102330401,Chr1,23347750.0,6,4,23348460,1,0.017451614,up-in-warm
1_2381,15,5,4.53614991146902,2.762180740947366e-07,0.0240974730879621,Chr1,17330681.0,9,6,17330681,1,0.09239314,up-in-warm
3_2172,5,2,4.11721522564285,0.0009801496,0.0246296106713876,Chr3,16815933.0,2,3,16818078,56,-0.07123463,down-in-warm
1_3626,19,4,4.676152424583626,3.437030184053091e-05,0.0247876794818648,Chr1,22766712.0,9,10,22766712,1,-0.03242049,down-in-warm
3_2371,1,1,3.945890389709138,0.01,0.0248407924772129,Chr3,17228220.0,0,1,17228220,212,-0.14687122,down-in-warm
1_2912,1,1,3.9424799611759713,0.01,0.0249810030405162,Chr1,21351714.0,0,1,21351714,1,-0.57742375,down-in-warm
1_4677,5,1,4.107765467460314,0.0490099501,0.025011592790112,Chr1,26160630.0,0,5,26160304,1,-0.18454136,down-in-warm
3_229,3,2,4.024291695013278,0.000298,0.0250424792551307,Chr3,2306327.0,1,2,2303320,82,-0.14832452,down-in-warm
