block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir
3_1255,162,18,5.008207501285903,8.811120099967141e-14,0.0101375245087663,Chr3,10468742.0,89,73,10475139,9620,-0.0037507997,down-in-warm
2_1687,34,7,4.516713895579151,4.2451067784965674e-08,0.0102679920348587,Chr2,16348393.0,22,12,16347105,1,0.07484301,up-in-warm
1_1219,5,3,4.4369493721607824,9.850600000000027e-06,0.0105978125025711,Chr1,8884787.0,5,0,8884940,90,0.19707751,up-in-warm
1_1911,5,3,4.4338591465277455,9.850600000000027e-06,0.0106450696075701,Chr1,11577982.0,5,0,11577982,1,0.13849525,up-in-warm
1_5066,24,8,4.465306822653512,6.376403936613107e-11,0.0106988396193169,Chr1,28753340.0,16,8,28754195,1,0.044960406,up-in-warm
3_728,90,9,4.646800883518343,3.40518775295255e-07,0.0107373378013495,Chr3,7999635.0,56,34,7949102,1,0.033612933,up-in-warm
1_1773,10,4,4.42338650710126,2.001276156940847e-06,0.0109360390545213,Chr1,11359394.0,7,3,11359394,1,0.17218928,up-in-warm
1_2375,7,2,4.398554920414543,0.00203104163494,0.0112493067023495,Chr1,17324957.0,7,0,17324957,1,0.22265117,up-in-warm
1_211,21,6,4.4178735371479085,4.7698504587915924e-08,0.0113363456448452,Chr1,1588433.0,14,7,1588433,1,0.050425403,up-in-warm
1_4598,17,4,4.406210249447351,2.1444754139828896e-05,0.0114024392185363,Chr1,25882200.0,11,6,25882200,1,0.06604457,up-in-warm
4_961,6,3,4.375963656979519,1.955359000000005e-05,0.011590559732908,Chr4,7927169.0,5,1,7928001,341,0.3018548,up-in-warm
2_968,8,3,4.372277066815389,5.393332119790015e-05,0.0117036638192316,Chr2,9540355.5,5,3,9540086,1,0.030973058,up-in-warm
3_268,2,2,4.357016424487759,0.0001,0.011805668624094,Chr3,2381405.5,2,0,2380659,1,0.46267113,up-in-warm
1_4183,28,7,4.388432190906111,9.847533529721731e-09,0.0120337443855819,Chr1,24340496.0,16,12,24340496,1,0.008675864,up-in-warm
3_589,91,19,4.549785045127232,9.134192912508842e-20,0.0121899511687477,Chr3,6379685.0,49,42,6342391,984,0.044936273,up-in-warm
4_1091,2,2,4.327703411124418,0.0001,0.0123083991274161,Chr4,8050717.5,2,0,8051026,76,0.22909287,up-in-warm
4_1190,7,3,4.326151512038716,3.396253015000008e-05,0.01246301343189,Chr4,8173350.0,7,0,8173350,1,0.15111662,up-in-warm
2_1720,53,10,4.416989948161951,1.3174932996934355e-10,0.0125002630095231,Chr2,16763539.0,35,18,16763539,1,0.0059404518,up-in-warm
2_1980,37,9,4.363912546859266,9.661258829290856e-11,0.0127603644366041,Chr2,18498608.0,25,12,18496813,1,0.14657345,up-in-warm
4_2439,107,9,4.565178663554852,1.484423393519176e-06,0.0128343998926783,Chr4,11841848.0,57,50,11841848,1,-0.023249172,down-in-warm
5_972,14,2,4.314770805659346,0.0084012440111661,0.0128579717868023,Chr5,14771078.0,14,0,14771084,1,0.11822384,up-in-warm
5_41,13,4,4.305808075989507,6.652021264699332e-06,0.0129895058814709,Chr5,331714.0,11,2,334062,266,0.19914554,up-in-warm
3_630,47,7,4.356602024380082,4.429422065599407e-07,0.013274696309147,Chr3,7011193.0,26,21,7023259,1,0.02320904,up-in-warm
5_628,8,3,4.278485006446087,5.393332119790015e-05,0.0133493936853039,Chr5,7991071.0,5,3,7991071,1,0.0889052,up-in-warm
5_774,16,4,4.283791596978214,1.653063641103466e-05,0.0134792308200103,Chr5,9088522.0,12,4,9084695,3624,0.18270837,up-in-warm
5_698,5,2,4.254511627457014,0.0009801496,0.0137213207689038,Chr5,8265980.0,5,0,8265980,1,0.3766483,up-in-warm
1_660,14,4,4.260239969140164,9.238553999224518e-06,0.0138612317661319,Chr1,5520735.0,10,4,5520734,7321,0.05997037,up-in-warm
2_950,8,3,4.215063103573914,5.393332119790015e-05,0.0145723067714674,Chr2,9371114.0,8,0,9371114,1,0.177753,up-in-warm
5_1700,4,1,4.194354851099548,0.03940399,0.0148864859734962,Chr5,17335522.5,4,0,17335534,1,0.13353765,up-in-warm
1_3709,7,3,4.188232396336305,3.396253015000008e-05,0.0150909907310535,Chr1,22959909.0,4,3,22959909,1,-0.004077691,down-in-warm
3_421,3,1,4.16302246042949,0.029701,0.0155160364640539,Chr3,3495322.0,3,0,3496649,325,0.25798348,up-in-warm
1_168,18,4,4.182893293542935,2.7352225666657963e-05,0.0155222118555803,Chr1,1100501.0,13,5,1101439,1,0.05350689,up-in-warm
2_1905,3,1,4.15989934082725,0.029701,0.0155826485228073,Chr2,17723046.0,3,0,17723046,1,0.42770875,up-in-warm
4_2539,7,2,4.15732100982163,0.00203104163494,0.0157413641074983,Chr4,12313184.0,4,3,12313184,1,0.13383415,up-in-warm
4_2837,9,4,4.140852759712255,1.2104328314440042e-06,0.0161519378711734,Chr4,16692178.0,6,3,16692178,1,0.09853595,up-in-warm
5_241,15,5,4.126742312334194,2.762180740947366e-07,0.0166364511750215,Chr5,1482649.0,11,4,1482649,1,0.06767818,up-in-warm
4_2628,9,3,4.115142747763781,8.029476538112821e-05,0.016721722060724,Chr4,13213356.0,8,1,13213480,405,0.18397415,up-in-warm
3_215,2,2,4.097798816892825,0.0001,0.0169345650235803,Chr3,2261605.0,2,0,2258302,1,0.31054512,up-in-warm
5_2275,11,3,4.090142002861259,0.000155372629155,0.0173481629031639,Chr5,19823068.0,8,3,19821376,71,0.06837656,up-in-warm
1_2867,4,2,4.079538589657638,0.00059203,0.0174078195872213,Chr1,20804503.0,4,0,20800695,1,0.4586697,up-in-warm
1_2219,2,2,4.070715254322682,0.0001,0.017566851337901,Chr1,16772981.0,2,0,16773421,195,0.2726102,up-in-warm
4_2554,3,2,4.06863497425335,0.000298,0.0176404729562619,Chr4,12607833.0,3,0,12607833,1,0.49951386,up-in-warm
1_2936,12,3,4.078676811237479,0.0002056160777666,0.0176438770699832,Chr1,21365929.0,8,4,21365461,1,0.062480573,up-in-warm
1_4186,10,4,4.064954194623126,2.001276156940847e-06,0.0179113019164953,Chr1,24348425.0,7,3,24347978,581,-0.0050160615,down-in-warm
4_2806,23,8,4.057893017969165,4.288995608730026e-11,0.0184840361899392,Chr4,15955796.0,16,7,15955796,1,0.13015145,up-in-warm
2_503,6,2,4.024221603993305,0.001460447605,0.0187975396840136,Chr2,1571658.0,5,1,1570391,1,0.16911584,up-in-warm
1_3324,9,2,4.025596175831952,0.0034357300178462,0.0188423917124181,Chr1,22261432.0,5,4,22261099,1,0.073259205,up-in-warm
2_296,5,2,4.017660200017475,0.0009801496,0.0189366968779282,Chr2,835076.0,5,0,835013,1,0.12428089,up-in-warm
5_534,6,5,4.003151177173594,5.950000000000025e-10,0.0193299220244841,Chr5,6612191.0,5,1,6612407,56,0.124723695,up-in-warm
4_121,127,22,4.288700896401311,9.043697102443856e-21,0.0193357983781465,Chr4,1016325.0,68,59,1006919,1,0.019889632,up-in-warm
3_2978,15,3,4.002736630455533,0.0004158027018755,0.019590367102393,Chr3,19268123.0,11,4,19267279,257,0.09608863,up-in-warm
1_704,3,3,3.988483156239543,1.0000000000000027e-06,0.0196348027627216,Chr1,6182965.0,3,0,6182966,1,0.22322525,up-in-warm
5_1623,3,3,3.987226161528514,1.0000000000000027e-06,0.0196675446744148,Chr5,16844938.0,3,0,16844938,76,0.3331878,up-in-warm
4_329,2,2,3.983293622023784,0.0001,0.0197470137606671,Chr4,2793768.5,2,0,2793668,157,0.109524965,up-in-warm
3_2076,7,4,3.986959939228617,3.416698000000012e-07,0.0197731580052777,Chr3,16677733.0,6,1,16677743,227,0.24136087,up-in-warm
5_3090,2,1,3.981615461182431,0.0199,0.0197910162141905,Chr5,26507082.5,2,0,26507099,1,0.25388527,up-in-warm
1_416,3,2,3.973310788933883,0.000298,0.0200331167417713,Chr1,3450832.0,2,1,3449305,1,0.25232983,up-in-warm
4_824,30,9,4.004665439465532,1.1835224669846332e-11,0.0200523648045678,Chr4,7549137.0,21,9,7556702,14939,0.070671275,up-in-warm
1_884,43,7,4.0165285720140735,2.3502846612660985e-07,0.0202900586418762,Chr1,7507010.0,25,18,7507010,1,0.007260624,up-in-warm
3_47,9,3,3.965310500942462,8.029476538112821e-05,0.0203955365124538,Chr3,873266.0,8,1,872383,380,0.17709662,up-in-warm
1_842,6,1,3.953851083473668,0.058519850599,0.0206258336526924,Chr1,7408454.0,4,2,7407900,1,0.09478873,up-in-warm
5_2350,9,3,3.9517108788583166,8.029476538112821e-05,0.020760524422191,Chr5,20290403.0,5,4,20290403,1,-0.04294231,down-in-warm
5_2476,29,8,3.9731603089396335,3.5590669734355547e-10,0.0208299301533912,Chr5,21798582.0,18,11,21798506,1,0.01637999,up-in-warm
1_1185,12,9,3.9432525685361206,2.1411383500000172e-16,0.0210718735805717,Chr1,8592147.0,11,1,8592463,274,0.21594226,up-in-warm
2_2000,9,3,3.936653919201012,8.029476538112821e-05,0.0211710609652079,Chr2,18723512.0,7,2,18723512,1,0.17700228,up-in-warm
1_3484,10,1,3.9343014576161366,0.0956179249911955,0.021262329834315,Chr1,22575694.0,7,3,22575797,57,0.06589456,up-in-warm
2_1931,2,2,3.9261743553628654,0.0001,0.0212922180088889,Chr2,18051708.0,2,0,18051708,1,0.2597001,up-in-warm
2_975,4,1,3.9196319351133546,0.03940399,0.0215205942318972,Chr2,9889420.0,3,1,9889214,66,0.06401094,up-in-warm
5_1526,10,3,3.918733152127277,0.0001138491179057,0.0216949156292723,Chr5,16643778.0,8,2,16643778,1,0.06367842,up-in-warm
1_4527,26,7,3.935556393610992,5.5675909245698525e-09,0.0217295083438577,Chr1,25425185.0,19,7,25425185,1,0.09443171,up-in-warm
4_1830,5,4,3.892373620711564,4.9600000000000186e-08,0.0223207514034247,Chr4,9770082.0,5,0,9770082,1,0.15313736,up-in-warm
4_634,6,3,3.893079558724034,1.955359000000005e-05,0.0223238569159318,Chr4,6437634.0,4,2,6437634,1,-0.005131697,down-in-warm
4_1428,14,3,3.8824304962909153,0.0003351416785493,0.0228416737916263,Chr4,9015424.0,9,5,9015424,4,0.07547897,up-in-warm
1_341,5,3,3.8670471742419705,9.850600000000027e-06,0.0230635049478798,Chr1,2906875.0,4,1,2905261,1,0.05424449,up-in-warm
4_2531,3,2,3.865368976967698,0.000298,0.0230693794931119,Chr4,12208110.0,2,1,12208335,1,0.2693565,up-in-warm
1_4700,19,3,3.872101368221184,0.0008594328820314,0.0232931633036668,Chr1,26280986.0,11,8,26279753,1,0.008682153,up-in-warm
5_2468,1,1,3.8442616948054464,0.01,0.0236657722345943,Chr5,21787415.0,1,0,21787415,69,0.15724805,up-in-warm
1_3642,5,2,3.8389236946759495,0.0009801496,0.0239125678883954,Chr1,22790625.0,5,0,22790532,90,0.37691516,up-in-warm
4_2797,13,5,3.8452844446894496,1.2037294519127428e-07,0.0239164374133169,Chr4,15548627.0,8,5,15548627,21225,0.17228267,up-in-warm
2_2050,2,2,3.834441465084503,0.0001,0.0239872995725024,Chr2,19037120.5,2,0,19037206,1,0.2799589,up-in-warm
2_2103,2,1,3.833677368586347,0.0199,0.0240108999181262,Chr2,19183067.5,2,0,19178533,1,0.56432146,up-in-warm
5_3057,8,3,3.836606311522833,5.393332119790015e-05,0.0240526610100041,Chr5,26276700.0,7,1,26276700,1,0.117046684,up-in-warm
2_1613,3,2,3.810481397334023,0.000298,0.0247563938199207,Chr2,15868719.0,3,0,15868719,1,0.4485965,up-in-warm
2_1913,13,2,3.8080949993875066,0.0072489436779352,0.0250652210613272,Chr2,17741766.0,10,3,17741766,1,0.04576441,up-in-warm
4_616,4,1,3.8004258323570266,0.03940399,0.0250965201726479,Chr4,6396931.0,4,0,6395884,132,0.08671939,up-in-warm
4_352,3,1,3.7940976329999656,0.029701,0.0252795831518535,Chr4,3898470.0,3,0,3898162,120,0.33643305,up-in-warm
5_2229,3,2,3.790639545455861,0.000298,0.0253911876209912,Chr5,19395973.0,3,0,19395791,579,0.30168036,up-in-warm
5_3024,9,3,3.786896105899194,8.029476538112821e-05,0.0256411078440206,Chr5,25840924.0,6,3,25846513,586,-0.040016446,down-in-warm
3_871,10,2,3.7868612967322712,0.0042662002428314,0.025666063929926,Chr3,8518429.0,9,1,8518152,1,0.20423798,up-in-warm
1_5075,116,21,3.993361015035056,2.5871319546055302e-20,0.0256828765634373,Chr1,28830805.0,65,51,28797997,42728,0.03486666,up-in-warm
1_1760,2,2,3.7733579961104415,0.0001,0.025936503505809,Chr1,11347056.0,2,0,11347056,1,0.18393087,up-in-warm
5_1057,235,32,4.509216077123354,4.316767399800701e-26,0.0261953398103914,Chr5,15211104.0,115,120,15194519,3544,-0.020057464,down-in-warm
3_1516,7,2,3.760302117032444,0.00203104163494,0.0264680435830561,Chr3,12384609.0,6,1,12383650,945,0.14228247,up-in-warm
1_288,9,3,3.748115430167404,8.029476538112821e-05,0.0269196594887612,Chr1,2718094.0,6,3,2718094,1,0.10757232,up-in-warm
3_1123,3,1,3.743919584202572,0.029701,0.0269398884228764,Chr3,9808106.0,1,2,9808107,1079,-0.040182162,down-in-warm
2_694,19,2,3.739314557330825,0.0152737614888966,0.0274752109268875,Chr2,6286337.0,13,6,6286337,146,0.006547882,up-in-warm
1_1800,4,1,3.722152246080228,0.03940399,0.027705596171044,Chr1,11388259.0,3,1,11388259,1,0.05688979,up-in-warm
1_5081,4,3,3.709084148839827,3.97000000000001e-06,0.0281624826274314,Chr1,28928706.0,3,1,28928026,105,0.15269111,up-in-warm
2_1851,1,1,3.7066962675568784,0.01,0.028197595556102,Chr2,17234608.0,1,0,17234608,1,0.0742345,up-in-warm
5_863,156,19,4.044779830795607,3.3207196172370085e-15,0.0282555290965906,Chr5,10242919.0,81,75,10240151,297,0.014018526,up-in-warm
3_3095,2,1,3.6992007247183034,0.0199,0.0284792762581347,Chr3,20433567.0,2,0,20433678,110,0.1873729,up-in-warm
2_1318,13,5,3.699231005165184,1.2037294519127428e-07,0.0286968220158259,Chr2,12316868.0,9,4,12316868,1,0.16058962,up-in-warm
3_2972,5,2,3.68306440299577,0.0009801496,0.0291078743917647,Chr3,19219306.0,4,1,19219479,219,0.09434147,up-in-warm
1_3348,3,1,3.6816725435103934,0.029701,0.0291250744588345,Chr1,22281461.0,3,0,22281461,321,0.15317579,up-in-warm
2_1973,4,2,3.663575965431476,0.00059203,0.0298027592120725,Chr2,18474410.0,4,0,18474410,1,0.3029608,up-in-warm
1_156,1,1,3.657003557788566,0.01,0.0300029789301474,Chr1,926727.0,1,0,926727,189,0.17709693,up-in-warm
1_4920,44,10,3.692421552115367,1.8196781186563303e-11,0.0300318276856471,Chr1,27039869.0,27,17,27047869,126,0.09878004,up-in-warm
3_2357,2,1,3.6521989067217375,0.0199,0.0301958535010593,Chr3,17191325.0,2,0,17191325,1,0.36621618,up-in-warm
4_104,6,2,3.6537735734477104,0.001460447605,0.0301987587951363,Chr4,792014.0,5,1,792040,1102,0.14754754,up-in-warm
3_330,8,3,3.646428062154506,5.393332119790015e-05,0.0305080975615623,Chr3,2987368.5,6,2,2989271,52,0.25709033,up-in-warm
1_3493,5,0,3.644168157184588,1.0,0.0305414550553546,Chr1,22585457.0,5,0,22585187,1,0.16608205,up-in-warm
4_1980,4,2,3.636513413918683,0.00059203,0.0308152329993306,Chr4,10137841.5,3,1,10139315,1,0.20837086,up-in-warm
1_3349,2,1,3.634273515493393,0.0199,0.0308727180820957,Chr1,22282355.5,2,0,22282596,105,0.19356653,up-in-warm
2_700,4,2,3.629053430578951,0.00059203,0.0310992822193293,Chr2,6302571.0,3,1,6302571,1,0.18983829,up-in-warm
5_2336,2,2,3.621480358198167,0.0001,0.031363429810192,Chr5,20237138.0,2,0,20237224,16,0.42588508,up-in-warm
5_443,44,7,3.6518053797363126,2.770604125000391e-07,0.0314813810004642,Chr5,4934064.0,29,15,4934064,1,0.035003677,up-in-warm
3_627,4,2,3.618275552607984,0.00059203,0.0315134874887543,Chr3,6903581.5,4,0,6903642,2,0.4800386,up-in-warm
4_1238,28,4,3.6326345960395656,0.0001689790943517,0.0315451652743576,Chr4,8394456.0,20,8,8391362,5298,0.084283106,up-in-warm
1_1608,14,2,3.618703106115271,0.0084012440111661,0.0316779642840177,Chr1,10915625.5,8,6,10913179,1,-0.041026942,down-in-warm
1_1947,1,1,3.6122755745163775,0.01,0.031708975856002,Chr1,11938006.0,1,0,11938006,1,0.49771634,up-in-warm
1_3507,5,2,3.610674196517458,0.0009801496,0.0318223361929254,Chr1,22592596.0,4,1,22592596,707,0.08602248,up-in-warm
1_2167,2,1,3.609582130534733,0.0199,0.0318255856915639,Chr1,16138746.5,2,0,16138747,120,0.19392428,up-in-warm
2_366,2,2,3.6050988306918352,0.0001,0.0320011808177929,Chr2,1059276.0,2,0,1059351,106,0.39776602,up-in-warm
5_2622,1,1,3.5969252566413545,0.01,0.0323126265585569,Chr5,22538178.0,1,0,22538178,3,0.09786258,up-in-warm
1_144,79,12,3.6816321592468646,2.7543468817762875e-11,0.0324902795800312,Chr1,640078.0,35,44,639376,1,-0.016931182,down-in-warm
1_2388,17,5,3.5911371523792144,5.597537924533881e-07,0.0328136042748177,Chr1,17353889.0,12,5,17352153,73,0.12195204,up-in-warm
2_962,13,4,3.5833502114503557,6.652021264699332e-06,0.0330327643105764,Chr2,9528224.0,8,5,9528224,1946,0.0009450592,up-in-warm
2_959,7,3,3.577063026415177,3.396253015000008e-05,0.0331794206927585,Chr2,9519134.0,7,0,9519134,1,0.32110548,up-in-warm
1_2733,13,2,3.575984459445368,0.0072489436779352,0.0333257046103703,Chr1,19599412.0,7,6,19599135,3075,-0.03713878,down-in-warm
4_1239,2,1,3.571278144603077,0.0199,0.033351756349703,Chr4,8396670.5,2,0,8396936,225,0.25407627,up-in-warm
4_2823,76,12,3.641120431529658,1.71543939831075e-11,0.0337426966396345,Chr4,16584794.0,37,39,16587728,1029,-0.027212959,down-in-warm
1_4563,3,1,3.544144787489701,0.029701,0.0344777728626871,Chr1,25521076.0,3,0,25527824,72,0.15308844,up-in-warm
1_189,3,1,3.543583051958706,0.029701,0.0345011909341117,Chr1,1309287.0,3,0,1309287,1,0.16382866,up-in-warm
3_287,2,2,3.5408433470532272,0.0001,0.0346069188699125,Chr3,2451072.0,2,0,2451072,1,0.5984926,up-in-warm
5_307,1,1,3.539774115651988,0.01,0.034644030683723,Chr5,2359698.0,1,0,2359698,768,0.097268,up-in-warm
2_217,1,1,3.534509829598638,0.01,0.0348655589936079,Chr2,616539.0,1,0,616539,1,0.7271661,up-in-warm
2_2094,1,1,3.534509829598638,0.01,0.0348655589936079,Chr2,19147149.0,1,0,19147149,2,0.7271661,up-in-warm
2_796,1,1,3.534509829598638,0.01,0.0348655589936079,Chr2,7254751.0,1,0,7254751,1,0.7271661,up-in-warm
5_611,62,11,3.5869430434899336,3.180275008011006e-11,0.0348682923160905,Chr5,7833879.0,35,27,7833879,1,-0.007402996,down-in-warm
5_2872,10,2,3.534051998734454,0.0042662002428314,0.0349846068179706,Chr5,23910614.0,7,3,23901894,58,0.039461862,up-in-warm
3_3297,2,1,3.530174486525298,0.0199,0.0350559952820507,Chr3,23020965.0,2,0,23020965,1,0.08906624,up-in-warm
2_1054,1,1,3.527153262361732,0.01,0.0351770800848213,Chr2,10243081.0,1,0,10243081,65,0.7211007,up-in-warm
4_2992,2,2,3.523321268710108,0.0001,0.0353469771562003,Chr4,17630466.0,2,0,17630466,1,0.44387534,up-in-warm
3_3387,4,1,3.522440882435075,0.03940399,0.0354007046628349,Chr3,23246165.0,3,1,23244651,119,-0.03447388,down-in-warm
2_1419,1,1,3.518253377488784,0.01,0.0355570031111627,Chr2,13105115.0,1,0,13105115,1,0.7299242,up-in-warm
5_2609,1,1,3.5080787383835426,0.01,0.0359954578096518,Chr5,22340468.0,1,0,22340468,323,0.09667136,up-in-warm
1_855,7,2,3.506707873973404,0.00203104163494,0.0361037268317055,Chr1,7452254.0,5,2,7452254,1,0.20490906,up-in-warm
4_3051,11,3,3.5054666605758107,0.000155372629155,0.0362085716122867,Chr4,18374449.0,7,4,18374449,1,0.04824871,up-in-warm
