block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir
2_1936,3,2,4.195569995355816,0.000298,0.0089431603851026,Chr2,18175386.0,2,1,18175386,1,0.0459926,up-in-warm
4_2849,3,3,4.193778694240152,1.0000000000000027e-06,0.0089752042294491,Chr4,16794138.0,3,0,16793606,413,0.055832654,up-in-warm
4_428,314,31,9.22398530923932,4.265959996415243e-21,0.008976365515165,Chr4,5402981.0,158,156,5395951,53,0.016053135,up-in-warm
5_923,595,55,5.210695953932829,1.1575942979783062e-34,0.0092095323226313,Chr5,13573327.0,335,260,13617269,3985,0.023916336,up-in-warm
3_1328,9,3,4.362326601436266,8.029476538112821e-05,0.0093796260949183,Chr3,10713087.0,2,7,10713087,1,-0.009629689,down-in-warm
1_1958,1,1,4.106866668882132,0.01,0.0093869231663249,Chr1,11955276.0,1,0,11955276,26,0.09555804,up-in-warm
4_1770,6,2,4.259605933717522,0.001460447605,0.0095255582050938,Chr4,9668905.0,6,0,9668795,64,0.06946238,up-in-warm
5_703,2,1,4.119315390217145,0.0199,0.009763043514914,Chr5,8279680.5,1,1,8280719,1003,0.054159626,up-in-warm
3_1660,5,2,4.213692241277503,0.0009801496,0.0097936786367947,Chr3,15217482.0,4,1,15217482,742,0.0871198,up-in-warm
3_809,12,5,4.428353429585536,7.469708281709199e-08,0.0099013922404707,Chr3,8301124.5,9,3,8301655,1,0.06402119,up-in-warm
1_2524,10,3,4.358397356432938,0.0001138491179057,0.0100472690898311,Chr1,18707502.0,10,0,18707423,1,0.08110514,up-in-warm
1_1009,2,2,4.090478347523317,0.0001,0.0103345687234273,Chr1,7803778.0,2,0,7803778,1,0.12043977,up-in-warm
1_4767,10,2,4.343763165811259,0.0042662002428314,0.0103355629098744,Chr1,26399589.0,8,2,26399589,168,0.09919475,up-in-warm
1_2093,8,3,4.280557545947226,5.393332119790015e-05,0.0103453009705981,Chr1,13049628.0,4,4,13049628,111,-0.013712522,down-in-warm
5_774,18,3,4.585041389322333,0.0007291598430539,0.0104440005515804,Chr5,9088522.0,16,2,9101716,1302,0.09542489,up-in-warm
1_4051,118,18,7.113801906909447,3.030294281688442e-16,0.0104893553738014,Chr1,23976911.0,81,37,23976331,1,0.055125505,up-in-warm
1_3493,5,3,4.172485282901565,9.850600000000027e-06,0.0106154252043826,Chr1,22585457.0,4,1,22585187,1,0.12530005,up-in-warm
1_2452,2,1,4.069453361280956,0.0199,0.0107694500034764,Chr1,17916329.0,2,0,17916329,1,0.05682394,up-in-warm
1_187,2,2,4.065127237386037,0.0001,0.0108608822330935,Chr1,1306398.0,2,0,1306398,1,0.09357259,up-in-warm
4_495,74,9,6.102764318341968,6.152038431885956e-08,0.0109122653947614,Chr4,5791880.0,35,39,5791880,1,-0.0053097853,down-in-warm
5_481,1,1,4.027663246369271,0.01,0.010976160286897,Chr5,5706303.0,1,0,5706303,181,0.090333916,up-in-warm
5_169,1,1,4.025019642310979,0.01,0.0110330174781687,Chr5,992369.0,1,0,992369,1,0.12295327,up-in-warm
3_330,8,3,4.237457239770638,5.393332119790015e-05,0.0112416240899974,Chr3,2987368.5,6,2,2986653,1,0.129617,up-in-warm
3_358,5,1,4.1334772917515785,0.0490099501,0.0114480131192516,Chr3,3358191.0,3,2,3358169,1,0.07681708,up-in-warm
4_1343,23,3,4.676707974753773,0.001524565696366,0.0116591116053345,Chr4,8725040.0,18,5,8725040,1251,0.0882357,up-in-warm
4_1122,6,3,4.151100258742388,1.955359000000005e-05,0.0117590201713531,Chr4,8075519.0,5,1,8074697,1,0.06693254,up-in-warm
4_1634,3,2,4.05480196496199,0.000298,0.0117885956968925,Chr4,9368717.0,2,1,9368683,677,0.03973512,up-in-warm
5_970,397,40,8.680075669017075,4.3505642508854046e-27,0.0117951634641609,Chr5,14696097.0,207,190,14767151,12,0.01290049,up-in-warm
4_2418,19,3,4.548645219341818,0.0008594328820314,0.0118358622564604,Chr4,11722931.0,16,3,11722931,1,0.078006886,up-in-warm
3_1194,165,24,7.862752747270258,1.1837050300069695e-20,0.0119446467181049,Chr3,10245155.0,79,86,10222518,1245,0.0034839457,up-in-warm
2_1687,38,1,5.0982444845684345,0.317445404989613,0.0119510790010372,Chr2,16348393.0,32,6,16370512,59,0.08451067,up-in-warm
3_1497,4,1,4.07834990781164,0.03940399,0.0119761551076128,Chr3,11919983.0,3,1,11920047,214,0.094835855,up-in-warm
4_2797,13,4,4.343466679234647,6.652021264699332e-06,0.012341233119867,Chr4,15548627.0,12,1,15548627,1,0.10489225,up-in-warm
2_1405,6,0,4.125151018236133,1.0,0.0123560955253517,Chr2,13060258.0,5,1,13061852,1,0.1492498,up-in-warm
1_277,2,1,3.99022995119184,0.0199,0.0125543362566763,Chr1,2695944.0,2,0,2695944,1,0.092858836,up-in-warm
5_535,48,8,5.343682498606817,2.642310337731701e-08,0.0126322464474408,Chr5,6679393.0,22,26,6639228,96,0.014372493,up-in-warm
1_660,14,5,4.358166585959533,1.8568942838635482e-07,0.0127147722634831,Chr1,5520735.0,8,6,5520736,7319,0.06081235,up-in-warm
2_887,2,2,3.981142661799418,0.0001,0.0127745938903193,Chr2,8128292.5,2,0,8122054,1082,0.21574773,up-in-warm
4_2431,115,11,6.926306843783046,2.7396986134031558e-08,0.0127987912086527,Chr4,11755141.0,57,58,11765073,226,0.018675035,up-in-warm
5_2071,27,4,4.741236472433243,0.0001459980087331,0.0128578851873456,Chr5,18186780.0,11,16,18181220,204,-0.013034244,down-in-warm
3_340,42,8,5.164829040193753,8.7176925665912e-09,0.012948522525356,Chr3,3303917.0,36,6,3275935,1,0.093057044,up-in-warm
2_1323,10,1,4.224497247128123,0.0956179249911955,0.0129661583352495,Chr2,12335424.0,8,2,12329335,56,0.061903365,up-in-warm
4_548,24,8,4.645274358869687,6.376403936613107e-11,0.0130389261186123,Chr4,6140148.5,14,10,6142498,1,0.03796268,up-in-warm
1_2451,11,2,4.250306705939365,0.005179717490315,0.0130908912018746,Chr1,17899956.0,8,3,17898907,58,0.028237306,up-in-warm
3_427,1,1,3.924328143352525,0.01,0.0133979816971145,Chr3,3503130.0,1,0,3503130,530,0.104367375,up-in-warm
5_2402,60,13,5.62574757098263,3.334401974110511e-14,0.0134357916121252,Chr5,21084995.0,40,20,21094510,9,0.046659492,up-in-warm
1_1604,8,2,4.1372251190074,0.0026900777395207,0.0135909731838185,Chr1,10909934.0,8,0,10909934,1,0.057292394,up-in-warm
2_348,51,6,5.373536827568587,1.2244756387010932e-05,0.0137915494983494,Chr2,1010607.0,35,16,1010607,2396,0.031137457,up-in-warm
4_2584,34,9,4.9031625701058505,4.185110471034355e-11,0.0138138814277843,Chr4,12885448.0,26,8,12872121,1,0.12577744,up-in-warm
1_844,4,2,3.9910763964218106,0.00059203,0.0141336064630626,Chr1,7414464.5,2,2,7412754,1,0.041365013,up-in-warm
1_2899,18,2,4.420270616586806,0.0137564637408055,0.0141782542052373,Chr1,21313465.0,7,11,21313465,1,-0.0040287,down-in-warm
4_2519,137,21,7.273846531076139,9.517608251996342e-19,0.0143210791103971,Chr4,12152602.0,78,59,12157435,1,0.012610322,up-in-warm
4_2945,4,0,3.980957237839478,1.0,0.0144042079727214,Chr4,17422407.0,4,0,17422232,1,0.15681572,up-in-warm
5_386,11,6,4.195414026426399,4.4254343383480237e-10,0.0144927224827985,Chr5,3483257.0,8,3,3483257,1,0.066456705,up-in-warm
5_534,6,4,4.0400320844865965,1.476100000000005e-07,0.0145026014184276,Chr5,6612191.0,6,0,6612407,56,0.087207235,up-in-warm
5_2813,35,4,4.900168338711106,0.0004087124666867,0.0145961854183074,Chr5,23675880.0,27,8,23673780,1,0.07113083,up-in-warm
3_1351,61,6,5.597113291908142,3.4665967600851515e-05,0.0147154853487069,Chr3,10762557.0,30,31,10762298,264,0.016346069,up-in-warm
1_4534,12,2,4.2163185710602615,0.0061745377728247,0.0147553956760981,Chr1,25445702.0,8,4,25445702,1,0.036861856,up-in-warm
1_1966,150,23,7.477353610310246,2.1622720247229936e-20,0.0147856925009249,Chr1,11982281.0,100,50,11982294,1,0.047543906,up-in-warm
1_4575,4,2,3.9662803142600622,0.00059203,0.0148046122978429,Chr1,25661467.0,4,0,25661467,1,0.15203765,up-in-warm
1_704,3,1,3.929142449482451,0.029701,0.0149617873145837,Chr1,6182965.0,3,0,6182966,1,0.08230417,up-in-warm
1_1800,5,3,3.982157822840097,9.850600000000027e-06,0.0152369279935172,Chr1,11388259.0,5,0,11388259,1,0.11110665,up-in-warm
3_554,58,5,5.493451730225519,0.0002949113098096,0.01537131734683,Chr3,5888134.0,35,23,5900170,178,0.038561333,up-in-warm
5_611,68,6,5.744354283536744,6.438109243778272e-05,0.0154539152889501,Chr5,7833879.0,35,33,7833873,913,0.009256115,up-in-warm
1_230,5,0,3.969321934793772,1.0,0.0156030017676371,Chr1,1896750.0,5,0,1896750,1,0.110936426,up-in-warm
4_824,30,3,4.71928345738329,0.0033177093188826,0.0156053544373927,Chr4,7549137.0,20,10,7545540,4,0.05393609,up-in-warm
4_2950,2,2,3.8665681439564343,0.0001,0.0158513830903279,Chr4,17438942.0,2,0,17438702,1,0.21333084,up-in-warm
3_2698,40,4,4.989910784201419,0.0006856064270094,0.0159208797434079,Chr3,18088487.0,23,17,18085296,1,0.036456145,up-in-warm
2_1090,9,3,4.078276280690429,8.029476538112821e-05,0.0160450056075104,Chr2,10273950.0,7,2,10273760,120,0.055346504,up-in-warm
5_61,26,7,4.58412652207816,5.5675909245698525e-09,0.016146741005701,Chr5,422945.0,16,10,435415,1,0.03231989,up-in-warm
1_2433,310,42,8.759647438427002,1.2133033517387737e-33,0.0165056470130595,Chr1,17598407.0,192,118,17624800,2608,0.037279416,up-in-warm
4_255,10,1,4.0928693406329,0.0956179249911955,0.0165230899624629,Chr4,2389705.0,6,4,2389591,1,0.030064106,up-in-warm
3_913,4,2,3.906240188677861,0.00059203,0.0165437871435965,Chr3,8923479.0,4,0,8923308,147,0.09424315,up-in-warm
3_2039,4,2,3.90409930087004,0.00059203,0.0166089026440605,Chr3,16625224.0,3,1,16625186,81,0.06627811,up-in-warm
3_3373,1,1,3.805540898563331,0.01,0.0167395069736157,Chr3,23224487.0,1,0,23224487,1,0.091488324,up-in-warm
3_2432,1,1,3.805540898563331,0.01,0.0167395069736157,Chr3,17282183.0,1,0,17282183,59,0.091488324,up-in-warm
3_568,1,1,3.805540898563331,0.01,0.0167395069736157,Chr3,5993374.0,1,0,5993374,1,0.091488324,up-in-warm
3_2221,1,1,3.805540898563331,0.01,0.0167395069736157,Chr3,16914289.0,1,0,16914289,1,0.091488324,up-in-warm
4_2583,42,9,5.004877169048934,3.310196798615785e-10,0.0170434413215163,Chr4,12844186.5,32,10,12862084,2263,0.07527577,up-in-warm
3_2570,1,1,3.7942469818103577,0.01,0.0170914795858156,Chr3,17562578.0,1,0,17562578,55,0.09847098,up-in-warm
3_3295,1,1,3.791420827039724,0.01,0.0171805391420969,Chr3,23014750.0,1,0,23014750,1510,0.092493035,up-in-warm
3_789,1,1,3.789976100410443,0.01,0.0172262192332116,Chr3,8262655.0,1,0,8262655,1,0.098798685,up-in-warm
5_2350,10,3,4.064143292207886,0.0001138491179057,0.0174018023574351,Chr5,20290115.5,4,6,20290403,1,-0.005121411,down-in-warm
2_1010,8,1,3.999537053053829,0.0772553055720799,0.017501251747877,Chr2,9992253.0,4,4,9992218,35,0.05584738,up-in-warm
3_410,19,2,4.33166367125229,0.0152737614888966,0.0175250683356273,Chr3,3465622.0,7,12,3466350,115,-0.025182303,down-in-warm
1_4553,1,1,3.775098156723637,0.01,0.0177027047945967,Chr1,25489147.0,1,0,25489147,1,0.06893341,up-in-warm
1_2449,1,1,3.775098156723637,0.01,0.0177027047945967,Chr1,17890251.0,1,0,17890251,2,0.06893341,up-in-warm
1_4391,4,2,3.868058620973099,0.00059203,0.0177384500482898,Chr1,24878554.0,1,3,24878554,1,-0.01839734,down-in-warm
5_573,2,2,3.804853084893472,0.0001,0.0177578132134839,Chr5,7386458.5,2,0,7386580,1,0.090091035,up-in-warm
1_4552,1,1,3.7695553797341375,0.01,0.0178830724479737,Chr1,25488245.0,1,0,25488245,68,0.069245666,up-in-warm
1_45,32,5,4.690619997980623,1.6076589117266448e-05,0.0180949224578284,Chr1,264476.0,21,11,262529,1,0.05808419,up-in-warm
4_3051,11,4,4.07144458273504,3.11975457442924e-06,0.0181409363589416,Chr4,18374449.0,9,2,18377626,240,0.10745441,up-in-warm
2_792,10,1,4.040273913472363,0.0956179249911955,0.0181620175978534,Chr2,7109347.5,8,2,7109395,264,0.09124086,up-in-warm
3_969,1,1,3.75204657554441,0.01,0.0184631565496029,Chr3,8987378.0,1,0,8987378,1,0.10524209,up-in-warm
2_1198,8,0,3.962902719392231,1.0,0.0186907813550611,Chr2,10873481.0,1,7,10873067,544,-0.04375782,down-in-warm
3_626,50,3,5.158122194476058,0.0138172708306004,0.0189038950826402,Chr3,6820248.5,30,20,6810600,1,0.05570981,up-in-warm
5_966,1,1,3.737474763604226,0.01,0.0189580806094249,Chr5,14546383.0,1,0,14546383,2442,0.063732825,up-in-warm
5_1039,99,6,6.332011322898721,0.0005067274158357,0.0190151043071478,Chr5,15080926.0,45,54,15075528,14503,0.0045498637,up-in-warm
5_2496,1,1,3.7287614231553183,0.01,0.0192593819481633,Chr5,21981064.0,1,0,21981064,390,0.15505353,up-in-warm
1_5007,122,18,6.792610754566884,5.572845372338893e-16,0.0192626819154264,Chr1,27923302.0,75,47,27951790,1,0.04587083,up-in-warm
5_3041,2,2,3.758105157795203,0.0001,0.0193290962780613,Chr5,26251946.0,2,0,26251946,1,0.05025024,up-in-warm
5_2622,1,1,3.723083702740868,0.01,0.0194578958290412,Chr5,22538178.0,1,0,22538178,3,0.061871868,up-in-warm
1_802,24,4,4.416526765012657,9.053764174621836e-05,0.0195197125499195,Chr1,7173715.0,17,7,7178997,1,0.05190849,up-in-warm
2_2000,10,3,3.9978646451881183,0.0001138491179057,0.0195825910462981,Chr2,18723512.0,8,2,18721452,1,0.06810175,up-in-warm
1_232,4,1,3.812525425274072,0.03940399,0.0196069518686851,Chr1,1965239.0,3,1,1965237,2,0.053479925,up-in-warm
5_307,1,1,3.7172038640921294,0.01,0.0196653059069158,Chr5,2359698.0,1,0,2359698,768,0.061714966,up-in-warm
1_2436,1,1,3.715430788408636,0.01,0.0197282179729004,Chr1,17715269.0,1,0,17715269,189,0.18046868,up-in-warm
2_962,13,3,4.083321874405091,0.0002653052947172,0.0197726136599869,Chr2,9528224.0,10,3,9530173,68,0.053743895,up-in-warm
1_3260,215,28,8.121752499098868,1.7327147663400298e-22,0.0199392198464217,Chr1,22117751.0,141,74,22090002,68,0.047506917,up-in-warm
5_278,2,1,3.736778586656835,0.0199,0.0200842675525911,Chr5,1916678.5,2,0,1916537,1,0.047817394,up-in-warm
3_2381,1,1,3.6959409397406096,0.01,0.0204310879489106,Chr3,17235002.0,0,1,17235002,4,-0.100920364,down-in-warm
