block,chrom,mid_pos,SNPs,Z,Z_pVal,top_candidate_p,dir,n_up,n_dn,gene,gene_name,flower_locus
1_417,Chr1,3500882.0,61,5.698621301400538,0.0031566105336563,1.0849606991729784e-08,up-in-warm,40,21,AT1G10560,AT1G10560,
1_17,Chr1,159160.0,5,5.083040921152367,0.0031885889547286,0.0009801496,up-in-warm,5,0,AT1G01430,AT1G01430,
3_1541,Chr3,13303680.0,17,5.206162351563882,0.0032496591044147,0.0006121919068227,up-in-warm,12,5,,,
1_1042,Chr1,7885348.0,9,5.113503949609472,0.0032716609639946,1.2104328314440042e-06,up-in-warm,9,0,AT1G22310,AT1G22310,
1_2855,Chr1,20462439.0,256,7.434687911715646,0.0033936714218029,3.467536467420326e-37,up-in-warm,192,64,AT1G54990,AT1G54990,
1_1760,Chr1,11347056.0,2,5.012781412449758,0.0034073111323421,0.0001,up-in-warm,2,0,AT1G31690,AT1G31690,
2_968,Chr2,9540355.5,8,5.06907006952942,0.0034714470114306,5.461196500000024e-09,up-in-warm,6,2,AT2G22470,AT2G22470,
5_122,Chr5,804658.0,3,5.006179413021248,0.0035183334813173,1.0000000000000027e-06,up-in-warm,3,0,AT5G03320,AT5G03320,
1_2524,Chr1,18707581.0,9,5.025145430014209,0.0038244425411457,1.2185368570000051e-08,up-in-warm,9,0,AT1G50490,AT1G50490,
5_2872,Chr5,23910614.0,10,5.01950147240558,0.0039362086626861,0.0001138491179057,up-in-warm,7,3,AT5G59260,AT5G59260,
3_654,Chr3,7279037.0,79,5.735443414153956,0.0039393900743204,1.3875924813050924e-06,up-in-warm,44,35,AT3G20750,AT3G20750,
4_1343,Chr4,8725040.0,22,5.137520415489143,0.0040082168361996,2.2848314242291675e-06,up-in-warm,18,4,AT4G15290,AT4G15290,
4_824,Chr4,7549137.0,30,5.216567305218976,0.0040451502270778,0.0033177093188826,up-in-warm,20,10,AT4G12880,AT4G12880,
1_2192,Chr1,16559724.0,148,6.365186896376475,0.0040839545264796,2.860140508947019e-19,up-in-warm,90,58,AT1G43770,AT1G43770,
1_5081,Chr1,28928706.0,4,4.9229351507823775,0.0041618936709054,0.03940399,up-in-warm,4,0,AT1G76980,AT1G76980,
3_207,Chr3,1999116.0,14,5.016727773756922,0.0042583906102369,0.0003351416785493,up-in-warm,11,3,AT3G06490,AT3G06490,
1_2271,Chr1,16923431.0,9,4.952511700071426,0.004340034886976,1.2185368570000051e-08,up-in-warm,7,2,AT1G44810,AT1G44810,
3_989,Chr3,9072774.0,3,4.882544907891345,0.0043852640398797,1.0000000000000027e-06,up-in-warm,3,0,AT3G24850,AT3G24850,
4_506,Chr4,5809393.0,13,4.976386172752415,0.0044799932829294,1.2037294519127428e-07,up-in-warm,10,3,AT4G09100,AT4G09100,
3_589,Chr3,6379685.0,91,5.7308016786569205,0.0046857185442802,2.6611948995490527e-35,up-in-warm,62,29,AT3G18520,AT3G18520,
1_4506,Chr1,25332119.0,4,4.834285281645671,0.0048606117261447,3.97000000000001e-06,up-in-warm,4,0,AT1G67580,AT1G67580,
2_1926,Chr2,17992729.0,10,4.891575939663682,0.0049061344693031,2.4167843198740106e-08,up-in-warm,10,0,AT2G43280,AT2G43280,
1_4527,Chr1,25425185.0,26,5.027123732883512,0.0051465705287303,1.938743051675812e-07,up-in-warm,21,5,AT1G67800,AT1G67800,
2_2000,Chr2,18723512.0,9,4.850038359068575,0.0051730245525882,8.029476538112821e-05,up-in-warm,7,2,AT2G45420,AT2G45420,
5_2151,Chr5,18837217.0,8,4.835005609753039,0.0052145961443536,2.7522100000000148e-11,up-in-warm,8,0,AT5G46420,AT5G46420,
5_3041,Chr5,26251946.0,2,4.77211401942211,0.0052216028998537,0.0001,up-in-warm,2,0,AT5G65670,AT5G65670,
4_2082,Chr4,10327919.0,7,4.809974139114729,0.0053469198233851,3.396253015000008e-05,up-in-warm,7,0,,,
2_1318,Chr2,12316868.0,13,4.819647415907278,0.0058280179088987,0.0002653052947172,up-in-warm,11,2,AT2G28700,AT2G28700,
3_1549,Chr3,13933734.0,51,5.194321507037492,0.0058284779829714,3.3421333560650308e-15,up-in-warm,34,17,,,
2_432,Chr2,1175489.0,24,4.873713593354753,0.0063713552148418,0.0238544311183037,up-in-warm,19,5,AT2G03840,AT2G03840,
1_863,Chr1,7466520.5,6,4.694992838586567,0.0063819029244124,1.476100000000005e-07,up-in-warm,6,0,AT1G21320,AT1G21320,
4_1770,Chr4,9668905.0,6,4.694456442294954,0.0063876332502932,1.955359000000005e-05,up-in-warm,6,0,AT4G17240,AT4G17240,
1_4551,Chr1,25487988.0,15,4.7826652547007,0.0063982463219088,1.249758524472626e-05,up-in-warm,14,1,AT1G67970,AT1G67970,
2_296,Chr2,835076.0,5,4.673632492976343,0.0065050062542996,9.850600000000027e-06,up-in-warm,4,1,,,
2_950,Chr2,9371114.0,8,4.693492835380462,0.0066126158935673,5.393332119790015e-05,up-in-warm,7,1,AT2G22010,AT2G22010,
1_2452,Chr1,17916329.0,2,4.633822714130101,0.0066154173236092,0.0001,up-in-warm,2,0,AT1G48470,AT1G48470,
5_2813,Chr5,23675880.0,35,4.949289086079333,0.0066858238146281,1.8500682554728814e-09,up-in-warm,27,8,AT5G58560,AT5G58560,
3_1126,Chr3,9866871.0,3,4.604474485006529,0.0070655539500956,0.029701,up-in-warm,3,0,AT3G26810,AT3G26810,
1_923,Chr1,7670864.0,2,4.590497464237363,0.0071151507312746,0.0001,up-in-warm,2,0,AT1G21850,AT1G21850,
5_1031,Chr5,14999875.0,43,4.9675125269437865,0.0072905033309094,7.01407919082506e-05,up-in-warm,28,15,,,
2_1090,Chr2,10273950.0,9,4.640065815967227,0.007336265602955,8.029476538112821e-05,up-in-warm,7,2,AT2G24170,AT2G24170,
4_2806,Chr4,15955796.0,23,4.771497023165226,0.0073703714566201,1.0160486804431892e-14,up-in-warm,20,3,,,
