block,stat,MAF
1_11,0.05080276,0.00294625
1_11,0.15752716,0.00584125
1_11,0.048190013,0.00599625
1_11,0.0532111,0.0040375
1_11,0.21648705,0.00167
1_11,0.24398626,0.00512375
1_11,0.9803396,0.03974125
1_11,0.62886965,0.00427125
1_11,0.16787417,0.00881
1_11,0.25174513,0.01213
1_11,0.086855695,0.00647125
1_11,0.11972399,0.00810125
1_11,0.018848421,0.085045
1_11,0.14661925,0.0028675
1_11,0.4355152,0.0038775
1_11,0.030654185,0.0185575
1_11,0.046736497,0.00615375
1_11,0.30340922,0.003335
1_11,0.71186346,0.0070925
1_11,0.46232584,0.005935
1_11,0.005882702,0.18571
1_13,0.10614201,0.0014975
1_14,0.4039199,0.00663625
1_14,0.41647398,0.0082825
1_14,0.08685009,0.0066625
1_14,0.17210934,0.0340875
1_14,0.0071990057,0.0055575
1_14,0.0532111,0.0040375
1_14,0.39054433,0.41583878
1_14,0.12544715,0.00758875
1_14,0.10991198,0.0014525
1_14,0.04412814,0.0266875
1_14,0.96774805,0.025295
1_14,0.0047315108,0.0095125
1_14,0.31212807,0.00325
1_14,0.07309092,0.01498
1_15,0.28238073,0.01624375
1_16,0.7207829,0.00910125
1_16,0.6739293,0.00590125
1_16,0.094544746,0.06925625
1_16,0.11235583,0.030995
1_17,0.088757746,0.00798625
1_17,0.13526686,0.0028275
1_17,0.5344981,0.0033475
1_17,0.01396227,0.00197625
1_17,0.016064072,0.002025
1_17,0.3852665,0.00438
1_20,0.11113181,0.001445
1_20,0.032320675,0.01263125
1_33,0.50827974,0.0043775
1_34,0.092224106,0.00227625
1_35,0.01774441,0.02247375
1_35,0.0035417185,0.006075
1_35,0.9303848,0.00261125
1_35,0.31881008,0.06305625
1_39,0.11113181,0.001445
1_39,0.47289842,0.02508875
1_39,0.08509369,0.002975
1_39,0.050009374,0.00424
1_39,0.3200504,0.0668425
1_39,0.34278578,0.0084375
1_39,0.0123911025,0.00174375
1_39,0.0006733431,0.0052425
1_39,0.31212807,0.00325
1_39,0.41086072,0.003475
1_39,0.7316652,0.01466
1_39,0.24319619,0.00909125
1_39,0.07973798,0.04001
1_39,0.34803778,0.00427125
1_39,0.29217574,0.02469125
1_39,0.94743437,0.0204225
1_41,0.54119414,0.0084
1_42,0.77061474,0.01039875
1_42,0.086867474,0.0089775
1_42,0.12808667,0.00318
1_42,0.35288438,0.00656875
1_42,0.018590586,0.002275
1_42,0.81228095,0.0144975
1_42,0.09245822,0.00642
1_42,0.30619302,0.00491875
1_42,0.18829116,0.00164125
1_42,0.11334709,0.0062325
1_42,0.5786561,0.00200375
1_42,0.6778664,0.00516
1_42,0.0011427989,0.00597875
1_42,0.20447715,0.00369375
1_42,0.015674349,0.05864125
1_42,0.92615193,0.0105025
1_42,0.13394812,0.004625
1_42,0.53326756,0.00802875
1_42,0.039113734,0.0130675
1_42,0.06934523,0.010615
1_42,0.77061474,0.01039875
1_42,0.23390572,0.00472625
1_42,0.4743059,0.01334375
1_42,0.043758284,0.0028525
1_42,0.83032715,0.04980375
1_42,0.021981154,0.01542125
1_42,0.009450329,0.023115
1_42,0.82795596,0.0328125
1_42,0.18471348,0.00542625
1_42,0.07508463,0.0046875
1_42,0.07315758,0.0071625
1_42,0.039207313,0.00458125
1_42,0.01748507,0.0020075
1_42,0.01267319,0.0083225
1_42,0.01268653,0.00829875
1_42,0.00087869656,0.00514875
1_42,0.1488026,0.002795
1_42,0.059309192,0.00356875
1_43,0.11478233,0.0076525
1_43,0.3269437,0.0040375
1_43,0.026098521,0.00220875
1_43,0.30159655,0.00424
1_43,0.068503566,0.0300475
1_43,0.0015624736,0.104925
1_43,0.7648626,0.16867125
1_43,0.062579095,0.0041325
1_43,0.14876975,0.00595375
1_43,0.20204167,0.0016475
1_43,0.41413623,0.4732975
1_43,0.005494841,0.21361375
1_43,0.39218846,0.00467875
1_43,0.09288116,0.00816125
1_43,0.19900125,0.001565
1_43,0.32059455,0.00447875
1_45,0.0010119956,0.1077
1_45,0.8950253,0.02244875
1_45,0.057494953,0.00436
1_45,0.9707738,0.00699625
1_45,0.098747134,0.00520125
1_45,0.22157846,0.07714375
1_45,0.31273597,0.44770125
1_45,0.67424303,0.1637525
1_45,0.8924223,0.07826
1_45,0.22157846,0.07714375
1_45,0.39302504,0.02716375
1_45,0.0009233214,0.14925
1_45,0.096418835,0.0079075
1_45,0.00052081584,0.12392
1_45,0.29367054,0.0057925
1_45,0.3271444,0.004165
1_45,0.114824735,0.007545
1_45,0.095899455,0.0041175
1_45,0.049707565,0.00655625
1_45,0.0033768574,0.07791875
1_45,0.114824735,0.007545
1_45,0.70360255,0.00583375
1_45,0.0107019935,0.00543
1_45,0.21179722,0.01895375
1_45,0.21653754,0.0277975
1_45,0.04128518,0.00866
1_45,0.6950814,0.005425
1_45,0.39638993,0.0254175
1_45,0.97749364,0.00403875
1_45,0.073007904,0.01090375
1_45,0.12236265,0.01397375
1_45,0.047357976,0.00603875
1_46,0.883297,0.01669875
1_46,0.6961932,0.00187125
1_46,0.1939531,0.02550375
1_46,0.03589303,0.00211375
1_46,0.12156522,0.001525
1_46,0.12543254,0.00835125
1_46,0.62434936,0.004585
1_46,0.15088317,0.0029625
1_46,0.34892723,0.00344125
1_46,0.24062613,0.0061225
1_46,0.4636323,0.0192325
1_46,0.08600795,0.00556375
1_46,0.073007904,0.01090375
1_47,0.11268051,0.15406501
1_47,0.25890455,0.0367875
1_47,0.037274558,0.00268875
1_47,0.5463765,0.100705
1_47,0.61147255,0.01490375
1_47,0.17337818,0.01139625
1_47,0.021828149,0.0277725
1_47,0.093018524,0.00852625
1_47,0.6227049,0.19210126
1_47,0.2983353,0.0134475
1_47,0.047828507,0.00328875
1_47,0.06161002,0.0043975
1_47,0.034551486,0.11131625
1_47,0.81691235,0.03106625
1_47,0.47861233,0.0062125
1_47,0.0082329335,0.0544
1_47,0.9648403,0.0165925
1_47,0.8104529,0.00573125
1_47,0.089201935,0.0067975
1_49,0.61115247,0.0042025
1_51,0.97173834,0.0085675
1_51,0.58759487,0.00375125
1_51,0.1642239,0.0053425
1_51,0.47835594,0.01080125
1_51,0.0008140367,0.08013125
1_59,0.6586712,0.0057825
1_59,0.13073939,0.43488503
1_59,0.2170067,0.02456
1_59,0.04210525,0.4836475
1_59,0.29369006,0.005785
1_62,0.6062564,0.0153425
1_62,0.8716075,0.00981125
1_62,0.9366918,0.0428575
1_62,0.92524403,0.0063
1_62,0.18553726,0.0065125
1_62,0.45154077,0.00680375
1_62,0.61393785,0.030125
1_62,0.019104822,0.008945
1_62,0.003019422,0.00202125
1_62,0.83602554,0.024415
1_62,0.52422476,0.0069025
1_62,0.9693384,0.0394675
1_62,0.20488596,0.0096725
1_62,0.0205359,0.0303025
1_62,0.76133937,0.00537375
1_62,0.06279646,0.00707
1_62,0.045652416,0.01174875
1_62,0.03510293,0.00294125
1_62,0.38412732,0.0913075
1_62,0.4449224,0.00365
1_62,0.018533044,0.0046625
1_62,0.06729104,0.01043875
1_62,0.7823297,0.02737125
1_62,0.9544853,0.02593625
1_62,0.8699796,0.03407
1_62,0.0073772045,0.00717875
1_62,0.35337552,0.0126275
1_62,0.3387409,0.0050175
1_62,0.11283255,0.00624375
1_62,0.6062564,0.0153425
1_62,0.49061677,0.0186775
1_62,0.6487725,0.01547625
1_62,0.18592383,0.00656875
1_62,0.5269679,0.0039375
1_62,0.367109,0.001725
1_62,0.06999714,0.00238875
1_62,0.8696089,0.0125425
1_62,0.66432106,0.00211
1_62,0.44587195,0.00387125
1_62,0.2531941,0.0416225
1_62,0.054717932,0.0067275
1_62,0.09911421,0.37458622
1_62,0.06999714,0.00238875
1_62,0.66432106,0.00211
1_62,0.367109,0.001725
1_62,0.49061677,0.0186775
1_62,0.5269679,0.0039375
1_62,0.49061677,0.0186775
1_62,0.36089316,0.0197325
1_62,0.8884879,0.0099425
1_62,0.027036663,0.00618125
1_62,0.25932747,0.15957125
1_62,0.39755806,0.0065075
1_62,0.29367054,0.01628
1_62,0.4051235,0.09133
1_62,0.47765318,0.01669
1_62,0.8990643,0.00452375
1_62,0.09168998,0.00635
1_62,0.14984633,0.007215
1_62,0.13490029,0.027885
1_62,0.82297707,0.04685625
1_62,0.3690318,0.02665625
1_62,0.018967735,0.00203875
1_62,0.8161574,0.0046225
1_62,0.21362987,0.1214825
1_62,0.44158134,0.00299375
1_62,0.036658786,0.00241875
1_62,0.72069865,0.0103975
1_62,0.13878155,0.01191
1_62,0.99476445,0.0064425
1_62,0.2662136,0.0056725
1_62,0.9540377,0.00433625
1_62,0.117247514,0.0094925
1_62,0.20639436,0.0069775
1_62,0.17635918,0.00665125
1_62,0.020951621,0.01239875
1_62,0.90088475,0.0123175
1_62,0.15116604,0.02570125
1_62,0.21520302,0.00985125
1_62,0.14314157,0.0607925
1_62,0.56576085,0.00502
1_62,0.05781598,0.01063625
1_62,0.97555524,0.0192125
1_62,0.36579683,0.00391875
1_62,0.010296989,0.002045
1_62,0.37524465,0.0052175
1_62,0.08186605,0.007605
1_62,0.568823,0.0039875
1_62,0.17729147,0.00336375
1_62,0.35791448,0.0017425
1_62,0.88946855,0.005485
1_62,0.1149286,0.0055425
1_62,0.26274693,0.0061775
1_62,0.92159724,0.110985
1_62,0.9962556,0.1131775
1_62,0.6184604,0.08186625
1_62,0.7996955,0.00883375
1_62,0.977951,0.007115
1_62,0.022915721,0.01433125
1_62,0.3424497,0.194225
1_62,0.24547021,0.38902876
1_62,0.27570474,0.15208875
1_62,0.08426683,0.0069425
1_62,0.570974,0.003635
1_62,0.3117596,0.00357375
1_62,0.3369693,0.00636375
1_62,0.11197276,0.00867
1_62,0.013349248,0.0113125
1_62,0.16498612,0.0030675
1_62,0.13930735,0.00505875
1_62,0.41071016,0.00475625
1_62,0.100691065,0.0206575
1_62,0.5955663,0.004605
1_62,0.8087534,0.01562625
1_62,0.63696826,0.005835
1_62,0.1833464,0.00514625
1_62,0.7543602,0.003935
1_62,0.014810818,0.00218875
1_62,0.14388038,0.00550875
1_62,0.62319976,0.0017725
1_62,0.22461455,0.06004375
1_62,0.0032512622,0.03045375
1_62,0.048417494,0.1527125
1_63,0.081678234,0.00717125
1_63,0.084926404,0.00895625
1_63,0.15027347,0.0031725
1_63,0.16169879,0.0062625
1_64,0.6708898,0.03899
1_64,0.12154644,0.013945
1_64,0.5541227,0.02193125
1_70,0.013919678,0.00198375
1_70,0.09173264,0.0064025
1_70,0.31976557,0.00331
1_70,0.09606113,0.00803
1_70,0.16793601,0.0205325
1_70,0.44775864,0.004405
1_70,0.5527476,0.0033675
1_71,0.6523631,0.007295
1_79,0.6920543,0.00586375
1_79,0.5111899,0.00428375
1_80,0.055768237,0.0020675
1_80,0.5878497,0.003505
1_80,0.41394335,0.0045175
1_80,0.6054097,0.00618375
1_80,0.092770875,0.00667125
1_80,0.10393121,0.00837125
1_80,0.22222148,0.0061325
1_80,0.7519984,0.0044575
1_80,0.8419586,0.0234925
1_80,0.17065904,0.0046425
1_80,0.7708737,0.00564125
1_80,0.5159949,0.0177275
1_80,0.046470672,0.02098375
1_80,0.037070766,0.01174875
1_80,0.46526304,0.00458875
1_80,0.03272897,0.00211875
1_80,0.97749716,0.20562126
1_81,0.05322386,0.00404375
1_83,0.8289813,0.02417375
1_83,0.14088118,0.0054925
1_83,0.5670441,0.0074775
1_83,0.07712286,0.0139875
1_83,0.77860564,0.00960625
1_83,0.30821785,0.2760825
1_83,0.017286977,0.01774875
1_83,0.7513788,0.00711125
1_89,0.09898789,0.00480125
1_93,0.51586884,0.00809625
1_93,0.433897,0.03847125
1_93,0.8081925,0.00964125
1_94,0.433897,0.03847125
1_95,0.43401533,0.03748375
1_96,0.5671582,0.034325
1_96,0.5671582,0.034325
1_96,0.34393683,0.2871475
1_96,0.059860714,0.00436125
1_96,0.56788003,0.006195
1_96,0.006816894,0.02168375
1_96,0.6078291,0.205915
1_96,0.1166974,0.0042925
1_96,0.5101848,0.003245
1_96,0.8029215,0.0052875
1_96,0.26783124,0.006085
1_96,0.30502415,0.02018875
1_96,0.059169173,0.002155
1_96,0.04875095,0.00221
1_96,0.16506465,0.0030775
1_96,0.40319967,0.004775
1_96,0.15470695,0.01252625
1_96,0.19740842,0.00637625
1_96,0.86455685,0.022955
1_96,0.038273398,0.00705125
1_96,0.07039533,0.0044775
1_96,0.1243792,0.0091225
1_96,0.32918048,0.003585
1_96,0.18524684,0.00607375
1_96,0.19901761,0.00159625
1_96,0.8746374,0.020715
1_96,0.83628017,0.01403
1_96,0.5333571,0.0227725
1_96,0.024090918,0.02832875
1_96,0.10697736,0.00869
1_96,0.14477019,0.014095
1_96,0.99185354,0.002875
1_96,0.369054,0.00341
1_96,0.075261615,0.00378125
1_96,0.055898927,0.00829125
1_96,0.45573175,0.08948625
1_96,0.1044921,0.01459375
1_96,0.40755698,0.06738125
1_96,0.50185573,0.00885625
1_96,0.0072936197,0.00186875
1_96,0.35708782,0.020795
1_96,0.89440256,0.005025
1_96,0.067255475,0.004905
1_96,0.5622532,0.00363875
1_96,0.59435594,0.0019525
1_96,0.041106716,0.00835375
1_96,0.07932364,0.0174175
1_96,0.75754774,0.00587
1_96,0.04217098,0.016405
1_96,0.0007069411,0.0056725
1_96,0.73646605,0.00565125
1_96,0.1765617,0.12995875
1_96,0.1765617,0.12995875
1_96,0.74651045,0.38364375
1_99,0.008038014,0.0222075
1_99,0.83988,0.3019625
1_99,0.50109875,0.00795375
1_99,0.10231063,0.009125
1_99,0.55813,0.0139925
1_99,0.50137216,0.3729175
1_99,0.08241595,0.02664
1_99,0.17000087,0.003235
1_99,0.016501492,0.00608625
1_99,0.42375708,0.00501125
1_99,0.3997928,0.01413
1_99,0.05563027,0.06260125
1_99,0.04558393,0.0023125
1_99,0.023507655,0.016995
1_99,0.06247431,0.0423025
1_99,0.9692162,0.00523875
1_99,0.2716932,0.009575
1_99,0.48412126,0.021055
1_99,0.50109875,0.00795375
1_99,0.159662,0.00142625
1_99,0.9678899,0.0298075
1_99,0.3414209,0.0110225
1_99,0.6341438,0.12533624
1_99,0.949484,0.0094575
1_99,0.5585317,0.00763625
1_99,0.09976702,0.009135
1_99,0.2392069,0.02964375
1_99,0.039672095,0.02578125
1_99,0.88418424,0.0121925
1_99,0.6805884,0.00195
1_99,0.7368913,0.00588375
1_99,0.05826622,0.02386
1_99,0.40000218,0.00358125
1_99,0.04476209,0.00221125
1_99,0.1105939,0.0087025
1_99,0.8114626,0.01654
1_99,0.30293566,0.01623
1_99,0.95038253,0.00502375
1_99,0.4334081,0.00477875
1_99,0.45807412,0.02020875
1_99,0.053162236,0.01706125
1_99,0.093879975,0.035345
1_99,0.08583238,0.00399
1_99,0.2966833,0.02040625
1_99,0.0029742245,0.0314975
1_99,0.048039127,0.01463875
1_99,0.30390072,0.01659
1_99,0.097835004,0.00490625
1_99,0.07611864,0.01305125
1_99,0.42168322,0.02721875
1_99,0.13998401,0.00769875
1_99,0.022909082,0.02795
1_99,0.0094525,0.03031125
1_99,0.5585317,0.00763625
1_99,0.16915393,0.0060775
1_99,0.13680124,0.01742625
1_99,0.03439154,0.00835375
1_99,0.093879975,0.035345
1_99,0.2467202,0.00494875
1_99,0.85736585,0.00397125
1_99,0.21281612,0.00519375
1_99,0.949484,0.0094575
1_99,0.45807412,0.02020875
1_99,0.50812376,0.0185275
1_99,0.40000218,0.00358125
1_99,0.04476209,0.00221125
1_99,0.75543946,0.01407625
1_99,0.71255374,0.03853625
1_99,0.1814627,0.0048675
1_99,0.8199752,0.0205775
1_99,0.09976702,0.009135
1_99,0.12330514,0.01551375
1_99,0.19181669,0.00307875
1_99,0.52723604,0.0241225
1_99,0.048039127,0.01463875
1_99,0.30390072,0.01659
1_99,0.4844533,0.00341125
1_99,0.5684694,0.0036475
1_99,0.07563592,0.00215875
1_99,0.1105939,0.0087025
1_99,0.2380084,0.00638875
1_99,0.00088183425,0.01335875
1_99,0.26191962,0.01190875
1_99,0.07139784,0.00623125
1_99,0.3418178,0.02038875
1_99,0.00038343348,0.0075625
1_99,0.7368913,0.00588375
1_99,0.047369692,0.00971375
1_99,0.051875077,0.00734625
1_99,0.08583238,0.00399
1_99,0.097835004,0.00490625
1_99,0.071752064,0.011525
1_99,0.07611864,0.01305125
1_99,0.006049148,0.02281375
1_99,0.42168424,0.00749875
1_99,0.46495745,0.00804625
1_99,0.028530871,0.00572
1_99,0.86208355,0.01158375
1_99,0.5680945,0.00635875
1_99,0.9813052,0.0141775
1_99,0.23971741,0.0015975
1_99,0.13998401,0.00769875
1_99,0.05826622,0.02386
1_99,0.96631956,0.0044575
1_99,0.30293566,0.01623
1_99,0.8114626,0.01654
1_99,0.15572864,0.001435
1_99,0.15977298,0.0014825
1_99,0.83172613,0.27333
1_99,0.3047888,0.0048
1_99,0.7221925,0.00616375
1_99,0.089342974,0.00827375
1_99,0.5079508,0.0042925
1_99,0.29299793,0.0220475
1_99,0.31132337,0.004515
1_99,0.65958124,0.00536875
1_100,0.49539128,0.00327625
1_100,0.65988505,0.001865
1_100,0.15055537,0.1605475
1_100,0.46993804,0.02044
1_100,0.22537212,0.014985
1_100,0.39294836,0.00292625
1_100,0.9840762,0.029345
1_100,0.43097278,0.01156625
1_100,0.13039827,0.2845175
1_100,0.10865324,0.2721925
1_100,0.061477315,0.00490125
1_100,0.08665387,0.05674125
1_100,0.050901864,0.12002625
1_100,0.3273424,0.00915625
1_100,0.43911985,0.01366125
1_100,0.00040804062,0.01460625
1_100,0.030528717,0.03103375
1_100,0.008488441,0.01836125
1_100,0.38119897,0.0282625
1_100,0.12766954,0.2581175
1_100,0.016762627,0.02096125
1_100,0.036252804,0.0776575
1_100,0.33826545,0.0153825
1_100,0.061477315,0.00490125
1_100,0.8081232,0.1841525
1_100,0.26243383,0.05371125
1_100,0.09512952,0.00763625
1_100,0.011025338,0.0064125
1_100,0.16001964,0.0033775
1_100,0.05486636,0.00724375
1_100,0.2838326,0.01945625
1_100,0.3273424,0.00915625
1_100,0.1473784,0.0486725
1_100,0.14461295,0.00841125
1_100,0.2515756,0.44608125
1_100,0.89612454,0.008005
1_100,0.016762627,0.02096125
1_100,0.00013251242,0.0799025
1_100,0.059118424,0.00443
1_100,0.38352656,0.022945
1_100,0.047291514,0.02089125
1_100,0.044168156,0.0206225
1_100,0.06305223,0.00437125
1_100,0.14393045,0.30284375
1_100,0.011228075,0.00447625
1_106,0.81679016,0.00481
1_106,0.00031943296,0.00557625
1_106,0.29105088,0.00473375
1_106,0.6290116,0.00187125
1_106,0.34442174,0.00345125
1_106,0.01263515,0.0246775
1_106,0.070954844,0.006765
1_106,0.88258547,0.0085
1_106,0.6472206,0.00326625
1_106,0.22188622,0.059045
1_106,0.07609098,0.00513625
1_106,0.92011195,0.0325625
1_106,0.11886922,0.0211625
1_106,0.06966145,0.0083725
1_106,0.009199937,0.00212125
1_106,0.33403945,0.003525
1_106,0.74504024,0.0096475
1_106,0.14844595,0.00582125
1_106,0.056958314,0.0015425
1_109,0.8084384,0.010165
1_109,0.87350607,0.00674625
1_109,0.5422668,0.00829125
1_109,0.8199856,0.0112525
1_109,0.057264116,0.0016975
1_110,0.04053157,0.02423875
1_110,0.29677498,0.06270125
1_110,0.15202162,0.0064825
1_112,0.7769662,0.00746
1_115,0.23548944,0.19832247
1_117,0.11113181,0.001445
1_117,0.1488026,0.002795
1_119,0.0014681574,0.11172
1_119,0.6443648,0.006615
1_119,0.09645181,0.0078975
1_119,0.642013,0.05259125
1_121,0.32473618,0.00447125
1_121,0.05292418,0.00619125
1_125,0.011370892,0.3969525
1_125,0.056705873,0.0073725
1_125,0.48645258,0.0052275
1_125,0.653531,0.0085075
1_125,0.20067042,0.00380125
1_125,0.20067042,0.00380125
1_125,0.653531,0.0085075
1_125,0.48645258,0.0052275
1_125,0.06437551,0.00497125
1_125,0.15942027,0.01003
1_128,0.16196442,0.02576125
1_129,0.31555068,0.00349375
1_129,0.22308783,0.0277125
1_131,0.019813988,0.0018675
1_137,0.0038434155,0.09709
1_137,0.24744038,0.08557875
1_137,0.13640152,0.00594
1_137,0.0022021118,0.0065625
1_137,0.15764484,0.00516125
1_137,0.117169775,0.01157
1_138,0.01372942,0.03612875
1_141,0.002812073,0.0718875
1_141,0.0034100707,0.006135
1_143,0.54430157,0.00555375
1_143,0.056792494,0.0017075
1_143,0.012504205,0.02139875
1_143,0.5445137,0.01637625
1_143,0.47139025,0.008125
1_143,0.05493274,0.01845
1_143,0.50573546,0.0042475
1_143,0.048190013,0.00599625
1_143,0.03991599,0.0072475
1_143,0.010487554,0.008815
1_143,0.44123802,0.01163125
1_144,0.986703,0.09156
1_144,0.01106193,0.19705375
1_144,0.6530816,0.00219625
1_144,0.0881179,0.0089425
1_144,0.32230705,0.00599125
1_144,0.9556096,0.011955
1_144,0.22439592,0.32675624
1_144,0.00013880519,0.0933575
1_144,0.12651691,0.022165
1_144,0.4279246,0.0515325
1_144,0.88057923,0.00567875
1_144,0.8352769,0.01167125
1_144,0.087095745,0.00771
1_144,0.74896467,0.0324525
1_144,0.66879356,0.006485
1_144,0.43723568,0.043555
1_144,0.48327866,0.0237875
1_144,0.72166055,0.0031225
1_144,0.019767066,0.0103975
1_144,0.044066638,0.00245
1_144,0.07988968,0.00876875
1_144,0.68522924,0.0021625
1_144,0.09484478,0.00962375
1_144,0.45935288,0.00529375
1_144,0.42164922,0.005195
1_144,0.5257175,0.02744375
1_144,0.1413251,0.00583625
1_144,0.0038486412,0.00742625
1_144,0.54659843,0.35404125
1_144,0.5322684,0.00376875
1_144,0.070278175,0.01062125
1_144,0.058209304,0.00732125
1_144,0.037662916,0.00482625
1_144,0.024668606,0.01597125
1_144,0.06591906,0.00495625
1_144,0.21127394,0.0212025
1_144,0.65984994,0.008445
1_144,0.06977005,0.018995
1_144,0.105250135,0.0047875
1_144,0.087095745,0.00771
1_144,0.46621138,0.07922125
1_144,0.2869805,0.0130675
1_144,0.43723568,0.043555
1_144,0.12957714,0.01488375
1_144,0.0043579647,0.483635
1_144,0.032861378,0.00929375
1_144,0.7079339,0.02265375
1_144,0.84264606,0.0346025
1_144,0.10072339,0.00652875
1_144,0.6852119,0.00216375
1_144,0.5236893,0.48092374
1_144,0.09484478,0.00962375
1_144,0.61198807,0.04237625
1_144,0.16527146,0.008595
1_144,0.42164922,0.005195
1_144,0.070278175,0.01062125
1_144,0.45935288,0.00529375
1_144,0.18802059,0.001765
1_144,0.39477003,0.003965
1_144,0.058209304,0.00732125
1_144,0.84290403,0.03894
1_144,0.058209304,0.00732125
1_144,0.2869805,0.0130675
1_144,0.68522924,0.0021625
1_144,0.45935288,0.00529375
1_144,0.024097651,0.374395
1_144,0.9778993,0.00555
1_144,0.06977005,0.018995
1_144,0.0029956447,0.01540875
1_144,0.41915864,0.03245375
1_144,0.4078096,0.0323075
1_144,0.13813432,0.0195125
1_144,0.70959866,0.0128725
1_144,0.83368766,0.00601625
1_144,0.19140635,0.01146875
1_144,0.837414,0.0198275
1_144,0.89375925,0.00974625
1_144,0.1435703,0.0054875
1_144,0.6544726,0.00510625
1_144,0.0025274672,0.2638125
1_144,0.0037440124,0.010455
1_144,0.1435703,0.0054875
1_144,0.16122077,0.0066125
1_144,0.5912553,0.006615
1_144,0.22004054,0.088555
1_144,0.04749199,0.00612375
1_145,0.5467567,0.00444375
1_145,0.88838375,0.013695
1_145,0.3484208,0.01064875
1_145,0.10301794,0.00474375
1_146,0.808442,0.006385
1_146,0.18702258,0.03424875
1_146,0.5574877,0.00875125
1_146,0.09645181,0.0078975
1_146,0.08969261,0.0063925
1_146,0.4268701,0.00438875
1_146,0.14363779,0.00283
1_146,0.31705543,0.003295
1_146,0.0065072672,0.00533125
1_146,0.047729023,0.00600625
1_146,0.678402,0.007105
1_146,0.27085847,0.005985
1_146,0.17831965,0.005225
1_146,0.7307359,0.00743875
1_146,0.30715832,0.00510375
1_146,0.14174086,0.005635
1_146,0.30715832,0.00510375
1_146,0.9405915,0.0069475
1_146,0.7639937,0.00843
1_146,0.8923555,0.00816875
1_146,0.8807642,0.00467625
1_146,0.32072902,0.00515
1_146,0.42371684,0.01068375
1_146,0.4358703,0.13458875
1_146,0.7474612,0.032015
1_146,0.050271764,0.00603
1_146,0.28299758,0.00582
1_146,0.71834326,0.00692875
1_146,0.44498515,0.0043325
1_146,0.44906625,0.00444125
1_146,0.25697422,0.0034225
1_146,0.053062197,0.019905
1_146,0.06366045,0.00501625
