block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir
4_824,30,3,5.216567305218976,0.0033177093188826,0.0040451502270778,Chr4,7549137.0,20,10,7545540,4,0.05393609,up-in-warm
1_2192,148,22,6.365186896376475,2.860140508947019e-19,0.0040839545264796,Chr1,16559724.0,90,58,16550979,55,0.03957621,up-in-warm
1_5081,4,1,4.9229351507823775,0.03940399,0.0041618936709054,Chr1,28928706.0,4,0,28928706,1,0.16061191,up-in-warm
3_207,14,3,5.016727773756922,0.0003351416785493,0.0042583906102369,Chr3,1999116.0,11,3,2002508,1,0.12987454,up-in-warm
1_2271,9,5,4.952511700071426,1.2185368570000051e-08,0.004340034886976,Chr1,16923431.0,7,2,16923431,140,0.092849284,up-in-warm
3_989,3,3,4.882544907891345,1.0000000000000027e-06,0.0043852640398797,Chr3,9072774.0,3,0,9073072,1,0.16131951,up-in-warm
4_506,13,5,4.976386172752415,1.2037294519127428e-07,0.0044799932829294,Chr4,5809393.0,10,3,5810466,1,0.056823783,up-in-warm
3_589,91,29,5.7308016786569205,2.6611948995490527e-35,0.0046857185442802,Chr3,6379685.0,62,29,6365763,584,0.0709937,up-in-warm
1_4506,4,3,4.834285281645671,3.97000000000001e-06,0.0048606117261447,Chr1,25332119.0,4,0,25332443,418,0.19042577,up-in-warm
2_1926,10,5,4.891575939663682,2.4167843198740106e-08,0.0049061344693031,Chr2,17992729.0,10,0,17992080,1,0.12885812,up-in-warm
1_4527,26,6,5.027123732883512,1.938743051675812e-07,0.0051465705287303,Chr1,25425185.0,21,5,25425185,1,0.103979714,up-in-warm
2_2000,9,3,4.850038359068575,8.029476538112821e-05,0.0051730245525882,Chr2,18723512.0,7,2,18721452,1,0.07450582,up-in-warm
5_2151,8,6,4.835005609753039,2.7522100000000148e-11,0.0052145961443536,Chr5,18837217.0,8,0,18834573,1,0.11327764,up-in-warm
5_3041,2,2,4.77211401942211,0.0001,0.0052216028998537,Chr5,26251946.0,2,0,26251946,1,0.05025024,up-in-warm
4_2082,7,3,4.809974139114729,3.396253015000008e-05,0.0053469198233851,Chr4,10327919.0,7,0,10327919,1,0.08336713,up-in-warm
2_1318,13,3,4.819647415907278,0.0002653052947172,0.0058280179088987,Chr2,12316868.0,11,2,12316829,1,0.13599794,up-in-warm
3_1549,51,13,5.194321507037492,3.3421333560650308e-15,0.0058284779829714,Chr3,13933734.0,34,17,13837319,1,0.04928894,up-in-warm
2_432,24,2,4.873713593354753,0.0238544311183037,0.0063713552148418,Chr2,1175489.0,19,5,1175916,1,0.05480754,up-in-warm
1_863,6,4,4.694992838586567,1.476100000000005e-07,0.0063819029244124,Chr1,7466520.5,6,0,7466462,1,0.057092953,up-in-warm
4_1770,6,3,4.694456442294954,1.955359000000005e-05,0.0063876332502932,Chr4,9668905.0,6,0,9668795,64,0.06946238,up-in-warm
1_4551,15,4,4.7826652547007,1.249758524472626e-05,0.0063982463219088,Chr1,25487988.0,14,1,25486982,1003,0.096443936,up-in-warm
2_296,5,3,4.673632492976343,9.850600000000027e-06,0.0065050062542996,Chr2,835076.0,4,1,835185,1,0.09453592,up-in-warm
2_950,8,3,4.693492835380462,5.393332119790015e-05,0.0066126158935673,Chr2,9371114.0,7,1,9371114,1,0.09621926,up-in-warm
1_2452,2,2,4.633822714130101,0.0001,0.0066154173236092,Chr1,17916329.0,2,0,17916329,1,0.05682394,up-in-warm
5_2813,35,8,4.949289086079333,1.8500682554728814e-09,0.0066858238146281,Chr5,23675880.0,27,8,23673780,1,0.07113083,up-in-warm
3_1126,3,1,4.604474485006529,0.029701,0.0070655539500956,Chr3,9866871.0,3,0,9867022,1,0.09654507,up-in-warm
1_923,2,2,4.590497464237363,0.0001,0.0071151507312746,Chr1,7670864.0,2,0,7670864,2,0.074713625,up-in-warm
5_1031,43,5,4.9675125269437865,7.01407919082506e-05,0.0072905033309094,Chr5,14999875.0,28,15,15001954,535,0.037366495,up-in-warm
2_1090,9,3,4.640065815967227,8.029476538112821e-05,0.007336265602955,Chr2,10273950.0,7,2,10273760,120,0.055346504,up-in-warm
4_2806,23,10,4.771497023165226,1.0160486804431892e-14,0.0073703714566201,Chr4,15955796.0,20,3,15957500,1,0.082519665,up-in-warm
1_1575,4,2,4.580943496258052,0.00059203,0.007467087184946,Chr1,10628241.0,4,0,10628241,1,0.13659951,up-in-warm
1_660,14,6,4.659600864076266,2.803275440129146e-09,0.0076809886868876,Chr1,5520735.0,8,6,5520736,7319,0.06081235,up-in-warm
1_4673,22,7,4.730542319191832,1.4950000972233536e-09,0.0077412803832921,Chr1,26155819.0,17,5,26155631,107,0.061439812,up-in-warm
2_1687,34,7,4.839739898711903,4.2451067784965674e-08,0.0077818609773856,Chr2,16348393.0,28,6,16370512,59,0.08755564,up-in-warm
4_2610,11,3,4.621227103753009,0.000155372629155,0.0078023940727843,Chr4,13073693.0,9,2,13073693,1,0.03508787,up-in-warm
5_573,2,2,4.526819968151624,0.0001,0.0079100634278181,Chr5,7386458.5,2,0,7386580,1,0.090091035,up-in-warm
5_2126,157,28,5.898441296672394,2.2144113156535527e-26,0.0079653056595424,Chr5,18495848.0,103,54,18505153,478,0.044288084,up-in-warm
2_1925,7,2,4.53854422777098,0.00203104163494,0.0083863256023778,Chr2,17987318.0,6,1,17987318,1,0.101088464,up-in-warm
5_2465,34,12,4.775073538043952,4.4720691806499755e-16,0.0085724846705945,Chr5,21785348.0,24,10,21785348,1,0.06004363,up-in-warm
1_2178,114,19,5.447011598207529,8.182429910996226e-18,0.0089263216570105,Chr1,16205899.0,82,32,16178484,1,0.045600682,up-in-warm
5_2560,2,2,4.4515179628828925,0.0001,0.0089500305886729,Chr5,22192366.0,2,0,22192366,1,0.060200073,up-in-warm
2_945,97,17,5.295791373369158,1.7703072678735532e-16,0.0090079604476633,Chr2,9278549.0,62,35,9233951,994,0.052896135,up-in-warm
1_1604,6,2,4.471642903481431,0.001460447605,0.0091997925680696,Chr1,10909934.0,6,0,10909934,1,0.060766507,up-in-warm
1_168,18,9,4.58187309294448,4.4821966960218986e-14,0.0092021202824247,Chr1,1100501.0,16,2,1101439,1,0.08951864,up-in-warm
5_3090,2,2,4.4100042022143455,0.0001,0.0095731007706969,Chr5,26507082.5,2,0,26507099,1,0.079454586,up-in-warm
5_443,44,11,4.770172585628118,5.661310735716573e-13,0.0098392629231721,Chr5,4934064.0,34,10,4956091,1,0.05948075,up-in-warm
1_4193,38,9,4.715545448340802,1.2545942345430492e-10,0.00986196469563,Chr1,24361331.5,26,12,24365035,1,0.050225496,up-in-warm
5_2350,9,3,4.454668568223601,8.029476538112821e-05,0.0098725440656554,Chr5,20290403.0,4,5,20290403,1,0.007209273,up-in-warm
3_2768,6,3,4.422236514883679,1.955359000000005e-05,0.0099534590432165,Chr3,18526006.0,5,1,18526006,1,0.085116096,up-in-warm
3_47,9,4,4.448396771566044,1.2104328314440042e-06,0.0099703291043895,Chr3,873266.0,7,2,872186,334,0.103046566,up-in-warm
4_1957,12,3,4.470795020716875,0.0002056160777666,0.0100444069787345,Chr4,10101155.0,9,3,10103520,94,0.064331986,up-in-warm
3_1205,3,2,4.380402685124197,0.000298,0.0101873142445567,Chr3,10348992.0,3,0,10348992,2,0.07919807,up-in-warm
1_1009,2,2,4.36798413986204,0.0001,0.0102420574620201,Chr1,7803778.0,2,0,7803778,1,0.12043977,up-in-warm
3_542,3,3,4.36616604622397,1.0000000000000027e-06,0.0104211617511994,Chr3,5508812.0,3,0,5508812,1,0.111676835,up-in-warm
1_855,7,3,4.389818212207084,3.396253015000008e-05,0.0106255118653229,Chr1,7452254.0,6,1,7452254,1,0.09043999,up-in-warm
5_1060,2,2,4.333353274112759,0.0001,0.0108236689062212,Chr5,15254188.0,2,0,15254188,1,0.056384064,up-in-warm
4_3051,11,5,4.390405029460481,4.39389263361612e-08,0.0112177548723853,Chr4,18374449.0,9,2,18377626,240,0.10745441,up-in-warm
3_2854,14,5,4.415147290419269,1.8568942838635482e-07,0.0112462162966263,Chr3,18858657.0,12,2,18858617,1,0.09790699,up-in-warm
5_1526,10,2,4.340150122902137,0.0042662002428314,0.0119547553928713,Chr5,16643778.0,8,2,16643778,2,0.0988492,up-in-warm
5_2619,5,5,4.291266389375775,1.0000000000000043e-10,0.0120543537244355,Chr5,22529221.0,5,0,22529221,1,0.078542806,up-in-warm
1_3493,5,3,4.278707197927696,9.850600000000027e-06,0.0122912780528058,Chr1,22585457.0,4,1,22585187,1,0.12530005,up-in-warm
4_2412,12,4,4.336036379376151,4.642283320235311e-06,0.0123505906111565,Chr4,11695575.0,10,2,11697505,89,0.06402486,up-in-warm
3_1497,4,2,4.2633264825229,0.00059203,0.012419913101526,Chr3,11919983.0,3,1,11920047,214,0.094835855,up-in-warm
5_597,7,1,4.277821270996989,0.06793465209301,0.0126396682337244,Chr5,7430793.0,5,2,7429767,1906,0.054816157,up-in-warm
2_938,7,3,4.259978404864079,3.396253015000008e-05,0.0129893310596009,Chr2,9171839.0,7,0,9171839,1,0.073403835,up-in-warm
1_1958,1,1,4.206522181952828,0.01,0.0130318602400257,Chr1,11955276.0,1,0,11955276,26,0.09555804,up-in-warm
4_3052,36,6,4.4954389656897495,1.5055115859164043e-06,0.013163345445002,Chr4,18424481.0,29,7,18393117,1,0.04671286,up-in-warm
1_4372,4,1,4.215361640260478,0.03940399,0.0133739002042133,Chr1,24854487.0,4,0,24854487,1,0.16309884,up-in-warm
5_703,2,1,4.195701509313609,0.0199,0.0134287899307891,Chr5,8279680.5,1,1,8280719,1003,0.054159626,up-in-warm
2_887,2,2,4.195598247027432,0.0001,0.0134309315364138,Chr2,8128292.5,2,0,8122054,1082,0.21574773,up-in-warm
1_277,2,2,4.191207620096278,0.0001,0.013522264081856,Chr1,2695944.0,2,0,2695944,1,0.092858836,up-in-warm
5_2714,3,2,4.194980721508276,0.000298,0.0136205365091797,Chr5,22966982.0,3,0,22966982,1,0.04487836,up-in-warm
4_2405,122,26,5.157100323566765,9.758547453616923e-27,0.0136460757587876,Chr4,11643460.0,80,42,11638552,1,0.045098443,up-in-warm
1_230,5,2,4.202125358929282,0.0009801496,0.0138250680242051,Chr1,1896750.0,5,0,1896750,1,0.110936426,up-in-warm
5_928,5,2,4.197629878800706,0.0009801496,0.0139200212687596,Chr5,13706792.0,4,1,13706792,1,0.046802886,up-in-warm
3_543,3,2,4.160841596359593,0.000298,0.0143512652407864,Chr3,5509150.0,3,0,5509150,1,0.09840438,up-in-warm
5_481,1,1,4.131812089985178,0.01,0.0146246553207373,Chr5,5706303.0,1,0,5706303,181,0.090333916,up-in-warm
5_169,1,1,4.129202569074362,0.01,0.0146831924428725,Chr5,992369.0,1,0,992369,1,0.12295327,up-in-warm
1_4183,28,6,4.350929230024846,3.118538418326634e-07,0.0146987565585239,Chr1,24340496.0,21,7,24340609,351,0.07960796,up-in-warm
4_688,8,3,4.178518482266871,5.393332119790015e-05,0.0148769026654769,Chr4,6623642.0,7,1,6623642,1,0.07055969,up-in-warm
4_2945,4,2,4.128051645346088,0.00059203,0.0152734512079691,Chr4,17422407.0,4,0,17422232,1,0.15681572,up-in-warm
2_694,19,4,4.245740572217645,3.437030184053091e-05,0.0153821553847648,Chr2,6286337.0,12,7,6286337,146,0.05572939,up-in-warm
4_2418,18,3,4.226351793048536,0.0007291598430539,0.015633772918686,Chr4,11722931.0,15,3,11722931,1,0.08115705,up-in-warm
4_2628,9,4,4.145706003452737,1.2104328314440042e-06,0.0158105846126659,Chr4,13213356.0,9,0,13213356,1,0.11398905,up-in-warm
1_704,3,1,4.096592026310707,0.029701,0.0158183258897506,Chr1,6182965.0,3,0,6182966,1,0.08230417,up-in-warm
5_278,2,1,4.086607370941339,0.0199,0.0158622035029651,Chr5,1916678.5,2,0,1916537,1,0.047817394,up-in-warm
5_105,3,1,4.07845726320858,0.029701,0.0162549971864206,Chr5,758161.0,3,0,757861,3,0.08808866,up-in-warm
4_723,5,2,4.094006779917205,0.0009801496,0.0162698963259582,Chr4,6874895.0,4,1,6874895,1,0.047418743,up-in-warm
1_4297,17,1,4.180857606739214,0.1570568066160732,0.0164970879384139,Chr1,24542679.0,16,1,24544223,96,0.07945066,up-in-warm
2_865,3,1,4.061668455527434,0.029701,0.0166684230924425,Chr2,7962064.0,3,0,7962064,250,0.25689915,up-in-warm
3_427,1,1,4.038074679622271,0.01,0.0168576718406348,Chr3,3503130.0,1,0,3503130,530,0.104367375,up-in-warm
1_4362,7,1,4.084669694398439,0.06793465209301,0.0168930963121807,Chr1,24723529.0,7,0,24723529,8,0.098887645,up-in-warm
3_913,3,2,4.033859297447394,0.000298,0.0173730199797995,Chr3,8923479.0,3,0,8923308,147,0.10874521,up-in-warm
1_4575,4,2,4.039388730375348,0.00059203,0.017435087866458,Chr1,25661467.0,4,0,25661467,1,0.15203765,up-in-warm
3_3007,6,2,4.054064575653985,0.001460447605,0.0174652117996264,Chr3,19545282.0,6,0,19545282,1,0.06915445,up-in-warm
5_455,14,2,4.108706130214104,0.0084012440111661,0.0176800095421965,Chr5,5271532.0,12,2,5262745,1218,0.023118397,up-in-warm
1_4181,3,1,4.0178266226906425,0.029701,0.0177906824491104,Chr1,24335803.0,3,0,24335803,1,0.14322661,up-in-warm
5_685,57,12,4.425921157017321,4.662121353335555e-13,0.0180441255355872,Chr5,8137981.0,40,17,8137983,1,0.04682627,up-in-warm
3_67,4,1,4.011617927016312,0.03940399,0.0181637527707489,Chr3,1183704.5,4,0,1178300,1,0.15539053,up-in-warm
5_767,229,42,5.646546041916212,2.673776752359312e-39,0.0183891350432543,Chr5,9038513.0,123,106,9016292,347,0.023698447,up-in-warm
3_3083,4,1,4.000124879110341,0.03940399,0.0184728206941612,Chr3,20068697.0,4,0,20068697,1,0.13513982,up-in-warm
1_1740,5,2,4.006917759402737,0.0009801496,0.0185000644429387,Chr1,11320770.0,4,1,11320767,754,0.08069925,up-in-warm
1_376,2,1,3.979927778584928,0.0199,0.0185980641315909,Chr1,3058571.0,2,0,3058714,105,0.07122852,up-in-warm
4_2849,3,3,3.981413777841984,1.0000000000000027e-06,0.0187711820336815,Chr4,16794138.0,3,0,16793606,413,0.055832654,up-in-warm
1_4113,4,3,3.98791224612028,3.97000000000001e-06,0.0188061362476493,Chr1,24059603.0,4,0,24059603,1,0.118348375,up-in-warm
4_363,26,0,4.151709269609215,1.0,0.0189596957813159,Chr4,4748008.5,23,3,4746579,1,0.084013954,up-in-warm
5_1211,287,41,5.965358370158545,7.901594934221602e-34,0.0195705327922092,Chr5,15700318.0,175,112,15698568,1751,0.032739963,up-in-warm
3_2221,1,1,3.927991060998453,0.01,0.0198464450692047,Chr3,16914289.0,1,0,16914289,1,0.091488324,up-in-warm
3_568,1,1,3.927991060998453,0.01,0.0198464450692047,Chr3,5993374.0,1,0,5993374,1,0.091488324,up-in-warm
3_2432,1,1,3.927991060998453,0.01,0.0198464450692047,Chr3,17282183.0,1,0,17282183,59,0.091488324,up-in-warm
3_3373,1,1,3.927991060998453,0.01,0.0198464450692047,Chr3,23224487.0,1,0,23224487,1,0.091488324,up-in-warm
4_2473,7,4,3.9723586289976174,3.416698000000012e-07,0.0198893080724792,Chr4,11953090.0,5,2,11953090,1,0.05693034,up-in-warm
2_1405,6,2,3.964357596628981,0.001460447605,0.0198999465352355,Chr2,13060258.0,5,1,13061852,1,0.1492498,up-in-warm
3_2570,1,1,3.9167985268161374,0.01,0.0201740921942125,Chr3,17562578.0,1,0,17562578,55,0.09847098,up-in-warm
3_3295,1,1,3.913890855338676,0.01,0.0202599573083698,Chr3,23014750.0,1,0,23014750,1510,0.092493035,up-in-warm
3_789,1,1,3.9124187506016375,0.01,0.0203035473700248,Chr3,8262655.0,1,0,8262655,1,0.098798685,up-in-warm
4_2539,7,3,3.957545568094607,3.396253015000008e-05,0.0203162893605367,Chr4,12313184.0,6,1,12313184,1,0.088435814,up-in-warm
5_682,26,7,4.0999258591234655,5.5675909245698525e-09,0.0203420924066679,Chr5,8096096.0,20,6,8096096,1,0.06393851,up-in-warm
5_1631,4,2,3.933211175750843,0.00059203,0.0203625536873793,Chr5,16856004.5,3,1,16856016,255,0.044024218,up-in-warm
1_2451,11,3,3.982809434482773,0.000155372629155,0.0204611343912707,Chr1,17899956.0,8,3,17898907,58,0.028237306,up-in-warm
3_330,8,3,3.957120652172727,5.393332119790015e-05,0.0205494695577937,Chr3,2987368.5,6,2,2986653,1,0.129617,up-in-warm
1_2449,1,1,3.897322625585411,0.01,0.02075516036759,Chr1,17890251.0,1,0,17890251,2,0.06893341,up-in-warm
1_4553,1,1,3.897322625585411,0.01,0.02075516036759,Chr1,25489147.0,1,0,25489147,1,0.06893341,up-in-warm
2_1174,103,22,4.64754684066913,6.981249419096434e-23,0.0207670000889493,Chr2,10754662.0,73,30,10778691,1,0.04947151,up-in-warm
3_444,46,12,4.228534429162224,2.8396245125411572e-14,0.0208862347586513,Chr3,3566374.0,34,12,3569177,1,0.090452485,up-in-warm
1_4552,1,1,3.8919307833255674,0.01,0.0209185101358185,Chr1,25488245.0,1,0,25488245,68,0.069245666,up-in-warm
1_2336,2,2,3.886297793087525,0.0001,0.0213207537163573,Chr1,17220992.0,2,0,17220753,1,0.27220532,up-in-warm
3_969,1,1,3.8751161799916014,0.01,0.0214349253184862,Chr3,8987378.0,1,0,8987378,1,0.10524209,up-in-warm
4_2439,107,16,4.6297828897491655,1.8362397389754383e-14,0.0218674604605227,Chr4,11841848.0,57,50,11854385,237,0.01954317,up-in-warm
5_966,1,1,3.8607151188734328,0.01,0.0218857442212226,Chr5,14546383.0,1,0,14546383,2442,0.063732825,up-in-warm
1_3700,5,3,3.887842495566768,9.850600000000027e-06,0.0219665983262409,Chr1,22941741.0,4,1,22941738,2,0.09684937,up-in-warm
4_346,417,61,6.635637020430184,3.885467177131602e-50,0.0221063343063411,Chr4,3507233.0,249,168,3671642,285,0.037296508,up-in-warm
1_1059,4,2,3.875831568134868,0.00059203,0.0221111581684423,Chr1,7918238.0,4,0,7918238,1,0.11362691,up-in-warm
5_2496,1,1,3.852129177658557,0.01,0.0221583140871095,Chr5,21981064.0,1,0,21981064,390,0.15505353,up-in-warm
1_4920,44,13,4.163467301038504,3.888574165834938e-16,0.0222710977464518,Chr1,27039869.0,36,8,27009118,109,0.094994664,up-in-warm
3_84,2,1,3.8544754801332624,0.0199,0.0223197600938758,Chr3,1342332.0,2,0,1342332,1,0.05099688,up-in-warm
5_2622,1,1,3.846527495334784,0.01,0.0223376853188682,Chr5,22538178.0,1,0,22538178,3,0.061871868,up-in-warm
2_1892,10,1,3.911198442980376,0.0956179249911955,0.0223907500447483,Chr2,17572152.0,10,0,17572152,1,0.051703043,up-in-warm
5_1278,7,4,3.888764455800621,3.416698000000012e-07,0.022402050741095,Chr5,16056670.0,6,1,16056925,1,0.10150189,up-in-warm
5_307,1,1,3.8411715476846338,0.01,0.0225103317912566,Chr5,2359698.0,1,0,2359698,768,0.061714966,up-in-warm
3_2039,4,2,3.8624497102341504,0.00059203,0.022536707707776,Chr3,16625224.0,3,1,16625186,81,0.06627811,up-in-warm
1_2436,1,1,3.839575629382496,0.01,0.0225619925445206,Chr1,17715269.0,1,0,17715269,189,0.18046868,up-in-warm
2_758,76,6,4.379691757806818,0.0001201383826087,0.0226393187578419,Chr2,6935083.5,44,32,6920813,1,0.03266584,up-in-warm
2_547,12,2,3.9150079759613305,0.0061745377728247,0.0227314817863754,Chr2,2293078.5,8,4,2292320,57,0.04423133,up-in-warm
1_2107,1,1,3.8183180302787703,0.01,0.0232596994358337,Chr1,13145167.0,1,0,13145167,77,0.07154568,up-in-warm
5_2609,1,1,3.816338114337929,0.01,0.0233255980266919,Chr5,22340468.0,1,0,22340468,323,0.061559357,up-in-warm
5_2468,1,1,3.8078896989314095,0.01,0.0236085594684213,Chr5,21787415.0,1,0,21787415,69,0.07834471,up-in-warm
1_4690,124,20,4.671827101625403,2.2244772837604198e-18,0.0237558874986126,Chr1,26235171.0,79,45,26245183,141,0.05142534,up-in-warm
2_145,59,9,4.210949779098434,8.004262867983367e-09,0.0239816634807329,Chr2,455402.0,42,17,456420,1,0.04555808,up-in-warm
1_1925,2,1,3.804051549303983,0.0199,0.0239834600276156,Chr1,11688375.0,1,1,11688155,811,0.03037766,up-in-warm
1_3129,12,3,3.874484996225002,0.0002056160777666,0.0240379084204639,Chr1,21872595.0,7,5,21870787,155,0.019750742,up-in-warm
1_936,2,1,3.79958271327438,0.0199,0.0241358067753868,Chr1,7702392.0,2,0,7702293,1,0.117190704,up-in-warm
