block,chrom,mid_pos,SNPs,Z,Z_pVal,top_candidate_p,dir,n_up,n_dn,gene,gene_name,flower_locus
1_211,Chr1,1588433.0,21,4.4178735371479085,0.0113363456448452,4.7698504587915924e-08,up-in-warm,14,7,AT1G05410,AT1G05410,
1_4598,Chr1,25882200.0,17,4.406210249447351,0.0114024392185363,2.1444754139828896e-05,up-in-warm,11,6,AT1G68840,AT1G68840,
4_961,Chr4,7927169.0,6,4.375963656979519,0.011590559732908,1.955359000000005e-05,up-in-warm,5,1,,,
2_968,Chr2,9540355.5,8,4.372277066815389,0.0117036638192316,5.393332119790015e-05,up-in-warm,5,3,AT2G22470,AT2G22470,
3_268,Chr3,2381405.5,2,4.357016424487759,0.011805668624094,0.0001,up-in-warm,2,0,AT3G07425,AT3G07425,
1_4183,Chr1,24340496.0,28,4.388432190906111,0.0120337443855819,9.847533529721731e-09,up-in-warm,16,12,AT1G65481,AT1G65481,
3_589,Chr3,6379685.0,91,4.549785045127232,0.0121899511687477,9.134192912508842e-20,up-in-warm,49,42,AT3G18480,AT3G18480,
4_1091,Chr4,8050717.5,2,4.327703411124418,0.0123083991274161,0.0001,up-in-warm,2,0,AT4G13930,AT4G13930,
4_1190,Chr4,8173350.0,7,4.326151512038716,0.01246301343189,3.396253015000008e-05,up-in-warm,7,0,AT4G14160,AT4G14160,
2_1720,Chr2,16763539.0,53,4.416989948161951,0.0125002630095231,1.3174932996934355e-10,up-in-warm,35,18,,,
2_1980,Chr2,18498608.0,37,4.363912546859266,0.0127603644366041,9.661258829290856e-11,up-in-warm,25,12,AT2G44840,AT2G44840,
4_2439,Chr4,11841848.0,107,4.565178663554852,0.0128343998926783,1.484423393519176e-06,down-in-warm,57,50,AT4G22470,AT4G22470,
5_972,Chr5,14771078.0,14,4.314770805659346,0.0128579717868023,0.0084012440111661,up-in-warm,14,0,AT5G37300,AT5G37300,
5_41,Chr5,331714.0,13,4.305808075989507,0.0129895058814709,6.652021264699332e-06,up-in-warm,11,2,AT5G01850,AT5G01850,
3_630,Chr3,7011193.0,47,4.356602024380082,0.013274696309147,4.429422065599407e-07,up-in-warm,26,21,AT3G20110,AT3G20110,
5_628,Chr5,7991071.0,8,4.278485006446087,0.0133493936853039,5.393332119790015e-05,up-in-warm,5,3,AT5G23690,AT5G23690,
5_774,Chr5,9088522.0,16,4.283791596978214,0.0134792308200103,1.653063641103466e-05,up-in-warm,12,4,AT5G26010,AT5G26010,
5_698,Chr5,8265980.0,5,4.254511627457014,0.0137213207689038,0.0009801496,up-in-warm,5,0,AT5G24290,AT5G24290,
1_660,Chr1,5520735.0,14,4.260239969140164,0.0138612317661319,9.238553999224518e-06,up-in-warm,10,4,AT1G16110,AT1G16110,
