block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir
2_296,7,4,5.3621646089366095,3.416698000000012e-07,0.0003478879633815,Chr2,835185.0,5,2,835013,1,0.006484882,up-in-warm
4_866,9,4,5.421171351138862,1.2104328314440042e-06,0.0003683757756185,Chr4,7641047.0,8,1,7641109,1,0.004270909,up-in-warm
3_2640,2,2,5.134890700775591,0.0001,0.000374692191394,Chr3,17712962.0,2,0,17712893,2,0.00074192596,up-in-warm
5_775,740,70,4.546040547897631,2.6480177315620576e-44,0.0004826782658921,Chr5,9181108.0,387,353,9142664,1,0.0008542598,up-in-warm
5_1096,8,3,5.093353680079651,5.393332119790015e-05,0.0008012182863826,Chr5,15320037.0,1,7,15318650,712,-0.014083188,down-in-warm
1_214,3,2,4.846413805577646,0.000298,0.0009167999324168,Chr1,1598199.0,0,3,1598199,331,-0.03793028,down-in-warm
1_2535,6,3,4.960495396905502,1.955359000000005e-05,0.0009248678805596,Chr1,18747465.0,2,4,18747180,81,-0.023618342,down-in-warm
1_3507,5,2,4.886645086063562,0.0009801496,0.0010125654213005,Chr1,22592596.0,4,1,22592596,707,0.026611159,up-in-warm
5_126,74,13,7.180395411014192,5.929051346210576e-13,0.0013518391414568,Chr5,817743.0,38,36,817696,1,0.0032703944,up-in-warm
1_1800,5,3,4.747544249324593,9.850600000000027e-06,0.001444383989793,Chr1,11388259.0,5,0,11389195,1,0.005682056,up-in-warm
1_4136,10,2,4.930961396866618,0.0042662002428314,0.0014734981887288,Chr1,24105378.0,4,6,24105378,1,1.3456913e-05,up-in-warm
1_4068,3,2,4.65665221130352,0.000298,0.0014946383956754,Chr1,24010526.0,1,2,24010589,125,-0.023959978,down-in-warm
1_3879,3,2,4.572917200831154,0.000298,0.0018425637391156,Chr1,23448013.0,3,0,23448013,1,0.00059729867,up-in-warm
1_923,2,1,4.502840659674069,0.0199,0.0019920647566272,Chr1,7670864.0,2,0,7670864,2,0.0006506763,up-in-warm
3_621,6,3,4.651431508650193,1.955359000000005e-05,0.0020143961112811,Chr3,6776661.0,2,4,6776661,1,-0.005729057,down-in-warm
1_4665,71,9,6.892074428589352,4.258665770045131e-08,0.0020304107364409,Chr1,26150304.0,34,37,26151494,1,-9.450671e-05,down-in-warm
1_1219,5,3,4.54737966147021,9.850600000000027e-06,0.0023633736951524,Chr1,8884787.0,5,0,8884940,90,0.0017397141,up-in-warm
1_2174,4,2,4.497119554133492,0.00059203,0.0024340422297843,Chr1,16156443.0,0,4,16156771,105,-0.023191446,down-in-warm
1_2265,9,0,4.653672756844332,1.0,0.0026271251759605,Chr1,16874531.0,3,6,16874201,186,-0.0008853976,down-in-warm
5_1526,10,4,4.6440087994530215,2.001276156940847e-06,0.0029317999843325,Chr5,16643778.0,9,1,16643473,1,0.007935413,up-in-warm
5_535,48,13,5.968612837462723,1.3922220998833342e-15,0.0029916548245285,Chr5,6679393.0,23,25,6612756,1,-0.00039283754,down-in-warm
2_1090,9,2,4.538991597545619,0.0034357300178462,0.0034288124145601,Chr2,10273950.0,7,2,10273760,120,0.022535238,up-in-warm
5_891,611,60,7.22319040638574,3.781885373233092e-39,0.003799506638007,Chr5,10645429.0,292,319,10655877,1,1.9661342e-05,up-in-warm
1_704,3,1,4.227132126720353,0.029701,0.0041959729201597,Chr1,6182965.0,3,0,6182966,1,0.0006690111,up-in-warm
1_1122,34,5,5.325841388247082,2.184798788405562e-05,0.0042929714459648,Chr1,8361506.0,16,18,8361506,3542,-0.002708347,down-in-warm
1_277,2,1,4.173683622690324,0.0199,0.0043516830468839,Chr1,2695944.0,2,0,2695944,1,0.00074578635,up-in-warm
4_225,1,1,4.123923814094818,0.01,0.004474599627678,Chr4,2119044.0,1,0,2119044,119,0.0007072593,up-in-warm
1_240,53,4,5.89435691696123,0.0019819916499195,0.0048335424490922,Chr1,2322071.0,19,34,2322071,239,-0.004149253,down-in-warm
2_1001,9,3,4.368632831505948,8.029476538112821e-05,0.0050273911255074,Chr2,9969156.0,7,2,9969074,291,0.007712606,up-in-warm
1_3709,7,3,4.273633056894224,3.396253015000008e-05,0.005273317383414,Chr1,22959909.0,4,3,22959909,1,0.012287451,up-in-warm
1_3775,5,2,4.187261949588735,0.0009801496,0.005423526491344,Chr1,23159344.0,4,1,23159345,1,0.0036177188,up-in-warm
2_777,12,3,4.439578009527788,0.0002056160777666,0.0054636215478407,Chr2,7071685.0,3,9,7071423,1,-0.002184598,down-in-warm
1_187,2,1,4.064075528950885,0.0199,0.005570108269903,Chr1,1306398.0,2,0,1306398,1,0.00073986733,up-in-warm
2_968,8,3,4.28069465894352,5.393332119790015e-05,0.0056263429463259,Chr2,9540355.5,5,3,9540006,220,0.0027167161,up-in-warm
1_1954,1,1,4.010463189806894,0.01,0.0057765968178506,Chr1,11952779.0,1,0,11952779,1,0.0016638209,up-in-warm
2_1325,2,2,4.046050473743335,0.0001,0.0057971937109285,Chr2,12343979.0,2,0,12343977,1,0.00019585207,up-in-warm
5_573,2,2,4.044430072253381,0.0001,0.0058180050194468,Chr5,7386458.5,2,0,7386580,1,0.00094851636,up-in-warm
5_774,18,8,4.624086827788299,4.002217050783774e-12,0.0058275075541591,Chr5,9088522.0,15,3,9095328,182,0.0046096146,up-in-warm
1_2393,30,7,5.0391934363049256,1.6637423182915264e-08,0.0058539046694228,Chr1,17360325.0,10,20,17360658,5265,-0.0041063996,down-in-warm
1_1958,1,1,3.9941503648785615,0.01,0.0059891335765071,Chr1,11955276.0,1,0,11955276,26,0.0007293223,up-in-warm
4_1680,5,2,4.112907689389153,0.0009801496,0.0063819158925014,Chr4,9444712.0,3,2,9444712,253,-0.002031265,down-in-warm
4_1770,6,2,4.1448352298001545,0.001460447605,0.0064471261635499,Chr4,9668905.0,6,0,9668795,64,0.025599487,up-in-warm
5_1098,1,1,3.9536968668135226,0.01,0.0065463832182868,Chr5,15321989.0,1,0,15321989,264,0.00040871432,up-in-warm
3_2878,9,2,4.242786094607238,0.0034357300178462,0.0066042403791979,Chr3,18896139.0,5,4,18895050,1,-0.003604792,down-in-warm
1_1430,3,2,4.013998153196536,0.000298,0.0067431810544581,Chr1,9475975.0,1,2,9476005,4639,0.0030153766,up-in-warm
3_2733,2,1,3.96699769300787,0.0199,0.006893029927539,Chr3,18479716.0,1,1,18479855,1,0.0017024407,up-in-warm
4_459,376,49,10.27624323992386,3.8161622561838516e-38,0.0071167086634909,Chr4,5664439.0,176,200,5645631,89,0.00053724204,up-in-warm
4_701,112,9,7.357231810166159,2.175252173354243e-06,0.007161877286314,Chr4,6810422.0,53,59,6815226,87,0.0008788291,up-in-warm
1_5114,5,2,4.049470148006734,0.0009801496,0.0073150653804161,Chr1,29133516.0,5,0,29133516,56,0.056807417,up-in-warm
3_2116,9,2,4.191517677008679,0.0034357300178462,0.0073628938587688,Chr3,16738987.0,5,4,16738987,1,0.0016958063,up-in-warm
4_63,1,1,3.8963429792411977,0.01,0.0074149181332847,Chr4,461069.0,1,0,461069,1,0.00048019917,up-in-warm
3_1428,25,7,4.7488809951508735,4.104446291757019e-09,0.0074521935082946,Chr3,11275936.0,15,10,11275936,2408,0.0034619279,up-in-warm
5_2302,1,1,3.891691811425011,0.01,0.0074896140082796,Chr5,20181951.0,1,0,20181951,1,0.00037890443,up-in-warm
5_2915,1,1,3.891691811425011,0.01,0.0074896140082796,Chr5,24056170.0,1,0,24056170,1,0.00037890443,up-in-warm
3_554,58,3,5.816964785588511,0.0205137722202766,0.0075506237657938,Chr3,5888134.0,30,28,5900170,178,-0.0009692703,down-in-warm
1_45,32,4,4.979750739484958,0.0002874736447956,0.00755431071962,Chr1,264476.0,16,16,292033,1,0.01023309,up-in-warm
2_779,103,16,7.092694228897024,9.87531099077816e-15,0.0075837355960224,Chr2,7079554.0,51,52,7081042,444,-0.0017835351,down-in-warm
5_442,1,1,3.884779980763281,0.01,0.0076018396563689,Chr5,4870134.0,1,0,4870134,377,0.0004457498,up-in-warm
2_547,12,3,4.283814052620896,0.0002056160777666,0.0076033522812922,Chr2,2293078.5,8,4,2292960,71,0.0047952156,up-in-warm
5_503,8,2,4.136516133085616,0.0026900777395207,0.0076620302133668,Chr5,6067855.0,5,3,6067855,1,-0.0015534736,down-in-warm
1_4673,22,3,4.628689866686007,0.0013356291937811,0.0077082581222608,Chr1,26155819.0,12,10,26155631,107,0.003426604,up-in-warm
1_4997,4,2,3.98641525620198,0.00059203,0.0077405670110302,Chr1,27796006.5,1,3,27796007,2,0.0063071027,up-in-warm
1_2452,2,1,3.90885192321422,0.0199,0.0078120294440717,Chr1,17916329.0,2,0,17916329,1,0.00040871787,up-in-warm
5_1720,7,2,4.063659559064073,0.00203104163494,0.008275738264371,Chr5,17347022.0,2,5,17347022,315,-0.0014357698,down-in-warm
5_2474,1,1,3.8440854930987984,0.01,0.0082930921965177,Chr5,21796963.0,1,0,21796963,968,0.00056556653,up-in-warm
1_1626,3,1,3.908259491295932,0.029701,0.0084541981017666,Chr1,10964778.0,2,1,10964812,278,-0.0028796066,down-in-warm
5_1478,1,1,3.8293939993996178,0.01,0.0085558820147069,Chr5,16578649.0,1,0,16578649,155,0.017171672,up-in-warm
5_703,2,1,3.8600660709762096,0.0199,0.0086645620017421,Chr5,8279680.5,1,1,8280719,1003,0.031389832,up-in-warm
4_2455,2,2,3.8544967028798265,0.0001,0.0087668951006565,Chr4,11908401.0,2,0,11908526,1,0.012711434,up-in-warm
1_1889,13,3,4.239566954336408,0.0002653052947172,0.0089598094404427,Chr1,11558618.0,11,2,11562323,56,0.0053476533,up-in-warm
1_1494,5,2,3.953170442664785,0.0009801496,0.0089616089512652,Chr1,9848581.0,2,3,9848581,1,-0.0075122146,down-in-warm
1_3536,3,1,3.8737116096127338,0.029701,0.0090904657556506,Chr1,22604486.0,2,1,22604484,142,0.019851215,up-in-warm
1_11,63,7,5.863836679091079,3.388808541100841e-06,0.009137352486734,Chr1,69086.0,37,26,69086,1,0.003262037,up-in-warm
1_4566,118,15,7.344143886312884,1.3736890142754709e-12,0.009286339147842,Chr1,25596261.0,79,39,25605567,87,0.007980251,up-in-warm
5_307,1,1,3.7894540079506016,0.01,0.0093075621955512,Chr5,2359698.0,1,0,2359698,768,0.0005067958,up-in-warm
3_969,1,1,3.7862186473704673,0.01,0.0093709090038438,Chr3,8987378.0,1,0,8987378,1,0.0008879562,up-in-warm
1_13,1,1,3.783115356107255,0.01,0.0094320239962893,Chr1,108924.0,1,0,108924,56,0.00029747796,up-in-warm
5_793,1,1,3.7819840713033415,0.01,0.0094543896159527,Chr5,9552437.0,1,0,9552437,163,0.00046570267,up-in-warm
5_2622,1,1,3.778756057719836,0.01,0.0095184629509618,Chr5,22538178.0,1,0,22538178,3,0.00050341804,up-in-warm
4_2849,3,3,3.851436775981287,1.0000000000000027e-06,0.0095225928332918,Chr4,16794138.0,3,0,16793606,413,0.0005999741,up-in-warm
5_1206,10,2,4.103190739554185,0.0042662002428314,0.0095227865753194,Chr5,15624923.0,5,5,15624923,1,-0.0016569337,down-in-warm
5_966,1,1,3.7777615973117946,0.01,0.0095382784936932,Chr5,14546383.0,1,0,14546383,2442,0.00054823497,up-in-warm
3_1570,8,2,4.026270735149089,0.0026900777395207,0.0096309597094416,Chr3,14788904.0,4,4,14788538,2,-0.0031346278,down-in-warm
5_169,1,1,3.7697783783515537,0.01,0.0096986625538222,Chr5,992369.0,1,0,992369,1,0.0011721662,up-in-warm
5_524,2,2,3.7896774018379498,0.0001,0.0100380907786292,Chr5,6469016.0,2,0,6468877,216,0.003913806,up-in-warm
3_2029,18,2,4.357592096337506,0.0137564637408055,0.0100458898865097,Chr3,16609603.0,8,10,16606637,153,-0.0007466977,down-in-warm
2_1843,2,2,3.788237775903045,0.0001,0.0100680614380687,Chr2,17191977.0,0,2,17191968,1,-0.02183514,down-in-warm
5_3041,2,2,3.782937494856118,0.0001,0.0101790786357589,Chr5,26251946.0,2,0,26251946,1,0.0003943061,up-in-warm
4_2584,34,6,4.8881490723395,1.0574760560222844e-06,0.0102487350934065,Chr4,12885448.0,26,8,12884296,1,0.011945397,up-in-warm
1_4439,3,3,3.8148169801788567,1.0000000000000027e-06,0.0102720894319033,Chr1,24977678.0,3,0,24977078,60,0.016031947,up-in-warm
3_427,1,1,3.740687902224578,0.01,0.0103032001655467,Chr3,3503130.0,1,0,3503130,530,0.00091286417,up-in-warm
5_1461,2,1,3.7723001731721792,0.0199,0.0104051089923455,Chr5,16540154.0,0,2,16540154,1,-0.005789805,down-in-warm
3_207,14,2,4.193613737602728,0.0084012440111661,0.0105476505614607,Chr3,1999116.0,9,5,2000264,1,0.012764803,up-in-warm
3_1123,3,1,3.791331556537126,0.029701,0.010779400070577,Chr3,9808106.0,3,0,9808107,1079,0.0233517,up-in-warm
1_4989,1,1,3.717511162206776,0.01,0.0108081066091272,Chr1,27770509.0,1,0,27770509,1,0.0002916928,up-in-warm
1_3113,1,1,3.717511162206776,0.01,0.0108081066091272,Chr1,21852242.0,1,0,21852242,1,0.0002916928,up-in-warm
1_1787,1,1,3.717511162206776,0.01,0.0108081066091272,Chr1,11373647.0,1,0,11373647,1,0.0002916928,up-in-warm
1_2723,1,1,3.717511162206776,0.01,0.0108081066091272,Chr1,19580348.0,1,0,19580348,1,0.0002916928,up-in-warm
2_342,8,3,3.966923145713445,5.393332119790015e-05,0.0108638973262051,Chr2,992667.0,4,4,992667,1,0.0007893935,up-in-warm
5_2002,6,1,3.890914577333029,0.058519850599,0.0109647290022729,Chr5,17986590.5,2,4,17986660,227,0.0006632687,up-in-warm
1_3476,66,10,5.843808967941819,1.2665314202628115e-09,0.0110667066774864,Chr1,22560766.5,39,27,22556493,125,-0.00047991113,down-in-warm
3_1516,7,1,3.918102919503132,0.06793465209301,0.0111558477732919,Chr3,12384609.0,6,1,12383652,945,0.022855042,up-in-warm
1_2697,7,2,3.915671390071447,0.00203104163494,0.0112105714756906,Chr1,19426042.0,7,0,19426042,5,0.017225755,up-in-warm
5_2468,1,1,3.698757574703273,0.01,0.0112322868558154,Chr5,21787415.0,1,0,21787415,69,0.0006811162,up-in-warm
4_228,1,1,3.694307515071439,0.01,0.0113350401829199,Chr4,2123025.0,1,0,2123025,1,0.016073778,up-in-warm
3_358,5,2,3.833044412277023,0.0009801496,0.0114639694689598,Chr3,3358191.0,3,2,3356433,294,0.0063032545,up-in-warm
3_1163,2,2,3.719611212512689,0.0001,0.0115903405541154,Chr3,10099268.0,1,1,10095638,133,-0.007963962,down-in-warm
3_3155,1,1,3.680611770086595,0.01,0.011656421639414,Chr3,21481844.0,1,0,21481844,306,0.0010665541,up-in-warm
1_4042,1,1,3.6705259215457673,0.01,0.0118981242646879,Chr1,23946294.0,1,0,23946294,1,0.0002878493,up-in-warm
3_2172,5,1,3.807917396461226,0.0490099501,0.0120581690906288,Chr3,16815933.0,2,3,16815933,1,-0.00080057496,down-in-warm
5_2609,1,1,3.660117295932457,0.01,0.0121521088373294,Chr5,22340468.0,1,0,22340468,323,0.0005131515,up-in-warm
1_1557,1,1,3.659289535858103,0.01,0.0121725075523733,Chr1,10295203.0,0,1,10295203,201,-0.03462304,down-in-warm
2_827,6,1,3.834388774007325,0.058519850599,0.0122830494562804,Chr2,7565687.0,1,5,7555089,61,-0.035225183,down-in-warm
5_780,21,3,4.352207329084604,0.0011621337827756,0.012401168125307,Chr5,9424514.0,12,9,9424514,1,0.0058705457,up-in-warm
4_2312,1,1,3.650005709404101,0.01,0.0124033320525217,Chr4,10925276.0,1,0,10925276,1,0.00066642126,up-in-warm
3_1384,104,13,6.812727907412178,5.244120233920245e-11,0.0124282956228386,Chr3,11035311.0,41,63,11035335,1771,-0.0028505325,down-in-warm
1_4552,1,1,3.6378151367095337,0.01,0.0127121777478499,Chr1,25488245.0,1,0,25488245,68,0.0004869794,up-in-warm
4_2532,20,2,4.299912539208885,0.0168593376356518,0.0128392414633914,Chr4,12214470.0,11,9,12214470,1,0.0026320948,up-in-warm
3_2221,1,1,3.6309160351701633,0.01,0.0128898966479615,Chr3,16914289.0,1,0,16914289,1,0.00074192596,up-in-warm
3_2432,1,1,3.6309160351701633,0.01,0.0128898966479615,Chr3,17282183.0,1,0,17282183,59,0.00074192596,up-in-warm
3_3373,1,1,3.6309160351701633,0.01,0.0128898966479615,Chr3,23224487.0,1,0,23224487,1,0.00074192596,up-in-warm
3_568,1,1,3.6309160351701633,0.01,0.0128898966479615,Chr3,5993374.0,1,0,5993374,1,0.00074192596,up-in-warm
5_122,3,2,3.701188662727078,0.000298,0.0129344286176809,Chr5,804658.0,3,0,804658,1,0.0005896575,up-in-warm
4_48,1,1,3.626579035418704,0.01,0.0130027130904841,Chr4,365528.0,1,0,365528,740,0.01602307,up-in-warm
3_2570,1,1,3.618503301776817,0.01,0.013215059459161,Chr3,17562578.0,1,0,17562578,55,0.0007969704,up-in-warm
1_2732,52,2,5.315077783887311,0.0955764302360967,0.0133433723548305,Chr1,19594049.0,23,29,19594049,1,4.9184004e-05,up-in-warm
4_852,8,3,3.86295556507072,5.393332119790015e-05,0.013356631734568,Chr4,7623867.5,5,3,7623832,245,-0.008917519,down-in-warm
5_505,1,1,3.6121640162034008,0.01,0.0133838397462752,Chr5,6070216.0,1,0,6070216,1,0.000492821,up-in-warm
1_2449,1,1,3.611912253010404,0.01,0.0133905810732887,Chr1,17890251.0,1,0,17890251,2,0.00048283805,up-in-warm
1_4553,1,1,3.611912253010404,0.01,0.0133905810732887,Chr1,25489147.0,1,0,25489147,1,0.00048283805,up-in-warm
5_2656,1,1,3.6111583341002502,0.01,0.0134107858927498,Chr5,22643888.0,1,0,22643888,63,0.0004957409,up-in-warm
3_376,2,1,3.6428258616887272,0.0199,0.0135268571657399,Chr3,3388891.0,2,0,3390115,95,0.0016972518,up-in-warm
3_2985,1,1,3.6057879917004168,0.01,0.0135554726732759,Chr3,19413799.0,1,0,19413799,1,0.0009891989,up-in-warm
3_3128,1,1,3.6057879917004168,0.01,0.0135554726732759,Chr3,21004329.0,1,0,21004329,1,0.0009891989,up-in-warm
3_130,1,1,3.6057879917004168,0.01,0.0135554726732759,Chr3,1516771.0,1,0,1516771,1,0.0009891989,up-in-warm
4_1810,6,1,3.7795826831508488,0.058519850599,0.0136902376876927,Chr4,9754799.0,4,2,9754799,1,0.0020800794,up-in-warm
1_2107,1,1,3.5990884752232875,0.01,0.013737856976296,Chr1,13145167.0,1,0,13145167,77,0.00052763906,up-in-warm
2_113,1,1,3.592307516585153,0.01,0.0139246101721174,Chr2,384759.0,1,0,384759,3,0.0002012234,up-in-warm
1_34,1,1,3.592279937357442,0.01,0.0139253741741183,Chr1,173390.0,1,0,173390,643,0.0005712909,up-in-warm
4_2176,7,1,3.7973345817957767,0.06793465209301,0.0141715274919054,Chr4,10686966.0,0,7,10688071,1,-0.00799224,down-in-warm
4_1902,11,1,3.9339642179848138,0.1046617457412836,0.014276801508735,Chr4,9954083.0,7,4,9954083,4688,0.009672931,up-in-warm
5_2210,1,1,3.573086170881348,0.01,0.0144659229524518,Chr5,19216114.0,1,0,19216114,1,0.00049004273,up-in-warm
5_2006,1,1,3.573086170881348,0.01,0.0144659229524518,Chr5,17998773.0,1,0,17998773,1,0.00049004273,up-in-warm
1_1037,23,6,4.332982738399999,8.722288482649805e-08,0.014602510112626,Chr1,7852153.0,11,12,7855713,2,-0.008652975,down-in-warm
5_557,7,3,3.7812283041934815,3.396253015000008e-05,0.0146225446102078,Chr5,7351842.0,4,3,7351662,249,-0.0055269706,down-in-warm
4_2510,3,3,3.638486661059433,1.0000000000000027e-06,0.0146447112407034,Chr4,12099461.0,3,0,12099461,1,0.001164745,up-in-warm
3_1767,2,2,3.5998610898308785,0.0001,0.0147277462247137,Chr3,15799109.0,2,0,15798696,786,0.04476202,up-in-warm
2_374,1,1,3.56370432595845,0.01,0.0147366496042831,Chr2,1070344.0,1,0,1070344,1,0.00017693736,up-in-warm
1_660,14,4,4.012963261791088,9.238553999224518e-06,0.0149781553353532,Chr1,5520735.0,8,6,5520734,7321,0.011614476,up-in-warm
3_789,1,1,3.5535751231378505,0.01,0.0150338240145736,Chr3,8262655.0,1,0,8262655,1,0.00081924174,up-in-warm
4_428,314,30,9.61506790053961,4.626072294771648e-20,0.0151220532910677,Chr4,5402981.0,156,158,5384046,1,0.00077613717,up-in-warm
4_1172,2,2,3.573608675674348,0.0001,0.0155057709957443,Chr4,8140307.5,1,1,8140310,1,-0.0015737802,down-in-warm
3_1391,2,2,3.573296154521104,0.0001,0.0155152414836134,Chr3,11132201.5,1,1,11132201,543,6.1084516e-05,up-in-warm
4_74,197,30,8.5343876744543,4.9529885424286015e-26,0.0155519905273476,Chr4,557603.0,93,104,553482,3423,0.0010350621,up-in-warm
5_1957,17,3,4.08711496823765,0.0006121919068227,0.0158108740506217,Chr5,17811388.0,13,4,17811848,1901,0.005851432,up-in-warm
1_4656,1,1,3.5199266239239053,0.01,0.0160582732060118,Chr1,26142588.0,1,0,26142588,62,0.0011527527,up-in-warm
5_68,3,1,3.588844638705205,0.029701,0.0161335056021459,Chr5,499703.0,2,1,499241,456,-0.00082888576,down-in-warm
1_4696,1,1,3.517421195289568,0.01,0.0161368906394971,Chr1,26272396.0,1,0,26272396,1,0.0012104366,up-in-warm
5_2259,65,10,5.587737605701508,1.0844484285534647e-09,0.0162162907555598,Chr5,19751124.0,31,34,19751124,1369,-0.0077221524,down-in-warm
1_5044,68,6,5.674075363640976,6.438109243778272e-05,0.0162229443144903,Chr1,28508880.0,38,30,28504777,370,0.0025906914,up-in-warm
5_923,595,64,6.189297141674891,4.554861897669183e-44,0.0162304633866396,Chr5,13573327.0,322,273,13434549,1,0.0005316289,up-in-warm
2_887,2,2,3.5500828330992613,0.0001,0.0162327055230638,Chr2,8128292.5,2,0,8134531,1,0.029395822,up-in-warm
1_3921,1,1,3.513898782535924,0.01,0.0162479774755434,Chr1,23598099.0,1,0,23598099,62,0.01987556,up-in-warm
3_3295,1,1,3.51348845059416,0.01,0.0162609606726131,Chr3,23014750.0,1,0,23014750,1510,0.00073503173,up-in-warm
3_2403,1,1,3.5111525637208643,0.01,0.0163350392138501,Chr3,17244847.0,1,0,17244847,54,0.00024829575,up-in-warm
4_806,1,1,3.510536314609206,0.01,0.0163546305830735,Chr4,7349366.0,1,0,7349366,163,0.00021925778,up-in-warm
3_259,1,1,3.5035990457019404,0.01,0.0165765672606233,Chr3,2367240.0,1,0,2367240,1,0.0005080875,up-in-warm
1_3730,2,1,3.5379322579809918,0.0199,0.016619451703947,Chr1,22990868.0,2,0,22991049,1,0.00398093,up-in-warm
4_2394,1,1,3.497114965025633,0.01,0.0167863310578681,Chr4,11312152.0,1,0,11312152,1,0.00015927308,up-in-warm
5_481,1,1,3.496987046467394,0.01,0.0167904920317673,Chr5,5706303.0,1,0,5706303,181,0.00080180826,up-in-warm
4_623,37,7,4.712866089424846,7.913694093051884e-08,0.0168264266877272,Chr4,6410379.0,27,10,6410379,306,0.0030075207,up-in-warm
2_1268,70,6,5.7072852866992525,7.582224273126672e-05,0.0168653200909209,Chr2,11595646.5,45,25,11625991,66,0.008275029,up-in-warm
1_675,4,1,3.5965952324679185,0.03940399,0.0170181995375582,Chr1,5831545.0,3,1,5831545,1,0.008302872,up-in-warm
1_1337,8,1,3.735864382198156,0.0772553055720799,0.0170617255088137,Chr1,9261996.0,3,5,9261996,2,-0.0028696542,down-in-warm
1_2181,461,55,8.776965439742098,1.5963234291147564e-40,0.0170651665140454,Chr1,16294948.0,217,244,16281463,1,0.0013723818,up-in-warm
3_439,1,1,3.4855689193711306,0.01,0.0171654754504489,Chr3,3526960.0,1,0,3526960,1,0.00022624318,up-in-warm
3_1209,1,1,3.4855689193711306,0.01,0.0171654754504489,Chr3,10353294.0,1,0,10353294,1,0.00022624318,up-in-warm
3_2551,1,1,3.4855689193711306,0.01,0.0171654754504489,Chr3,17530010.0,1,0,17530010,1,0.00022624318,up-in-warm
3_51,1,1,3.4855689193711306,0.01,0.0171654754504489,Chr3,1035926.0,1,0,1035926,1,0.00022624318,up-in-warm
3_330,8,2,3.732401724242891,0.0026900777395207,0.0171738886472005,Chr3,2987368.5,6,2,2988084,64,0.023410875,up-in-warm
3_1194,165,20,7.918286915686651,6.932341610145433e-16,0.0172346880460937,Chr3,10245155.0,65,100,10245155,1,-0.002994346,down-in-warm
3_2891,9,2,3.760444918259989,0.0034357300178462,0.0173964653131178,Chr3,18933645.0,5,4,18933016,1,-0.007417451,down-in-warm
1_1656,3,2,3.548298685749549,0.000298,0.0174439804598822,Chr1,10990232.0,0,3,10990232,775,-0.04414806,down-in-warm
3_1660,5,1,3.6132202875704658,0.0490099501,0.0176352041395638,Chr3,15217482.0,4,1,15217482,742,0.0011369612,up-in-warm
2_1323,10,2,3.785889771814861,0.0042662002428314,0.0177026494939674,Chr2,12335424.0,7,3,12339481,315,0.005838892,up-in-warm
2_1326,1,1,3.4645929754144635,0.01,0.0178730119591455,Chr2,12348731.0,1,0,12348731,92,0.08291,up-in-warm
1_2566,10,1,3.779808748687422,0.0956179249911955,0.0179051629944275,Chr1,18827468.5,7,3,18821985,1,0.0009015941,up-in-warm
5_2126,165,29,7.885682906830624,4.478268880377192e-27,0.0179988353131343,Chr5,18496086.0,104,61,18495259,1,0.0045681633,up-in-warm
4_1532,1,1,3.4603121698465764,0.01,0.0180204236068191,Chr4,9120577.0,1,0,9120577,1,0.00015375612,up-in-warm
4_2252,1,1,3.4603121698465764,0.01,0.0180204236068191,Chr4,10837843.0,1,0,10837843,1,0.00015375612,up-in-warm
