ind_id	chrom	start	end	founder
ind042	Chr1	1	20850573	9653
ind042	Chr1	20850574	22377153	6150
ind042	Chr1	22377154	26335326	9653
ind042	Chr1	26335327	30427671	6150
ind043	Chr1	1	22031609	9758
ind043	Chr1	22031610	30427671	9549
ind044	Chr1	1	21154695	9758
ind044	Chr1	21154696	30427671	6945
ind045	Chr1	1	28919575	9758
ind045	Chr1	28919576	30427671	9470
ind046	Chr1	1	24934859	9653
ind046	Chr1	24934860	30427671	9758
ind047	Chr1	1	25781757	9470
ind047	Chr1	25781758	30427671	7003
ind048	Chr1	1	11478015	9758
ind048	Chr1	11478016	30427671	9653
ind049	Chr1	1	30427671	6945
ind050	Chr1	1	10898446	9518
ind050	Chr1	10898447	22335026	9910
ind050	Chr1	22335027	24957358	9518
ind050	Chr1	24957359	30427671	9910
ind051	Chr1	1	19294113	8354
ind051	Chr1	19294114	30427671	5784
ind052	Chr1	1	11189530	6958
ind052	Chr1	11189531	24404920	9564
ind052	Chr1	24404921	25016634	6958
ind052	Chr1	25016635	30427671	9564
ind053	Chr1	1	25715655	7323
ind053	Chr1	25715656	30427671	9992
ind054	Chr1	1	30427671	6963
ind055	Chr1	1	24357463	9557
ind055	Chr1	24357464	30427671	9910
ind056	Chr1	1	30427671	6963
ind057	Chr1	1	26240244	9653
ind057	Chr1	26240245	30427671	9557
ind058	Chr1	1	6735527	7000
ind058	Chr1	6735528	11585887	6244
ind058	Chr1	11585888	19272405	7000
ind058	Chr1	19272406	30427671	6244
ind059	Chr1	1	23785847	9758
ind059	Chr1	23785848	30427671	7378
ind060	Chr1	1	9451254	9594
ind060	Chr1	9451255	30427671	6938
ind061	Chr1	1	20912449	6244
ind061	Chr1	20912450	21713020	7025
ind061	Chr1	21713021	25705794	6244
ind061	Chr1	25705795	25894679	7025
ind061	Chr1	25894680	30427671	6244
ind062	Chr1	1	7796848	7255
ind062	Chr1	7796849	27267865	159
ind062	Chr1	27267866	30427671	7255
ind063	Chr1	1	30427671	10002
ind064	Chr1	1	30427671	7003
ind065	Chr1	1	22594598	9606
ind065	Chr1	22594599	30427671	6184
ind066	Chr1	1	24984670	6938
ind066	Chr1	24984671	26019124	10002
ind066	Chr1	26019125	30427671	6938
ind067	Chr1	1	26413843	7217
ind067	Chr1	26413844	30427671	6915
ind068	Chr1	1	11551367	6938
ind068	Chr1	11551368	19288589	6945
ind068	Chr1	19288590	26797156	6938
ind068	Chr1	26797157	30427671	6945
ind069	Chr1	1	26120411	8354
ind069	Chr1	26120412	30427671	7217
ind070	Chr1	1	8432478	9992
ind070	Chr1	8432479	18345025	8351
ind070	Chr1	18345026	30427671	9992
ind071	Chr1	1	30427671	6244
ind072	Chr1	1	7491137	8230
ind072	Chr1	7491138	30427671	9537
ind073	Chr1	1	30427671	9758
ind074	Chr1	1	23091986	9537
ind074	Chr1	23091987	29351875	6929
ind074	Chr1	29351876	30427671	9537
ind075	Chr1	1	19984478	9653
ind075	Chr1	19984479	21724578	9764
ind075	Chr1	21724579	24369523	9653
ind075	Chr1	24369524	25233767	9764
ind075	Chr1	25233768	30427671	9653
ind076	Chr1	1	23227578	6945
ind076	Chr1	23227579	25511567	7372
ind076	Chr1	25511568	30427671	6945
ind077	Chr1	1	11475418	9653
ind077	Chr1	11475419	30427671	159
ind078	Chr1	1	12051895	6958
ind078	Chr1	12051896	29095198	8231
ind078	Chr1	29095199	30427671	6958
ind079	Chr1	1	30427671	7316
ind080	Chr1	1	2874024	6938
ind080	Chr1	2874025	14446860	8231
ind080	Chr1	14446861	27986277	6938
ind080	Chr1	27986278	30427671	8231
ind081	Chr1	1	2222350	6979
ind081	Chr1	2222351	17198884	10002
ind081	Chr1	17198885	18379625	6979
ind081	Chr1	18379626	25022339	10002
ind081	Chr1	25022340	30427671	6979
ind082	Chr1	1	22928717	8351
ind082	Chr1	22928718	30427671	7323
ind083	Chr1	1	30427671	8230
ind084	Chr1	1	19167871	9470
ind084	Chr1	19167872	26153737	10002
ind084	Chr1	26153738	30427671	9470
ind085	Chr1	1	26163573	8354
ind085	Chr1	26163574	30427671	8231
ind086	Chr1	1	11219203	7275
ind086	Chr1	11219204	30427671	9565
ind087	Chr1	1	12478784	7164
ind087	Chr1	12478785	18943786	159
ind087	Chr1	18943787	24825689	7164
ind087	Chr1	24825690	30427671	159
ind088	Chr1	1	21622072	6963
ind088	Chr1	21622073	22383236	7378
ind088	Chr1	22383237	26830690	6963
ind088	Chr1	26830691	30427671	7378
ind089	Chr1	1	7205650	6958
ind089	Chr1	7205651	30427671	9992
ind090	Chr1	1	479502	7372
ind090	Chr1	479503	30427671	159
ind091	Chr1	1	12649916	9992
ind091	Chr1	12649917	19225334	6244
ind091	Chr1	19225335	26556790	9992
ind091	Chr1	26556791	30427671	6244
ind092	Chr1	1	12051895	6244
ind092	Chr1	12051896	22918451	7092
ind092	Chr1	22918452	23225953	6244
ind092	Chr1	23225954	30427671	7092
ind093	Chr1	1	10856145	9537
ind093	Chr1	10856146	30427671	8354
ind094	Chr1	1	11262194	9537
ind094	Chr1	11262195	21377168	7372
ind094	Chr1	21377169	26264762	9537
ind094	Chr1	26264763	30427671	7372
ind095	Chr1	1	8352244	9764
ind095	Chr1	8352245	22295223	9653
ind095	Chr1	22295224	23520829	9764
ind095	Chr1	23520830	30427671	9653
ind096	Chr1	1	7465889	8351
ind096	Chr1	7465890	23213341	9759
ind096	Chr1	23213342	30427671	8351
ind097	Chr1	1	30427671	7127
ind098	Chr1	1	30427671	8387
ind099	Chr1	1	2190043	6929
ind099	Chr1	2190044	30427671	7127
ind100	Chr1	1	26573992	7275
ind100	Chr1	26573993	30427671	8354
ind101	Chr1	1	10222432	6244
ind101	Chr1	10222433	30427671	10006
ind102	Chr1	1	30427671	6958
ind103	Chr1	1	153047	9559
ind103	Chr1	153048	30427671	7002
ind104	Chr1	1	10143960	7378
ind104	Chr1	10143961	19294113	766
ind104	Chr1	19294114	30427671	7378
ind105	Chr1	1	12238365	7000
ind105	Chr1	12238366	24452250	10002
ind105	Chr1	24452251	30427671	7000
ind106	Chr1	1	2207020	6945
ind106	Chr1	2207021	22715315	7143
ind106	Chr1	22715316	30427671	6945
ind107	Chr1	1	27633629	8231
ind107	Chr1	27633630	30427671	6963
ind108	Chr1	1	30427671	9555
ind109	Chr1	1	10861042	10002
ind109	Chr1	10861043	21606429	6945
ind109	Chr1	21606430	30427671	10002
ind110	Chr1	1	26556545	8354
ind110	Chr1	26556546	30427671	9910
ind111	Chr1	1	30427671	6184
ind112	Chr1	1	20958798	8231
ind112	Chr1	20958799	24386431	6244
ind112	Chr1	24386432	30427671	8231
ind113	Chr1	1	19097820	8231
ind113	Chr1	19097821	21869030	9555
ind113	Chr1	21869031	30427671	8231
ind114	Chr1	1	30427671	8231
ind115	Chr1	1	30427671	8354
ind116	Chr1	1	6877262	7275
ind116	Chr1	6877263	24236277	6244
ind116	Chr1	24236278	30427671	7275
ind117	Chr1	1	30427671	6184
ind118	Chr1	1	30427671	9594
ind119	Chr1	1	27307638	9537
ind119	Chr1	27307639	30427671	6958
ind120	Chr1	1	22377577	9764
ind120	Chr1	22377578	30427671	7372
ind121	Chr1	1	2431677	9555
ind121	Chr1	2431678	24201451	5784
ind121	Chr1	24201452	30427671	9555
ind122	Chr1	1	2505901	7164
ind122	Chr1	2505902	11440463	6184
ind122	Chr1	11440464	30427671	7164
ind123	Chr1	1	22916024	7323
ind123	Chr1	22916025	30427671	8387
ind124	Chr1	1	21978856	7372
ind124	Chr1	21978857	30427671	5784
ind125	Chr1	1	453630	9758
ind125	Chr1	453631	1476450	6938
ind125	Chr1	1476451	27698778	9758
ind125	Chr1	27698779	30427671	6938
ind126	Chr1	1	24807733	6244
ind126	Chr1	24807734	30427671	9564
ind127	Chr1	1	12976723	9565
ind127	Chr1	12976724	30427671	7275
ind128	Chr1	1	30427671	6945
ind129	Chr1	1	30427671	6929
ind130	Chr1	1	19094563	9992
ind130	Chr1	19094564	21880121	7372
ind130	Chr1	21880122	30427671	9992
ind131	Chr1	1	24366158	9764
ind131	Chr1	24366159	24856267	9759
ind131	Chr1	24856268	30427671	9764
ind132	Chr1	1	167766	8230
ind132	Chr1	167767	30427671	6963
ind133	Chr1	1	30427671	8247
ind134	Chr1	1	16483814	6939
ind134	Chr1	16483815	22958328	6244
ind134	Chr1	22958329	30427671	6939
ind135	Chr1	1	436382	9537
ind135	Chr1	436383	30427671	8354
ind136	Chr1	1	12420299	6915
ind136	Chr1	12420300	30427671	7127
ind137	Chr1	1	30427671	6958
ind138	Chr1	1	9086137	7002
ind138	Chr1	9086138	23599385	7323
ind138	Chr1	23599386	30427671	7002
ind139	Chr1	1	21395908	8231
ind139	Chr1	21395909	30427671	9549
ind140	Chr1	1	20959985	6939
ind140	Chr1	20959986	30427671	5784
ind141	Chr1	1	6389101	9537
ind141	Chr1	6389102	10250652	6945
ind141	Chr1	10250653	26440773	9537
ind141	Chr1	26440774	30427671	6945
ind142	Chr1	1	7434147	6963
ind142	Chr1	7434148	9964365	763
ind142	Chr1	9964366	11549404	6963
ind142	Chr1	11549405	19044363	763
ind142	Chr1	19044364	22254962	6963
ind142	Chr1	22254963	27679794	763
ind142	Chr1	27679795	30427671	6963
ind143	Chr1	1	4230257	9758
ind143	Chr1	4230258	26117210	7025
ind143	Chr1	26117211	30427671	9758
ind144	Chr1	1	13700822	8351
ind144	Chr1	13700823	25635806	7002
ind144	Chr1	25635807	26120291	8351
ind144	Chr1	26120292	30427671	7002
ind145	Chr1	1	22714434	6938
ind145	Chr1	22714435	30427671	7275
ind146	Chr1	1	17827790	9549
ind146	Chr1	17827791	30427671	7217
ind147	Chr1	1	30427671	8247
ind148	Chr1	1	30427671	766
ind149	Chr1	1	21948455	7323
ind149	Chr1	21948456	22005037	7092
ind149	Chr1	22005038	30427671	7323
ind150	Chr1	1	30427671	9549
ind151	Chr1	1	18378492	6915
ind151	Chr1	18378493	20936581	7164
ind151	Chr1	20936582	21937321	6915
ind151	Chr1	21937322	30427671	7164
ind152	Chr1	1	30427671	9653
ind153	Chr1	1	14446860	6150
ind153	Chr1	14446861	27982653	9537
ind153	Chr1	27982654	30427671	6150
ind154	Chr1	1	30427671	10006
ind155	Chr1	1	6734086	6939
ind155	Chr1	6734087	30427671	9555
ind156	Chr1	1	21220158	7316
ind156	Chr1	21220159	30427671	9537
ind157	Chr1	1	25760313	5784
ind157	Chr1	25760314	29384619	9653
ind157	Chr1	29384620	30427671	5784
ind158	Chr1	1	27601701	9653
ind158	Chr1	27601702	30427671	10002
ind159	Chr1	1	9463875	6915
ind159	Chr1	9463876	21949086	9537
ind159	Chr1	21949087	27304409	6915
ind159	Chr1	27304410	30427671	9537
ind160	Chr1	1	30427671	9758
ind161	Chr1	1	30427671	9764
ind162	Chr1	1	30427671	9565
ind163	Chr1	1	19096728	7255
ind163	Chr1	19096729	23042204	6958
ind163	Chr1	23042205	30427671	7255
ind164	Chr1	1	22870927	9992
ind164	Chr1	22870928	27975551	7186
ind164	Chr1	27975552	30427671	9992
ind165	Chr1	1	8431986	9992
ind165	Chr1	8431987	29370369	8231
ind165	Chr1	29370370	30427671	9992
ind166	Chr1	1	8385762	9549
ind166	Chr1	8385763	11544937	8351
ind166	Chr1	11544938	13088573	9549
ind166	Chr1	13088574	30427671	8351
ind167	Chr1	1	7793727	10002
ind167	Chr1	7793728	24189381	7323
ind167	Chr1	24189382	30427671	10002
ind168	Chr1	1	26776095	6958
ind168	Chr1	26776096	30427671	7127
ind169	Chr1	1	18946013	8230
ind169	Chr1	18946014	30427671	9992
ind170	Chr1	1	23306532	9555
ind170	Chr1	23306533	26469747	10006
ind170	Chr1	26469748	30427671	9555
ind171	Chr1	1	23306732	9564
ind171	Chr1	23306733	26816039	8354
ind171	Chr1	26816040	30427671	9564
ind172	Chr1	1	30427671	9537
ind173	Chr1	1	30427671	9910
ind174	Chr1	1	27984633	6929
ind174	Chr1	27984634	30427671	7217
ind175	Chr1	1	11924373	6911
ind175	Chr1	11924374	22174192	7275
ind175	Chr1	22174193	30427671	6911
ind176	Chr1	1	8428299	9470
ind176	Chr1	8428300	27646562	8247
ind176	Chr1	27646563	30427671	9470
ind177	Chr1	1	11949393	8354
ind177	Chr1	11949394	30427671	7255
ind178	Chr1	1	30427671	7003
ind179	Chr1	1	10722037	9564
ind179	Chr1	10722038	20978615	9470
ind179	Chr1	20978616	22786806	9564
ind179	Chr1	22786807	22948871	9470
ind179	Chr1	22948872	23159384	9564
ind179	Chr1	23159385	23729014	9470
ind179	Chr1	23729015	30427671	9564
ind180	Chr1	1	11072944	8351
ind180	Chr1	11072945	30427671	7323
ind181	Chr1	1	25385174	9555
ind181	Chr1	25385175	30427671	7275
ind182	Chr1	1	12374510	7164
ind182	Chr1	12374511	23729014	7186
ind182	Chr1	23729015	30427671	7164
ind183	Chr1	1	7857207	6244
ind183	Chr1	7857208	27751127	7378
ind183	Chr1	27751128	30427671	6244
ind184	Chr1	1	22916024	7143
ind184	Chr1	22916025	27657647	9470
ind184	Chr1	27657648	30427671	7143
ind185	Chr1	1	30427671	9653
ind186	Chr1	1	30427671	6938
ind187	Chr1	1	30427671	7323
ind188	Chr1	1	153047	6958
ind188	Chr1	153048	22249510	7143
ind188	Chr1	22249511	30427671	6958
ind189	Chr1	1	23587375	6184
ind189	Chr1	23587376	30427671	6945
ind190	Chr1	1	8435859	7378
ind190	Chr1	8435860	30427671	6939
ind191	Chr1	1	11954875	9764
ind191	Chr1	11954876	30427671	10006
ind192	Chr1	1	10262796	9559
ind192	Chr1	10262797	24474341	765
ind192	Chr1	24474342	30427671	9559
ind193	Chr1	1	21512130	6244
ind193	Chr1	21512131	30427671	9549
ind194	Chr1	1	30427671	7092
ind195	Chr1	1	30427671	7186
ind196	Chr1	1	143272	7143
ind196	Chr1	143273	12420299	9764
ind196	Chr1	12420300	30427671	7143
ind197	Chr1	1	30427671	159
ind198	Chr1	1	18391254	6963
ind198	Chr1	18391255	19260731	9555
ind198	Chr1	19260732	26264762	6963
ind198	Chr1	26264763	30427671	9555
ind199	Chr1	1	11062277	9910
ind199	Chr1	11062278	24122838	9653
ind199	Chr1	24122839	30427671	9910
ind200	Chr1	1	30427671	10002
