ind_id	chrom	start	end	founder
ind098	Chr1	1	30427671	8354
ind099	Chr1	1	30427671	9606
ind100	Chr1	1	30427671	6958
ind101	Chr1	1	30427671	5784
ind102	Chr1	1	30427671	6958
ind103	Chr1	1	30427671	6958
ind104	Chr1	1	30427671	9992
ind105	Chr1	1	30427671	6244
ind106	Chr1	1	30427671	9537
ind107	Chr1	1	30427671	7186
ind108	Chr1	1	30427671	8247
ind109	Chr1	1	30427671	9555
ind110	Chr1	1	30427671	5784
ind111	Chr1	1	30427671	7372
ind112	Chr1	1	30427671	8231
ind113	Chr1	1	30427671	7092
ind114	Chr1	1	30427671	9758
ind115	Chr1	1	30427671	9518
ind116	Chr1	1	30427671	6915
ind117	Chr1	1	30427671	6945
ind118	Chr1	1	30427671	9653
ind119	Chr1	1	30427671	6184
ind120	Chr1	1	30427671	7000
ind121	Chr1	1	30427671	6244
ind122	Chr1	1	30427671	9537
ind123	Chr1	1	30427671	7217
ind124	Chr1	1	30427671	9764
ind125	Chr1	1	30427671	10002
ind126	Chr1	1	30427671	6911
ind127	Chr1	1	30427671	7003
ind128	Chr1	1	30427671	9758
ind129	Chr1	1	30427671	6939
ind130	Chr1	1	30427671	9758
ind131	Chr1	1	30427671	9764
ind132	Chr1	1	30427671	7275
ind133	Chr1	1	30427671	10006
ind134	Chr1	1	30427671	7000
ind135	Chr1	1	30427671	9594
ind136	Chr1	1	30427671	7164
ind137	Chr1	1	30427671	765
ind138	Chr1	1	30427671	9758
ind139	Chr1	1	30427671	9758
ind140	Chr1	1	30427671	8230
ind141	Chr1	1	30427671	6929
ind142	Chr1	1	30427671	9557
ind143	Chr1	1	30427671	7323
ind144	Chr1	1	30427671	7186
ind145	Chr1	1	30427671	8351
ind146	Chr1	1	30427671	7127
ind147	Chr1	1	30427671	8230
ind148	Chr1	1	30427671	9910
ind149	Chr1	1	30427671	9759
ind150	Chr1	1	30427671	159
ind151	Chr1	1	30427671	9549
ind152	Chr1	1	30427671	10002
ind153	Chr1	1	30427671	6938
ind154	Chr1	1	30427671	7217
ind155	Chr1	1	30427671	9653
ind156	Chr1	1	30427671	8231
ind157	Chr1	1	30427671	9594
ind158	Chr1	1	30427671	7255
ind159	Chr1	1	30427671	9537
ind160	Chr1	1	30427671	6911
ind161	Chr1	1	30427671	9549
ind162	Chr1	1	30427671	9564
ind163	Chr1	1	30427671	9594
ind164	Chr1	1	30427671	7025
ind165	Chr1	1	30427671	9940
ind166	Chr1	1	30427671	9653
ind167	Chr1	1	30427671	9559
ind168	Chr1	1	30427671	9653
ind169	Chr1	1	30427671	6938
ind170	Chr1	1	30427671	8247
ind171	Chr1	1	30427671	8354
ind172	Chr1	1	30427671	7186
ind173	Chr1	1	30427671	9559
ind174	Chr1	1	30427671	6963
ind175	Chr1	1	30427671	7372
ind176	Chr1	1	30427671	7092
ind177	Chr1	1	30427671	5784
ind178	Chr1	1	30427671	9542
ind179	Chr1	1	30427671	9549
ind180	Chr1	1	30427671	9506
ind181	Chr1	1	30427671	9653
ind182	Chr1	1	30427671	10002
ind183	Chr1	1	30427671	9564
ind184	Chr1	1	30427671	6244
ind185	Chr1	1	30427671	10002
ind186	Chr1	1	30427671	8230
ind187	Chr1	1	30427671	6945
ind188	Chr1	1	30427671	7127
ind189	Chr1	1	30427671	6915
ind190	Chr1	1	30427671	9758
ind191	Chr1	1	30427671	9910
ind192	Chr1	1	30427671	9879
ind193	Chr1	1	30427671	6945
ind194	Chr1	1	30427671	9879
ind195	Chr1	1	30427671	9653
ind196	Chr1	1	30427671	6939
ind197	Chr1	1	30427671	6929
ind198	Chr1	1	30427671	6244
ind199	Chr1	1	30427671	9764
ind200	Chr1	1	30427671	6184
